c,z,y,uni,value
Armenia,Armenia,2034,Total Demand: GWh,7393.999999999999
Armenia,Armenia,2034,Total production: GWh,7474.033860642176
Armenia,Armenia,2035,Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Surplus generation: GWh,76.9482822257037
Armenia,Armenia,2035,Total Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Total production: GWh,7550.948282225696
Armenia,Armenia,2036,Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Surplus generation: GWh,73.59954823667236
Armenia,Armenia,2036,Total Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Total production: GWh,7633.599548236663
Armenia,Armenia,2037,Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Surplus generation: GWh,70.33779283232097
Armenia,Armenia,2037,Total Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Total production: GWh,7715.337792832321
Armenia,Armenia,2038,Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Surplus generation: GWh,66.7435426090044
Armenia,Armenia,2038,Total Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Total production: GWh,7797.743542609
Armenia,Armenia,2039,Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Surplus generation: GWh,63.488942557943695
Armenia,Armenia,2039,Total Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Total production: GWh,7879.488942557933
Armenia,Armenia,2040,Demand: GWh,7902.000000000008
Armenia,Armenia,2040,Surplus generation: GWh,60.14831277611813
Armenia,Armenia,2040,Total Demand: GWh,7902.000000000008
Armenia,Armenia,2040,Total production: GWh,7962.148312776117
Georgia,Georgia,2025,Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total production: GWh,15233.29817891362
Georgia,Georgia,2025,Unmet demand: GWh,542.3318210863519
Georgia,Georgia,2026,Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total production: GWh,16091.86017491809
Georgia,Georgia,2026,Unmet demand: GWh,222.0598250819353
Georgia,Georgia,2027,Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total production: GWh,16609.761196167572
Georgia,Georgia,2027,Unmet demand: GWh,274.58880383241353
Georgia,Georgia,2028,Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total production: GWh,16214.028400218642
Georgia,Georgia,2028,Unmet demand: GWh,1273.9115997813744
Georgia,Georgia,2029,Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total production: GWh,17134.44354631789
Georgia,Georgia,2029,Unmet demand: GWh,996.7664536821326
Georgia,Georgia,2030,Demand: GWh,18824.63000000002
Georgia,Georgia,2030,Total Demand: GWh,18824.63000000002
Georgia,Georgia,2030,Total production: GWh,18110.375849450425
Georgia,Georgia,2030,Unmet demand: GWh,714.2541505495925
Georgia,Georgia,2031,Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total production: GWh,17510.379181683762
Georgia,Georgia,2031,Unmet demand: GWh,1661.2108183162147
Georgia,Georgia,2032,Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total production: GWh,18053.206751797265
Georgia,Georgia,2032,Unmet demand: GWh,1665.073248202748
Georgia,Georgia,2033,Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total production: GWh,18295.205764897084
Georgia,Georgia,2033,Unmet demand: GWh,1969.7642351029192
Georgia,Georgia,2034,Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total production: GWh,18543.95806102676
Georgia,Georgia,2034,Unmet demand: GWh,2267.7019389732613
Georgia,Georgia,2035,Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Total Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Total production: GWh,18792.71035715643
Georgia,Georgia,2035,Unmet demand: GWh,2565.639642843608
Georgia,Georgia,2036,Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Total Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Total production: GWh,19049.665202806817
Georgia,Georgia,2036,Unmet demand: GWh,2855.3747971931666
Georgia,Georgia,2037,Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Total Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Total production: GWh,19351.30708492036
Georgia,Georgia,2037,Unmet demand: GWh,3100.422915079675
Georgia,Georgia,2038,Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Total Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Total production: GWh,19533.89364233841
Georgia,Georgia,2038,Unmet demand: GWh,3464.526357661618
Georgia,Georgia,2039,Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Total Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Total production: GWh,19822.68752811401
Georgia,Georgia,2039,Unmet demand: GWh,3722.4224718859873
Georgia,Georgia,2040,Demand: GWh,24091.8
Georgia,Georgia,2040,Total Demand: GWh,24091.8
Georgia,Georgia,2040,Total production: GWh,20078.850506506496
Georgia,Georgia,2040,Unmet demand: GWh,4012.949493493488
Turkiye,CenterAna,2025,Demand: GWh,48004.993149999886
Turkiye,CenterAna,2025,Exports exchange: GWh,13416.490468646873
Turkiye,CenterAna,2025,Imports exchange: GWh,40055.15582659639
Turkiye,CenterAna,2025,Net interchange Ratio: GWh,0.5549144705575191
Turkiye,CenterAna,2025,Net interchange: GWh,26638.66535794952
Turkiye,CenterAna,2025,Total Demand: GWh,48004.993149999886
Turkiye,CenterAna,2025,Total production: GWh,22157.773330126463
Turkiye,CenterAna,2026,Demand: GWh,49709.53657000004
Turkiye,CenterAna,2026,Exports exchange: GWh,9346.979005410136
Turkiye,CenterAna,2026,Imports exchange: GWh,35794.93792309268
Turkiye,CenterAna,2026,Net interchange Ratio: GWh,0.5320499997105992
Turkiye,CenterAna,2026,Net interchange: GWh,26447.958917682543
Turkiye,CenterAna,2026,Total Demand: GWh,49709.53657000004
Turkiye,CenterAna,2026,Total production: GWh,23968.84600068146
Turkiye,CenterAna,2027,Demand: GWh,51414.079990000006
Turkiye,CenterAna,2027,Exports exchange: GWh,5879.8575346330335
Turkiye,CenterAna,2027,Imports exchange: GWh,31456.942191698043
Turkiye,CenterAna,2027,Net interchange Ratio: GWh,0.4974723784231816
Turkiye,CenterAna,2027,Net interchange: GWh,25577.08465706501
Turkiye,CenterAna,2027,Total Demand: GWh,51414.079990000006
Turkiye,CenterAna,2027,Total production: GWh,26458.54968780792
Turkiye,CenterAna,2028,Demand: GWh,53118.62341000008
Turkiye,CenterAna,2028,Exports exchange: GWh,10750.856843786993
Turkiye,CenterAna,2028,Imports exchange: GWh,37997.270229186746
Turkiye,CenterAna,2028,Net interchange Ratio: GWh,0.5129352313047774
Turkiye,CenterAna,2028,Net interchange: GWh,27246.413385399755
Turkiye,CenterAna,2028,Total Demand: GWh,53118.62341000008
Turkiye,CenterAna,2028,Total production: GWh,26622.99402135091
Turkiye,CenterAna,2029,Demand: GWh,54823.16683000004
Turkiye,CenterAna,2029,Exports exchange: GWh,13913.097225396676
Turkiye,CenterAna,2029,Imports exchange: GWh,43983.816321670165
Turkiye,CenterAna,2029,Net interchange Ratio: GWh,0.5485038686203431
Turkiye,CenterAna,2029,Net interchange: GWh,30070.71909627349
Turkiye,CenterAna,2029,Total Demand: GWh,54823.16683000004
Turkiye,CenterAna,2029,Total production: GWh,25621.51925415805
Turkiye,CenterAna,2030,Demand: GWh,56527.71024000001
Turkiye,CenterAna,2030,Exports exchange: GWh,16996.05430140987
Turkiye,CenterAna,2030,Imports exchange: GWh,52073.16494319113
Turkiye,CenterAna,2030,Net interchange Ratio: GWh,0.6205294800170426
Turkiye,CenterAna,2030,Net interchange: GWh,35077.110641781255
Turkiye,CenterAna,2030,Total Demand: GWh,56527.71024000001
Turkiye,CenterAna,2030,Total production: GWh,22479.50769250256
Turkiye,CenterAna,2031,Demand: GWh,57600.941289999966
Turkiye,CenterAna,2031,Exports exchange: GWh,19547.10057021044
Turkiye,CenterAna,2031,Imports exchange: GWh,56115.96707531626
Turkiye,CenterAna,2031,Net interchange Ratio: GWh,0.6348657797273618
Turkiye,CenterAna,2031,Net interchange: GWh,36568.86650510582
Turkiye,CenterAna,2031,Total Demand: GWh,57600.941289999966
Turkiye,CenterAna,2031,Total production: GWh,22140.86417392686
Turkiye,CenterAna,2032,Demand: GWh,58674.17232999998
Turkiye,CenterAna,2032,Exports exchange: GWh,18632.33584163589
Turkiye,CenterAna,2032,Imports exchange: GWh,56869.48668843651
Turkiye,CenterAna,2032,Net interchange Ratio: GWh,0.6516862416353174
Turkiye,CenterAna,2032,Net interchange: GWh,38237.15084680062
Turkiye,CenterAna,2032,Total Demand: GWh,58674.17232999998
Turkiye,CenterAna,2032,Total production: GWh,21560.69958564105
Turkiye,CenterAna,2033,Demand: GWh,59747.403369999935
Turkiye,CenterAna,2033,Exports exchange: GWh,18327.72464846072
Turkiye,CenterAna,2033,Imports exchange: GWh,57428.65119496362
Turkiye,CenterAna,2033,Net interchange Ratio: GWh,0.6544372531867395
Turkiye,CenterAna,2033,Net interchange: GWh,39100.9265465029
Turkiye,CenterAna,2033,Total Demand: GWh,59747.403369999935
Turkiye,CenterAna,2033,Total production: GWh,21781.203397592584
Turkiye,CenterAna,2034,Demand: GWh,60820.63440999997
Turkiye,CenterAna,2034,Exports exchange: GWh,18122.53151514483
Turkiye,CenterAna,2034,Imports exchange: GWh,57794.86875168931
Turkiye,CenterAna,2034,Net interchange Ratio: GWh,0.6522841733137472
Turkiye,CenterAna,2034,Net interchange: GWh,39672.33723654448
Turkiye,CenterAna,2034,Total Demand: GWh,60820.63440999997
Turkiye,CenterAna,2034,Total production: GWh,22290.259801069136
Turkiye,CenterAna,2035,Demand: GWh,61893.86545000003
Turkiye,CenterAna,2035,Exports exchange: GWh,18157.331774716124
Turkiye,CenterAna,2035,Imports exchange: GWh,58536.88881174771
Turkiye,CenterAna,2035,Net interchange Ratio: GWh,0.6523999873566075
Turkiye,CenterAna,2035,Net interchange: GWh,40379.55703703158
Turkiye,CenterAna,2035,Total Demand: GWh,61893.86545000003
Turkiye,CenterAna,2035,Total production: GWh,22670.93253555264
Turkiye,CenterAna,2036,Demand: GWh,65803.97593
Turkiye,CenterAna,2036,Exports exchange: GWh,16124.21668481908
Turkiye,CenterAna,2036,Imports exchange: GWh,60090.98425652337
Turkiye,CenterAna,2036,Net interchange Ratio: GWh,0.6681475845543834
Turkiye,CenterAna,2036,Net interchange: GWh,43966.76757170429
Turkiye,CenterAna,2036,Total Demand: GWh,65803.97593
Turkiye,CenterAna,2036,Total production: GWh,23024.539686485
Turkiye,CenterAna,2037,Demand: GWh,69714.08641000009
Turkiye,CenterAna,2037,Exports exchange: GWh,17893.480897161386
Turkiye,CenterAna,2037,Imports exchange: GWh,61776.2002474844
Turkiye,CenterAna,2037,Net interchange Ratio: GWh,0.6294670361487844
Turkiye,CenterAna,2037,Net interchange: GWh,43882.71935032301
Turkiye,CenterAna,2037,Total Demand: GWh,69714.08641000009
Turkiye,CenterAna,2037,Total production: GWh,27051.996390313565
Turkiye,CenterAna,2038,Demand: GWh,73624.19689
Turkiye,CenterAna,2038,Exports exchange: GWh,19736.01242949208
Turkiye,CenterAna,2038,Imports exchange: GWh,63235.98779294064
Turkiye,CenterAna,2038,Net interchange Ratio: GWh,0.5908380288132818
Turkiye,CenterAna,2038,Net interchange: GWh,43499.97536344856
Turkiye,CenterAna,2038,Total Demand: GWh,73624.19689
Turkiye,CenterAna,2038,Total production: GWh,31373.694643101466
Turkiye,CenterAna,2039,Demand: GWh,77534.30737000002
Turkiye,CenterAna,2039,Exports exchange: GWh,20248.291820304887
Turkiye,CenterAna,2039,Imports exchange: GWh,63603.676928036526
Turkiye,CenterAna,2039,Net interchange Ratio: GWh,0.5591767899703574
Turkiye,CenterAna,2039,Net interchange: GWh,43355.38510773164
Turkiye,CenterAna,2039,Total Demand: GWh,77534.30737000002
Turkiye,CenterAna,2039,Total production: GWh,35578.006858827655
Turkiye,CenterAna,2040,Demand: GWh,81444.41785
Turkiye,CenterAna,2040,Exports exchange: GWh,19906.064297294062
Turkiye,CenterAna,2040,Imports exchange: GWh,62388.9399560609
Turkiye,CenterAna,2040,Net interchange Ratio: GWh,0.5216180160684498
Turkiye,CenterAna,2040,Net interchange: GWh,42482.87565876684
Turkiye,CenterAna,2040,Total Demand: GWh,81444.41785
Turkiye,CenterAna,2040,Total production: GWh,40660.02359764242
Turkiye,CenterBlack,2025,Demand: GWh,17087.905009999995
Turkiye,CenterBlack,2025,Exports exchange: GWh,39082.055570273085
Turkiye,CenterBlack,2025,Imports exchange: GWh,22363.74444202233
Turkiye,CenterBlack,2025,Net interchange Ratio: GWh,-0.9783710243278536
Turkiye,CenterBlack,2025,Net interchange: GWh,-16718.311128250756
Turkiye,CenterBlack,2025,Total Demand: GWh,17087.905009999995
Turkiye,CenterBlack,2025,Total production: GWh,34248.098971760075
Turkiye,CenterBlack,2026,Demand: GWh,17694.655980000007
Turkiye,CenterBlack,2026,Exports exchange: GWh,38167.514244638296
Turkiye,CenterBlack,2026,Imports exchange: GWh,20687.77156606296
Turkiye,CenterBlack,2026,Net interchange Ratio: GWh,-0.9878543385264126
Turkiye,CenterBlack,2026,Net interchange: GWh,-17479.742678575338
Turkiye,CenterBlack,2026,Total Demand: GWh,17694.655980000007
Turkiye,CenterBlack,2026,Total production: GWh,35583.16612335763
Turkiye,CenterBlack,2027,Demand: GWh,18301.406939999983
Turkiye,CenterBlack,2027,Exports exchange: GWh,36685.98141578913
Turkiye,CenterBlack,2027,Imports exchange: GWh,18439.21306438965
Turkiye,CenterBlack,2027,Net interchange Ratio: GWh,-0.997014514305942
Turkiye,CenterBlack,2027,Net interchange: GWh,-18246.76835139948
Turkiye,CenterBlack,2027,Total Demand: GWh,18301.406939999983
Turkiye,CenterBlack,2027,Total production: GWh,36912.51372934305
Turkiye,CenterBlack,2028,Demand: GWh,18908.15791000001
Turkiye,CenterBlack,2028,Exports exchange: GWh,39053.86133732279
Turkiye,CenterBlack,2028,Imports exchange: GWh,21771.72312300437
Turkiye,CenterBlack,2028,Net interchange Ratio: GWh,-0.9140043306481148
Turkiye,CenterBlack,2028,Net interchange: GWh,-17282.138214318416
Turkiye,CenterBlack,2028,Total Demand: GWh,18908.15791000001
Turkiye,CenterBlack,2028,Total production: GWh,36620.4812719315
Turkiye,CenterBlack,2029,Demand: GWh,19514.90888000001
Turkiye,CenterBlack,2029,Exports exchange: GWh,37476.5088321024
Turkiye,CenterBlack,2029,Imports exchange: GWh,21017.89855394477
Turkiye,CenterBlack,2029,Net interchange Ratio: GWh,-0.8433864784798125
Turkiye,CenterBlack,2029,Net interchange: GWh,-16458.61027815763
Turkiye,CenterBlack,2029,Total Demand: GWh,19514.90888000001
Turkiye,CenterBlack,2029,Total production: GWh,36388.80956676989
Turkiye,CenterBlack,2030,Demand: GWh,20121.659850000007
Turkiye,CenterBlack,2030,Exports exchange: GWh,35976.00820016029
Turkiye,CenterBlack,2030,Imports exchange: GWh,22018.164875482275
Turkiye,CenterBlack,2030,Net interchange Ratio: GWh,-0.6936725612463831
Turkiye,CenterBlack,2030,Net interchange: GWh,-13957.84332467802
Turkiye,CenterBlack,2030,Total Demand: GWh,20121.659850000007
Turkiye,CenterBlack,2030,Total production: GWh,34514.55773850919
Turkiye,CenterBlack,2031,Demand: GWh,20503.68823000002
Turkiye,CenterBlack,2031,Exports exchange: GWh,32454.92568423777
Turkiye,CenterBlack,2031,Imports exchange: GWh,20369.3586387431
Turkiye,CenterBlack,2031,Net interchange Ratio: GWh,-0.5894338086848026
Turkiye,CenterBlack,2031,Net interchange: GWh,-12085.56704549467
Turkiye,CenterBlack,2031,Total Demand: GWh,20503.68823000002
Turkiye,CenterBlack,2031,Total production: GWh,32991.73125331635
Turkiye,CenterBlack,2032,Demand: GWh,20885.716619999977
Turkiye,CenterBlack,2032,Exports exchange: GWh,31157.566298445367
Turkiye,CenterBlack,2032,Imports exchange: GWh,19101.07110199576
Turkiye,CenterBlack,2032,Net interchange Ratio: GWh,-0.5772603074057039
Turkiye,CenterBlack,2032,Net interchange: GWh,-12056.495196449609
Turkiye,CenterBlack,2032,Total Demand: GWh,20885.716619999977
Turkiye,CenterBlack,2032,Total production: GWh,33319.62783653943
Turkiye,CenterBlack,2033,Demand: GWh,21267.745009999977
Turkiye,CenterBlack,2033,Exports exchange: GWh,28811.97175692362
Turkiye,CenterBlack,2033,Imports exchange: GWh,17333.119961045468
Turkiye,CenterBlack,2033,Net interchange Ratio: GWh,-0.5397305539670924
Turkiye,CenterBlack,2033,Net interchange: GWh,-11478.851795878152
Turkiye,CenterBlack,2033,Total Demand: GWh,21267.745009999977
Turkiye,CenterBlack,2033,Total production: GWh,33089.08006854475
Turkiye,CenterBlack,2034,Demand: GWh,21649.773390000024
Turkiye,CenterBlack,2034,Exports exchange: GWh,28528.41452960837
Turkiye,CenterBlack,2034,Imports exchange: GWh,17488.980116185325
Turkiye,CenterBlack,2034,Net interchange Ratio: GWh,-0.5099099290582935
Turkiye,CenterBlack,2034,Net interchange: GWh,-11039.43441342304
Turkiye,CenterBlack,2034,Total Demand: GWh,21649.773390000024
Turkiye,CenterBlack,2034,Total production: GWh,33034.77069021796
Turkiye,CenterBlack,2035,Demand: GWh,22031.80178000003
Turkiye,CenterBlack,2035,Exports exchange: GWh,27714.758742601163
Turkiye,CenterBlack,2035,Imports exchange: GWh,17044.606449094357
Turkiye,CenterBlack,2035,Net interchange Ratio: GWh,-0.4843068397244263
Turkiye,CenterBlack,2035,Net interchange: GWh,-10670.152293506806
Turkiye,CenterBlack,2035,Total Demand: GWh,22031.80178000003
Turkiye,CenterBlack,2035,Total production: GWh,33038.73662856171
Turkiye,CenterBlack,2036,Demand: GWh,23423.64859
Turkiye,CenterBlack,2036,Exports exchange: GWh,26888.529004470925
Turkiye,CenterBlack,2036,Imports exchange: GWh,15567.381995309956
Turkiye,CenterBlack,2036,Net interchange Ratio: GWh,-0.4833212454354434
Turkiye,CenterBlack,2036,Net interchange: GWh,-11321.14700916097
Turkiye,CenterBlack,2036,Total Demand: GWh,23423.64859
Turkiye,CenterBlack,2036,Total production: GWh,35052.389834296526
Turkiye,CenterBlack,2037,Demand: GWh,24815.49539
Turkiye,CenterBlack,2037,Exports exchange: GWh,26473.537684932857
Turkiye,CenterBlack,2037,Imports exchange: GWh,16032.864367098517
Turkiye,CenterBlack,2037,Net interchange Ratio: GWh,-0.4207320125489683
Turkiye,CenterBlack,2037,Net interchange: GWh,-10440.673317834342
Turkiye,CenterBlack,2037,Total Demand: GWh,24815.49539
Turkiye,CenterBlack,2037,Total production: GWh,35572.96035934746
Turkiye,CenterBlack,2038,Demand: GWh,26207.34219999998
Turkiye,CenterBlack,2038,Exports exchange: GWh,27084.14710425093
Turkiye,CenterBlack,2038,Imports exchange: GWh,17322.39020159013
Turkiye,CenterBlack,2038,Net interchange Ratio: GWh,-0.3724817582860731
Turkiye,CenterBlack,2038,Net interchange: GWh,-9761.756902660796
Turkiye,CenterBlack,2038,Total Demand: GWh,26207.34219999998
Turkiye,CenterBlack,2038,Total production: GWh,36350.99004566448
Turkiye,CenterBlack,2039,Demand: GWh,27599.189010000013
Turkiye,CenterBlack,2039,Exports exchange: GWh,27216.270910494364
Turkiye,CenterBlack,2039,Imports exchange: GWh,15559.24249950632
Turkiye,CenterBlack,2039,Net interchange Ratio: GWh,-0.4223685125952198
Turkiye,CenterBlack,2039,Net interchange: GWh,-11657.028410988043
Turkiye,CenterBlack,2039,Total Demand: GWh,27599.189010000013
Turkiye,CenterBlack,2039,Total production: GWh,39808.714149621424
Turkiye,CenterBlack,2040,Demand: GWh,28991.03582000003
Turkiye,CenterBlack,2040,Exports exchange: GWh,29781.149120301
Turkiye,CenterBlack,2040,Imports exchange: GWh,14195.456412161722
Turkiye,CenterBlack,2040,Net interchange Ratio: GWh,-0.5376038581342161
Turkiye,CenterBlack,2040,Net interchange: GWh,-15585.692708139271
Turkiye,CenterBlack,2040,Total Demand: GWh,28991.03582000003
Turkiye,CenterBlack,2040,Total production: GWh,45107.66140065743
Turkiye,EastAna,2025,Demand: GWh,9656.535030000005
Turkiye,EastAna,2025,Exports exchange: GWh,24869.079461776648
Turkiye,EastAna,2025,Imports exchange: GWh,2560.1760899294745
Turkiye,EastAna,2025,Net interchange Ratio: GWh,-2.310238952433766
Turkiye,EastAna,2025,Net interchange: GWh,-22308.903371847173
Turkiye,EastAna,2025,Total Demand: GWh,9656.535030000005
Turkiye,EastAna,2025,Total production: GWh,31965.43840184729
Turkiye,EastAna,2026,Demand: GWh,9999.415680000002
Turkiye,EastAna,2026,Exports exchange: GWh,22290.69058661509
Turkiye,EastAna,2026,Net interchange Ratio: GWh,-2.2291993152358964
Turkiye,EastAna,2026,Net interchange: GWh,-22290.69058661509
Turkiye,EastAna,2026,Total Demand: GWh,9999.415680000002
Turkiye,EastAna,2026,Total production: GWh,32290.106266615232
Turkiye,EastAna,2027,Demand: GWh,10342.296330000005
Turkiye,EastAna,2027,Exports exchange: GWh,22186.93221456384
Turkiye,EastAna,2027,Net interchange Ratio: GWh,-2.145261700750729
Turkiye,EastAna,2027,Net interchange: GWh,-22186.93221456384
Turkiye,EastAna,2027,Total Demand: GWh,10342.296330000005
Turkiye,EastAna,2027,Total production: GWh,32529.22854456396
Turkiye,EastAna,2028,Demand: GWh,10685.176979999977
Turkiye,EastAna,2028,Exports exchange: GWh,25284.40228298465
Turkiye,EastAna,2028,Net interchange Ratio: GWh,-2.3663063635081425
Turkiye,EastAna,2028,Net interchange: GWh,-25284.40228298465
Turkiye,EastAna,2028,Total Demand: GWh,10685.176979999977
Turkiye,EastAna,2028,Total production: GWh,35969.57926298476
Turkiye,EastAna,2029,Demand: GWh,11028.057630000008
Turkiye,EastAna,2029,Exports exchange: GWh,25035.439538193616
Turkiye,EastAna,2029,Net interchange Ratio: GWh,-2.270158569908888
Turkiye,EastAna,2029,Net interchange: GWh,-25035.439538193616
Turkiye,EastAna,2029,Total Demand: GWh,11028.057630000008
Turkiye,EastAna,2029,Total production: GWh,36063.49716819374
Turkiye,EastAna,2030,Demand: GWh,11370.938279999997
Turkiye,EastAna,2030,Exports exchange: GWh,25870.13473265357
Turkiye,EastAna,2030,Net interchange Ratio: GWh,-2.2751099421721235
Turkiye,EastAna,2030,Net interchange: GWh,-25870.13473265357
Turkiye,EastAna,2030,Total Demand: GWh,11370.938279999997
Turkiye,EastAna,2030,Total production: GWh,37241.073012653695
Turkiye,EastAna,2031,Demand: GWh,11586.82608999999
Turkiye,EastAna,2031,Exports exchange: GWh,25291.962939283632
Turkiye,EastAna,2031,Net interchange Ratio: GWh,-2.1828206225613296
Turkiye,EastAna,2031,Net interchange: GWh,-25291.962939283632
Turkiye,EastAna,2031,Total Demand: GWh,11586.82608999999
Turkiye,EastAna,2031,Total production: GWh,36878.789029283726
Turkiye,EastAna,2032,Demand: GWh,11802.713909999991
Turkiye,EastAna,2032,Exports exchange: GWh,24708.16458717892
Turkiye,EastAna,2032,Net interchange Ratio: GWh,-2.0934307800381937
Turkiye,EastAna,2032,Net interchange: GWh,-24708.16458717892
Turkiye,EastAna,2032,Total Demand: GWh,11802.713909999991
Turkiye,EastAna,2032,Total production: GWh,36510.87849717903
Turkiye,EastAna,2033,Demand: GWh,12018.601729999998
Turkiye,EastAna,2033,Exports exchange: GWh,24316.154103035893
Turkiye,EastAna,2033,Net interchange Ratio: GWh,-2.0232099082158284
Turkiye,EastAna,2033,Net interchange: GWh,-24316.154103035893
Turkiye,EastAna,2033,Total Demand: GWh,12018.601729999998
Turkiye,EastAna,2033,Total production: GWh,36334.75583303599
Turkiye,EastAna,2034,Demand: GWh,12234.48954
Turkiye,EastAna,2034,Exports exchange: GWh,24028.12138348558
Turkiye,EastAna,2034,Net interchange Ratio: GWh,-1.9639659917912344
Turkiye,EastAna,2034,Net interchange: GWh,-24028.12138348558
Turkiye,EastAna,2034,Total Demand: GWh,12234.48954
Turkiye,EastAna,2034,Total production: GWh,36262.61092348569
Turkiye,EastAna,2035,Demand: GWh,12450.377359999986
Turkiye,EastAna,2035,Exports exchange: GWh,23774.935182313617
Turkiye,EastAna,2035,Net interchange Ratio: GWh,-1.9095754686678543
Turkiye,EastAna,2035,Net interchange: GWh,-23774.935182313617
Turkiye,EastAna,2035,Total Demand: GWh,12450.377359999986
Turkiye,EastAna,2035,Total production: GWh,36225.312542313695
Turkiye,EastAna,2036,Demand: GWh,13236.92301
Turkiye,EastAna,2036,Exports exchange: GWh,23141.19305813371
Turkiye,EastAna,2036,Net interchange Ratio: GWh,-1.7482305397297702
Turkiye,EastAna,2036,Net interchange: GWh,-23141.19305813371
Turkiye,EastAna,2036,Total Demand: GWh,13236.92301
Turkiye,EastAna,2036,Total production: GWh,36467.59300309051
Turkiye,EastAna,2037,Demand: GWh,14023.468670000017
Turkiye,EastAna,2037,Exports exchange: GWh,23035.08534280848
Turkiye,EastAna,2037,Imports exchange: GWh,16.046995391770874
Turkiye,EastAna,2037,Net interchange Ratio: GWh,-1.641465381290482
