g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
Biomass_Candidate_TZA,Tanzania,ST,Biomass,2025,2060,32,3,,10,0.33,0.33,,,100000,2.5,0,1.5,,32,,,,,,
Existing_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2000,2060,85,1,,,,,,0.406440138,,,0,0,50,,0,,0,0,0,0
Luapula_HY_ZMB,Zambia,ROR,Water,2030,2110,271,3,,,,,,0.278070484,50000,0.5,,3.12,50,315,0,,0,0,0,0
Luapula_PV_ZMB,Zambia,PV,Solar,2027,2057,50,3,,,,,,,15000,,,0.8,,50,,,,,1,
CandidateHydro_HY_ZMB,Zambia,ReservoirHydro,Water,2036,2109,315,3,,,,,,0.278070484,50000,0.5,,3.12,50,315,0,,0,0,0,0
CIF_TH_AGO,Angola,OCGT,Gas,2000,2019,50,1,,13.1746563,,,,,,,,0,,,0,7,13.8746563,0.25,0,0
Francistown_TH_BWA,Botswana,ICE,HFO,2000,2026,73,1,,10.41544727,,,,,,,,0,,,0,,0,0,0,0
Chasombo_HY_MWI,Malawi,ReservoirHydro,Water,2033,2060,40,3,,,,,,0.325077306,,,,3.445,,40,0,,0,0,0,0
BlanketMine_PV_ZIM,Zimbabwe,PV,Solar,2022,2047,14,1,,,,,,,,,,0,,,0,,0,0,1,0
MorupuleA_TH_BWA,Botswana,ST,Coal,1989,2028,132,1,,11.373804,,,,,,,,0,,,0,,0,0.1,0,132
MorupuleB_TH_BWA,Botswana,ST,Coal,2012,2055,390,1,,10.34068347,,,,,,,,0,,,0,,0,0.1,0,390
MorupuleBupgrade_TH_BWA,Botswana,ST,Coal,2022,2052,130,1,,10.34068347,,,,,,,,0,,,0,,0,0.05,0,130
Orapa1and2_TH_BWA,Botswana,OCGT,HFO,2000,2031,90,1,,10.41544727,,,,,,,,0,,,0,,0,0,0,0
SelibePhikwe_PV1-1_BWA,Botswana,PV,Solar,2025,2056,100,2,,,,,,,15000,,,0.8,,100,,,,,1,
Cuito_PV_AGO,Angola,PV,Solar,2025,2055,11,1,,,,,,,15000,,,0.8,,192,,,,,1,
Quilemba_PV_AGO,Angola,PV,Solar,2027,2057,25,2,,,,,,,15000,,,0.8,,,,,,,1,
Cunene_PV_AGO,Angola,PV,Solar,2027,2057,8,2,,,,,,,15000,,,0.8,,,,,,,1,
Cuango_PV_AGO,Angola,PV,Solar,2028,2057,11.5,2,,,,,,,15000,,,0.8,,,,,,,1,
CafunfoHybrid_PV_AGO,Angola,PV,Solar,2028,2058,41.4,2,,,,,,,15000,,,0.8,,,,,,,1,
Lau_PV_AGO,Angola,PV,Solar,2028,2057,32.2,2,,,,,,,15000,,,0.8,,,,,,,1,
CambuloHybrid_PV_AGO,Angola,PV,Solar,2028,2057,36.8,2,,,,,,,15000,,,0.8,,,,,,,1,
Inga1_HY_DRC,DRC,ReservoirHydro,Water,1974,2060,227,1,,,,,,0.385,,,0,0,50,,0,,0,0,0,0
CommittedWind1-5_NAM,Namibia,OnshoreWind,Wind,2036,2066,0,2,,,1,1,,,30000,,,1.3,,0,,,,,1,
CT_Biocom_TH_AGO,Angola,ST,Biomass,2009,2051,20,1,,10.8998955,,,,0.8,48000,,,0,,,0,,0,0,0,20
CT_Malembo_TH_AGO,Angola,OCGT,Gas,2012,2055,105,1,,11.49838981,,,,,,,,0,,,0,7,12.19838981,0.25,0,0
CT_OffGrid_Diesel_TH_AGO,Angola,ICE,Diesel,2013,2063,372,1,,10.42,1,1,0,0.4,8000,6.4,0,0,30,0,0,,0,0,0,0
CT_OnGrid_Diesel_TH_AGO,Angola,ICE,Diesel,2000,2050,344,1,,13.62,1,1,0,0.4,8000,6.4,0,0,30,0,0,,0,0,0,0
CT_PV_Diesel_Hybrid_AGO,Angola,PV,Solar,2017,2051,30,1,,0,,,,,,,,0,,,0,12,10.42,0,1,30
CT_Soyo_TH_AGO,Angola,CCGT,Gas,2017,2073,750,1,,9,,,,,,,0,0,,0,0,12,9.7,0.05,0,0
Avon_TH_ZAF,South_Africa,OCGT,HFO,2015,2065,837,1,,13.62107811,,,,,,,,0,,,0,,0,0,0,0
Chitipa_WIND_MWI,Malawi,OnshoreWind,Wind,2027,2057,0,3,,,1,1,,,30000,,,1.3,,0,,,,,1,
Centragrid_PV_ZIM,Zimbabwe,PV,Solar,2024,2049,25,1,,,,,,,,,,0,,,0,,0,0,1,0
Chiweta_GT_MWI,Malawi,ST,Geothermal,2055,2060,12,0,,0,1,1,0,0.2,15000,2.538071066,0,9.95,30,12,0,,0,0,0,0
Chizuma_HY_MWI,Malawi,ROR,Water,2055,2060,40,0,,,,,,0.325077306,,,,3.445,,40,0,,0,0,0,0
Diaz_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,44,2,,,1,1,,,30000,,,1.3,,44,,,,,1,
Bloemfontein_TH_ZAF,South_Africa,ST,Coal,1965,2015,103,1,,14,,,,,,,,0,,,0,,0,0.05,0,103
Edwaleni1_HY_SWZ,Eswatini,ROR,Water,1964,2050,10,1,,,,,,0.152,11400,,0,0,50,,0,,0,0,0,0
Solar_PV_BWA,Botswana,PV,Solar,2020,2050,10,1,,,,,,,15000,,,0.8,,10,,,,,1,
Jwaneng_PV1-1_BWA,Botswana,PV,Solar,2026,2056,100,2,,,,,,,15000,,,0.8,,100,,,,,1,
Committed_Wind1-1_BWA,Botswana,OnshoreWind,Wind,2027,2057,0,2,,,1,1,,,30000,,,1.3,,0,,,,,1,
Committed_PV1-3_BWA,Botswana,PV,Solar,2035,2060,1000,0,,,,,,,15000,,,0.8,,40,,,,,1,
Corumana_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2000,2060,16.6,1,,,,,,0.406440138,,,0,0,50,,0,,0,0,0,0
ExistingSolar_REN_MOZ,Mozambique_North,PV,Solar,2019,2060,20,1,,0,,,,,,,,0,,0,0,,0,0,1,0
Dedza_WIND_MWI,Malawi,OnshoreWind,Wind,2027,2057,0,3,,,1,1,,,30000,,,1.3,,0,,,,,1,
Existing _PV_NAM,Namibia,PV,Solar,2015,2060,127,1,,0,,,,,,,,0,,0,0,,0,0,1,0
Harare1_TH_ZWE,Zimbabwe,ST,Coal,1942,1970,21,1,,,,,,,,,,0,,,0,,0,0.1,0,32
Existing_AusWind_NAM,Namibia,OnshoreWind,Wind,2020,2055,5,1,,0,1,1,,,,,,,,0,0,,0,0,1,0
Camden_TH_ZAF,South_Africa,ST,Coal,1967,2030,1480,1,0.3,13.6,,,,,,,,0,,,0,,0,0.05,0,185.125
Dedisa_TH_ZAF,South_Africa,OCGT,HFO,2015,2065,335,1,,13.62107811,,,,,,,,0,,,0,,0,0,0,0
Duvha_TH_ZAF,South_Africa,ST,Coal,1980,2032,2875,1,0.3,12.3,,,,,,,,0,,,0,,0,0.05,0,479.1666667
ExistingSmallHydro2000_HY_AGO,Angola,ROR,Water,2000,2060,16,1,,,,,,0.121826136,,,0,0,50,,0,,0,0,0,0
ExistingSmallHydro2012_HY_AGO,Angola,ReservoirHydro,Water,2012,2060,136,1,,,,,,0.121826136,,,0,0,50,,0,,0,0,0,0
BokpoortCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2016,2041,50,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
IlangaCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2044,100,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
KathuSolarCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2044,100,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
KaxuSolarCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2015,2040,100,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
KhiSolarCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2016,2041,50,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
RedStoneSolarCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2044,100,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
XinaSolarCSP_REN_ZAF,South_Africa,CSPPlant,CSP,2017,2042,100,1,,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,
Collywobbles_HY_ZAF,South_Africa,ReservoirHydro,Water,1985,2060,42,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
Devil'sGorgeNorth_HY_ZMB,Zambia,ReservoirHydro,Water,2037,2112,600,3,,,,,,0.278070484,50000,0.5,,3.12,50,600,0,,0,0,0,0
Committed_Wind1-2_BWA,Botswana,OnshoreWind,Wind,2025,2055,0,2,,,1,1,,,30000,,,1.3,,0,,,,,1,
Harare2_TH_ZWE,Zimbabwe,ST,Coal,1955,2024,20,1,,,,,,,,,,0,,,0,,0,0.1,0,18
Harare3_TH_ZWE,Zimbabwe,ST,Coal,1956,2024,60,1,,,,,,,,,,0,,,0,,0,0.1,0,30
Hwange3Extension_TH_ZWE,Zimbabwe,ST,Coal,2023,2073,600,1,,9.22225941,,,,,,,,0,,0,0,,0,0.05,0,300
Bethlem_HY_ZAF,South_Africa,ROR,Water,2020,2090,2.1,1,,,,,,0.185,,,0,,50,,0,,0,0,0,0
Kruisvallei_HY_ZAF,South_Africa,ROR,Water,2020,2090,4.3,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
Stortemelk_HY_ZAF,South_Africa,ROR,Water,2018,2088,4.3,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
Neusberg_HY_ZAF,South_Africa,ROR,Water,2015,2060,10,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
HwangeI_TH_ZWE,Zimbabwe,ST,Coal,1987,2037,600,1,,,,,,,,,,0,,,0,,0,0.1,0,347
Edwaleni2_HY_SWZ,Eswatini,ROR,Water,1964,2050,5,1,,,,,,0.152,11400,,0,0,50,,0,,0,0,0,0
Kuvaninga_TH_MOZ,Mozambique_South,OCGT,Gas,2017,2067,40,1,,10.41544727,,,,,,,,0,,0,0,7,11.11544727,0.5,0,0
ExistingSolarPV(PV)_REN_ZAF,South_Africa,PV,Solar,2017,2060,2673.1,1,,0,,,,,,,,0,,,0,,0,0,1,0
Thyolo_HY_MWI,Malawi,ReservoirHydro,Water,2035,2098,20,3,,,,,,0.325077,,,,3.445,,261,0,,0,0,0,0
Dwambazi_HY_MWI,Malawi,ReservoirHydro,Water,2033,2093,22,3,,,,,,0.325077,,,,3.445,,261,0,,0,0,0,0
Ethanol_project_BM_MWI,Malawi,ST,Biomass,2032,2062,28,3,,10,,,,,100000,2.5,,1.5,,28,0,,0,0,0,0
EdwaleniThermal_TH_SWZ,Eswatini,ICE,HFO,2000,2050,9,1,,11.73397446,,,,,8000,6.4,,0,,,0,,0,0,0,0
GasTurbine_TH_LSO,Lesotho,OCGT,Gas,2027,2077,500,0,,,,,,,20000,4,,1.016815742,,75,0,7,9.7,0.05,0,0
GasTurbine_TH_SWZ,Eswatini,OCGT,Gas,2027,2077,500,0,,,,,,,30000,2,,1.016815742,,80,0,7,9.7,0.05,0,0
Golomoti_PV_MWI,Malawi,PV,Solar,2022,2060,20,1,,0,,,,,,,,0,,0,0,,0,0,1,0
ExistingWind_REN_ZAF,South_Africa,OnshoreWind,Wind,2015,2045,3644,1,,,,,,,,,,,,,0,,0,0,1,0
GecaminesCoal(100)_TH_AGO,Lesotho,ST,Coal,2025,2070,300,0,0.3,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
Gariep_HY_ZAF,South_Africa,ReservoirHydro,Water,1971,2060,360,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
LavumisaSolar_PV_SWZ,Eswatini,PV,Solar,2021,2051,10,1,,0,,,,,13400,,,0,,,0,,0,0,1,0
HwangeII_TH_ZWE,Zimbabwe,ST,Coal,2020,2070,320,1,,,,,,,,,,0,,,0,,0,0.1,0,320
KaribaSouth1_HY_ZWE,Zimbabwe,ReservoirHydro,Water,1962,2060,1050,1,,,,,,0.275342466,,,0,0,50,,0,,0,0,0,0
Munyati_TH_ZWE,Zimbabwe,ST,Coal,1957,2007,100,1,,,,,,,,,0,0,50,0,0,,0,0,0,0
Gourikwa_TH_ZAF,South_Africa,OCGT,HFO,2007,2057,740,1,,9.39286647,,,,,,,,0,,,0,,0,0,0,0
ZhongXinIPP_TH_ZWE,Zimbabwe,ST,Coal,2022,2060,50,1,,,,,,,,,0,0,50,0,0,,0,0,0,0
Afrochine_PV_ZWE,Zimbabwe,PV,Solar,2026,2060,100,2,,,,,,,15000,,,0.8,,100,,,,,1,
ChidobeMizpah_PV_ZWE,Zimbabwe,PV,Solar,2027,2057,20,2,,,,,,,15000,,,0.8,,150,,,,,1,
Mapanzure_PV_ZWE,Zimbabwe,PV,Solar,2026,2051,50,2,,,,,,,15000,,,0.8,,150,,,,,1,
Zimplats_PV_ZWE,Zimbabwe,PV,Solar,2028,2060,80,2,,,,,,,15000,,,0.8,,150,,,,,1,
IndolaHFO_TH_ZMB,Zambia,ICE,HFO,2020,2055,110,1,,9.748974861,,,,,,,,0,,0,0,,0,0,0,0
Inga2_HY_DRC,DRC,ReservoirHydro,Water,1982,2060,835,1,,,,,,0.435,,,0,0,50,,0,,0,0,0,0
Kilubi_HY_DRCSouth,DRC_South,ROR,Water,1954,2060,3,1,,,,,,0.27,,,0,0,50,,0,,0,0,0,0
Generic_PV_NAM,Namibia,PV,Solar,2029,2048,300,3,,,,,,,15000,,,0.8,,25,,,,,1,
IPP_Luderitz_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,50,2,,,1,1,,,30000,,,1.3,,50,,,,,1,
ItheziThezi_HY_ZMB,Zambia,ReservoirHydro,Water,2016,2060,120,1,,,,,,0.290144597,,,0,0,50,,0,,0,0,0,0
Grootvlei_TH_ZAF,South_Africa,ST,Coal,1969,2030,570,1,0.3,13.1,,,,,,,,0,,,0,,0,0.05,0,186.6666667
KafueGorge_HY_ZMB,Zambia,ReservoirHydro,Water,1977,2060,990,1,,,,,,0.345925003,,,0,0,50,,0,,0,0,0,0
KafueGorgeLower_HY_ZMB,Zambia,ReservoirHydro,Water,2023,2060,750,1,,,,,,0.345925003,,,0,0,50,0,0,,0,0,0,0
GenericDieselCan_DRC,DRC,ICE,HFO,2024,2054,500,0,,10.42,,,,,20000,4.4,,0.933810376,,500,0,,0,0.06,0,0
GenericDieselCan_LSO,Lesotho,ICE,HFO,2024,2054,200,0,,10.42,,,,,20000,4.4,,0.933810376,,200,0,,0,0.06,0,0
KanengoI_TH_MWI,Malawi,ICE,Diesel,2000,2050,8,1,,,,,,,,,0,0,,0,0,,0,0,0,0
KanengoII_TH_MWI,Malawi,ICE,Diesel,2000,2050,7,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Kapichira_HY_MWI,Malawi,ROR,Water,2013,2093,129.6,1,,,,,,0.325,,,,0,,0,0,,0,0,0,0
KaribaNB_HY_ZMB,Zambia,ReservoirHydro,Water,1976,2060,1080,1,,,,,,0.252621343,,,0,0,50,,0,,0,0,0,0
KaribaNBE_HY_ZMB,Zambia,ReservoirHydro,Water,2015,2060,360,1,,,,,,0.252621343,,,0,0,50,,0,,0,0,0,0
BatokaGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2035,2112,1200,3,,,,,,0.278070484,50000,0.5,,3.12,50,1200,0,,0,0,0,0
GenericDieselCan_SWZ,Eswatini,ICE,HFO,2024,2054,60,0,,10.42,,,,,20000,4.4,,0.933810376,,60,0,,0,0.06,0,0
Hendrina_TH_ZAF,South_Africa,ST,Coal,1976,2030,1158,1,0.3,13.8,,,,,,,,0,,,0,,0,0.05,0,163.8
JohannesburgLandfillGas_TH_ZAF,South_Africa,OCGT,Gas,2000,2050,18,1,,10,0.33,0.33,,,,,,0,,,0,7,10.7,0.2,0,18
KelvinA_TH_ZAF,South_Africa,ST,Coal,1957,2012,180,1,,14.8,,,,,,,,0,,,0,,0,0.05,0,180
Khan_PV_NAM,Namibia,PV,Solar,2025,2060,25,2,,,,,,,15000,,,0.8,,25,,,,,1,
KelvinB_TH_ZAF,South_Africa,ST,Coal,1964,2025,389,1,,14.3,,,,,,,,0,,,0,,0,0.05,0,420
Koni_HY_DRCSouth,DRC_South,ROR,Water,1950,2060,42,1,,,,,,0.39,,,0,0,50,,0,,0,0,0,0
Tazama_Gas_ZMB,Zambia,OCGT,Gas,2035,2065,400,3,,,,,,,,,,,,,,,,,,
GenericDieselCan_ZMB,Zambia,ICE,HFO,2026,2053,100,0,,10.42,,,,,20000,4.4,,0.830053667,,100,0,,0,0.06,0,0
Kendal_TH_ZAF,South_Africa,ST,Coal,1985,2042,3869,1,0.3,11.3,,,,,,,,0,,,0,,0,0.05,0,640
Koeberg_NU_ZAF,South_Africa,Nuclear,Uranium,1985,2045,1860,1,,10.53119469,0.1,0.1,0,0,100000,2.3,0,0,50,,0,,0,0.6,0,1800
KomatiI_TH_ZAF,South_Africa,ST,Coal,1966,2022,500,1,,11.31,,,,,,,,0,,,0,,0,0.05,0,500
Muanda_TH_DRC,DRC,ICE,HFO,2000,2050,4.8,1,,9.990938997,,,,,,,,0,,,0,,0,0,0,0
KomatiII_TH_ZAF,South_Africa,ST,Coal,1966,2022,500,1,,11.31,,,,,,,,0,,,0,,0,0.05,0,500
Kriel_TH_ZAF,South_Africa,ST,Coal,1979,2032,2850,1,0.3,13.9,,,,,,,,0,,,0,,0,0.05,0,950
Kusile_I_TH_ZAF,South_Africa,ST,Coal,2020,2070,1440,1,0.3,11.8,,,,,,,,0,,0,0,,0,0.05,0,800
Kusile_II_TH_ZAF,South_Africa,ST,Coal,2023,2073,1440,1,0.3,11.8,,,,,,,,0,,0,0,,0,0.05,0,800
GowkeNorth_TH_ZWE,Zimbabwe,ST,Coal,2031,2060,1400,0,,,,,,,,,0,0,50,300,0,,0,0,0,0
LesothoSolar_REN_LSO,Lesotho,PV,Solar,2023,2053,28,1,,0,,,,,,,,0,,,0,,0,0,1,0
Lethabo_TH_ZAF,South_Africa,ST,Coal,1990,2038,3559,1,0.3,11.06,,,,,,,,0,,,0,,0,0.05,0,593
Likoma_TH_MWI,Malawi,ST,HFO,2019,2054,0.4,1,,,,,,,,,,,,,,,,,,
Chizumulu_TH_MWI,Malawi,ST,HFO,2019,2054,0.7,1,,,,,,,,,,,,,,,,,,
Lilongwe_TH_MWI,Malawi,OCGT,Diesel,2000,2050,5,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Hamilton_Falls_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,87,0,,,,,,0.325077306,,,0,3.536,50,87,0,,0,0,0,0
CandidateHydro_TZA,Tanzania,ROR,Water,2030,2110,5000,0,,,,,,0.45,40000,0.5,0,2.8,50,100,,,,,,
Inga3BC_HY_DRC,DRC,ReservoirHydro,Water,2037,2085,3500,0,,,,,,0.45,,,0,2.805581395,50,1400,0,,0,0,0,0
Ezulwini_HY_SWZ,Eswatini,ROR,Water,2000,2080,20,1,,,,,,0.1,11400,,0,0,50,,0,,0,0,0,0
Maguduza_HY_SWZ,Eswatini,ROR,Water,2000,2080,5.6,1,,,,,,0.1835,11400,,0,0,50,,0,,0,0,0,0
SSEG_Rooftop_PV_SWZ,Eswatini,PV,Solar,2022,2045,15,1,,,,,,,13400,,,,,,,,,,,
LuandaOCGT_TH_AGO,Angola,OCGT,Gas,1980,2019,125,1,,13.62126767,,,,,,,,0,,,0,7,14.32126767,0.25,0,0
Iringa_Ibosa_HY_TZA,Tanzania,ROR,Water,2035,2108,36,3,,,,,,0.34,40000,0.5,0,2.8,,36,,,,,,
Mwadingusha_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1954,2060,0,1,,,,,,0.44,,,0,0,50,,0,,0,0,0,0
Iringa_Nginayo_HY_TZA,Tanzania,ROR,Water,2035,2110,52,3,,,,,,0.37,40000,0.5,0,2.8,,52,,,,,,
Lunsemfwa+Mulungushi_HY_ZMB,Zambia,ReservoirHydro,Water,1982,2060,56,1,,,,,,0.278070484,,,0,0,50,,0,,0,0,0,0
Lunzua_HY_ZMB,Zambia,ROR,Water,2000,2060,15,1,,,,,,0.1175,,,0,0,50,,0,,0,0,0,0
Lusiwasi_HY_ZMB,Zambia,ReservoirHydro,Water,1967,2021,12,1,,,,,,0.079895463,,,0,0,50,,0,,0,0,0,0
LuisCabral_TH_MOZ,Mozambique_South,OCGT,HFO,2000,2050,14,1,,13.62126767,,,,,,,,0,,,0,,0,0,0,0
Kakono_HY_TZA,Tanzania,ROR,Water,2031,2110,87,3,,,,,,0.44,40000,0.5,0,2.8,,87,,,,,,
LusiwasiUpper_HY_ZMB,Zambia,ReservoirHydro,Water,2017,2060,15,1,,,,,,0.079875,,,0,0,50,,0,,0,0,0,0
MaambaCoalI_TH_ZMB,Zambia,ST,Coal,2016,2066,300,1,,9.221311593,,,,,,,,0,,,0,,0,0.1,0,300
KalungwishiI_HY_ZMB,Zambia,ReservoirHydro,Water,2033,2110,101,3,,,,,,0.278070484,50000,0.5,,3.12,50,101,0,,0,0,0,0
Kam'mwamba_C_MWI,Malawi,ST,Coal,2055,2060,400,0,0.3,9.853126851,,,,,,,,2.84,,0,0,,0,0.05,0,0
Maguga_HY_SWZ,Eswatini,ReservoirHydro,Water,2000,2080,19.8,1,,,,,,0.1755,,,0,0,50,,0,,0,0,0,0
USL_biomass_SWZ,Eswatini,ST,Bagasse,2011,2050,16,1,0.6,9.22,,,,0.2,42600,10.9,,,30,,,,,,,
USL_hydro_SWA,Eswatini,ROR,Water,2011,2061,1,1,,,,,,,11400,,,,,,,,,,,
