zone,tech,fuel,Q1,Q2,Q3,Q4
Botswana,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Botswana,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Botswana,ST,Geothermal,0.4,0.4,0.4,0.4
Botswana,Storage,Battery,1.0,1.0,1.0,1.0
Botswana,Storage,Water,0.4,0.4,0.4,0.4
Botswana,ReservoirHydro,Water,0.4,0.4,0.4,0.4
DRC,ST,Coal,0.65,0.65,0.65,0.65
DRC,OCGT,Gas,0.4,0.4,0.4,0.4
DRC,CCGT,Gas,0.4,0.4,0.4,0.4
DRC,ICE,Diesel,0.4,0.4,0.4,0.4
DRC,ICE,HFO,0.4,0.4,0.4,0.4
DRC,OCGT,HFO,0.4,0.4,0.4,0.4
DRC,ST,Uranium,0.9,0.9,0.9,0.9
DRC,ST,Biomass,0.4,0.4,0.4,0.4
DRC,CCGT,LNG,0.4,0.4,0.4,0.4
DRC,OCGT,LNG,0.4,0.4,0.4,0.4
DRC,PV,Solar,1.0,1.0,1.0,1.0
DRC,CSPPlant,CSP,1.0,1.0,1.0,1.0
DRC,OnshoreWind,Wind,1.0,1.0,1.0,1.0
DRC,OffshoreWind,Wind,1.0,1.0,1.0,1.0
DRC,ST,Geothermal,0.4,0.4,0.4,0.4
DRC,Storage,Battery,1.0,1.0,1.0,1.0
DRC,Storage,Water,0.4,0.4,0.4,0.4
DRC,ReservoirHydro,Water,0.4,0.4,0.4,0.4
DRC,ROR,Water,1.0,1.0,1.0,1.0
DRC_South,ST,Coal,0.65,0.65,0.65,0.65
DRC_South,OCGT,Gas,0.4,0.4,0.4,0.4
DRC_South,CCGT,Gas,0.4,0.4,0.4,0.4
DRC_South,ICE,Diesel,0.4,0.4,0.4,0.4
DRC_South,ICE,HFO,0.4,0.4,0.4,0.4
DRC_South,OCGT,HFO,0.4,0.4,0.4,0.4
DRC_South,ST,Uranium,0.9,0.9,0.9,0.9
DRC_South,ST,Biomass,0.4,0.4,0.4,0.4
DRC_South,CCGT,LNG,0.4,0.4,0.4,0.4
DRC_South,OCGT,LNG,0.4,0.4,0.4,0.4
DRC_South,PV,Solar,1.0,1.0,1.0,1.0
DRC_South,CSPPlant,CSP,1.0,1.0,1.0,1.0
DRC_South,OnshoreWind,Wind,1.0,1.0,1.0,1.0
DRC_South,OffshoreWind,Wind,1.0,1.0,1.0,1.0
DRC_South,ST,Geothermal,0.4,0.4,0.4,0.4
DRC_South,Storage,Battery,1.0,1.0,1.0,1.0
DRC_South,Storage,Water,1.0,1.0,1.0,1.0
DRC_South,ReservoirHydro,Water,0.4,0.4,0.4,0.4
DRC_South,ROR,Water,0.4,0.4,0.4,0.4
Eswatini,ST,Coal,0.65,0.65,0.65,0.65
Eswatini,OCGT,Gas,0.4,0.4,0.4,0.4
Eswatini,CCGT,Gas,0.4,0.4,0.4,0.4
Eswatini,ICE,Diesel,0.4,0.4,0.4,0.4
Eswatini,ICE,HFO,0.4,0.4,0.4,0.4
Eswatini,OCGT,HFO,0.4,0.4,0.4,0.4
Eswatini,ST,Uranium,0.9,0.9,0.9,0.9
Eswatini,ST,Biomass,0.4,0.4,0.4,0.4
Eswatini,CCGT,LNG,0.4,0.4,0.4,0.4
Eswatini,OCGT,LNG,0.4,0.4,0.4,0.4
Eswatini,PV,Solar,1.0,1.0,1.0,1.0
Eswatini,CSPPlant,CSP,1.0,1.0,1.0,1.0
Eswatini,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Eswatini,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Eswatini,ST,Geothermal,0.4,0.4,0.4,0.4
Eswatini,Storage,Battery,1.0,1.0,1.0,1.0
Eswatini,Storage,Water,0.4,0.4,0.4,0.4
Eswatini,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Lesotho,ST,Coal,0.65,0.65,0.65,0.65
Lesotho,OCGT,Gas,0.4,0.4,0.4,0.4
Lesotho,CCGT,Gas,0.4,0.4,0.4,0.4
Lesotho,ICE,Diesel,0.4,0.4,0.4,0.4
Lesotho,ICE,HFO,0.4,0.4,0.4,0.4
Lesotho,OCGT,HFO,0.4,0.4,0.4,0.4
Lesotho,ST,Uranium,0.9,0.9,0.9,0.9
Lesotho,ST,Biomass,0.4,0.4,0.4,0.4
Lesotho,CCGT,LNG,0.4,0.4,0.4,0.4
Lesotho,OCGT,LNG,0.4,0.4,0.4,0.4
Lesotho,PV,Solar,1.0,1.0,1.0,1.0
Lesotho,CSPPlant,CSP,1.0,1.0,1.0,1.0
Lesotho,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Lesotho,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Lesotho,ST,Geothermal,0.4,0.4,0.4,0.4
Lesotho,Storage,Battery,1.0,1.0,1.0,1.0
Lesotho,Storage,Water,0.4,0.4,0.4,0.4
Lesotho,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Malawi,ST,Coal,0.65,0.65,0.65,0.65
Malawi,OCGT,Gas,0.4,0.4,0.4,0.4
Malawi,CCGT,Gas,0.4,0.4,0.4,0.4
Malawi,ICE,Diesel,0.4,0.4,0.4,0.4
Malawi,ICE,HFO,0.4,0.4,0.4,0.4
Malawi,OCGT,HFO,0.4,0.4,0.4,0.4
Malawi,ST,Uranium,0.9,0.9,0.9,0.9
Malawi,ST,Biomass,0.4,0.4,0.4,0.4
Malawi,CCGT,LNG,0.4,0.4,0.4,0.4
Malawi,OCGT,LNG,0.4,0.4,0.4,0.4
Malawi,PV,Solar,1.0,1.0,1.0,1.0
Malawi,CSPPlant,CSP,1.0,1.0,1.0,1.0
Malawi,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Malawi,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Malawi,ST,Geothermal,0.4,0.4,0.4,0.4
Malawi,Storage,Battery,1.0,1.0,1.0,1.0
Malawi,Storage,Water,0.4,0.4,0.4,0.4
Malawi,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Mozambique,ST,Coal,0.65,0.65,0.65,0.65
Mozambique,OCGT,Gas,0.4,0.4,0.4,0.4
Mozambique,CCGT,Gas,0.4,0.4,0.4,0.4
Mozambique,ICE,Diesel,0.4,0.4,0.4,0.4
Mozambique,ICE,HFO,0.4,0.4,0.4,0.4
Mozambique,OCGT,HFO,0.4,0.4,0.4,0.4
Mozambique,ST,Uranium,0.9,0.9,0.9,0.9
Mozambique,ST,Biomass,0.4,0.4,0.4,0.4
Mozambique,CCGT,LNG,0.4,0.4,0.4,0.4
Mozambique,OCGT,LNG,0.4,0.4,0.4,0.4
Mozambique,PV,Solar,1.0,1.0,1.0,1.0
Mozambique,CSPPlant,CSP,1.0,1.0,1.0,1.0
Mozambique,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Mozambique,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Mozambique,ST,Geothermal,0.4,0.4,0.4,0.4
Mozambique,Storage,Battery,1.0,1.0,1.0,1.0
Mozambique,Storage,Water,0.4,0.4,0.4,0.4
Mozambique,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Namibia,ST,Coal,0.65,0.65,0.65,0.65
Namibia,OCGT,Gas,0.4,0.4,0.4,0.4
Namibia,CCGT,Gas,0.4,0.4,0.4,0.4
Namibia,ICE,Diesel,0.4,0.4,0.4,0.4
Namibia,ICE,HFO,0.4,0.4,0.4,0.4
Namibia,OCGT,HFO,0.4,0.4,0.4,0.4
Namibia,ST,Uranium,0.9,0.9,0.9,0.9
Namibia,ST,Biomass,0.4,0.4,0.4,0.4
Namibia,CCGT,LNG,0.4,0.4,0.4,0.4
Namibia,OCGT,LNG,0.4,0.4,0.4,0.4
Namibia,PV,Solar,1.0,1.0,1.0,1.0
Namibia,CSPPlant,CSP,1.0,1.0,1.0,1.0
Namibia,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Namibia,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Namibia,ST,Geothermal,0.4,0.4,0.4,0.4
Namibia,Storage,Battery,1.0,1.0,1.0,1.0
Namibia,Storage,Water,0.4,0.4,0.4,0.4
Namibia,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Tanzania,ST,Coal,0.65,0.65,0.65,0.65
Tanzania,OCGT,Gas,0.4,0.4,0.4,0.4
Tanzania,CCGT,Gas,0.4,0.4,0.4,0.4
Tanzania,ICE,Diesel,0.4,0.4,0.4,0.4
Tanzania,ICE,HFO,0.4,0.4,0.4,0.4
Tanzania,OCGT,HFO,0.4,0.4,0.4,0.4
Tanzania,ST,Uranium,0.9,0.9,0.9,0.9
Tanzania,ST,Biomass,0.4,0.4,0.4,0.4
Tanzania,CCGT,LNG,0.4,0.4,0.4,0.4
Tanzania,OCGT,LNG,0.4,0.4,0.4,0.4
Tanzania,PV,Solar,1.0,1.0,1.0,1.0
Tanzania,CSPPlant,CSP,1.0,1.0,1.0,1.0
Tanzania,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Tanzania,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Tanzania,ST,Geothermal,0.4,0.4,0.4,0.4
Tanzania,Storage,Battery,1.0,1.0,1.0,1.0
Tanzania,Storage,Water,0.4,0.4,0.4,0.4
Tanzania,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Zambia,ST,Coal,0.65,0.65,0.65,0.65
Zambia,OCGT,Gas,0.4,0.4,0.4,0.4
Zambia,CCGT,Gas,0.4,0.4,0.4,0.4
Zambia,ICE,Diesel,0.4,0.4,0.4,0.4
Zambia,ICE,HFO,0.4,0.4,0.4,0.4
Zambia,OCGT,HFO,0.4,0.4,0.4,0.4
Zambia,ST,Uranium,0.9,0.9,0.9,0.9
Zambia,ST,Biomass,0.4,0.4,0.4,0.4
Zambia,CCGT,LNG,0.4,0.4,0.4,0.4
Zambia,OCGT,LNG,0.4,0.4,0.4,0.4
Zambia,PV,Solar,1.0,1.0,1.0,1.0
Zambia,CSPPlant,CSP,1.0,1.0,1.0,1.0
Zambia,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Zambia,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Zambia,ST,Geothermal,0.4,0.4,0.4,0.4
Zambia,Storage,Battery,1.0,1.0,1.0,1.0
Zambia,Storage,Water,0.4,0.4,0.4,0.4
Zambia,ReservoirHydro,Water,0.4,0.4,0.4,0.4
Zimbabwe,ST,Coal,0.65,0.65,0.65,0.65
Zimbabwe,OCGT,Gas,0.4,0.4,0.4,0.4
Zimbabwe,CCGT,Gas,0.4,0.4,0.4,0.4
Zimbabwe,ICE,Diesel,0.4,0.4,0.4,0.4
Zimbabwe,ICE,HFO,0.4,0.4,0.4,0.4
Zimbabwe,OCGT,HFO,0.4,0.4,0.4,0.4
Zimbabwe,ST,Uranium,0.9,0.9,0.9,0.9
Zimbabwe,ST,Biomass,0.4,0.4,0.4,0.4
Zimbabwe,CCGT,LNG,0.4,0.4,0.4,0.4
Zimbabwe,OCGT,LNG,0.4,0.4,0.4,0.4
Zimbabwe,PV,Solar,1.0,1.0,1.0,1.0
Zimbabwe,CSPPlant,CSP,1.0,1.0,1.0,1.0
Zimbabwe,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Zimbabwe,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Zimbabwe,ST,Geothermal,0.4,0.4,0.4,0.4
Zimbabwe,Storage,Battery,1.0,1.0,1.0,1.0
Zimbabwe,Storage,Water,0.4,0.4,0.4,0.4
Zimbabwe,ReservoirHydro,Water,0.4,0.4,0.4,0.4
South_Africa,ROR,Water,1.0,1.0,1.0,1.0
Angola,ROR,Water,1.0,1.0,1.0,1.0
Botswana,ROR,Water,1.0,1.0,1.0,1.0
Eswatini,ROR,Water,1.0,1.0,1.0,1.0
Lesotho,ROR,Water,1.0,1.0,1.0,1.0
Malawi,ROR,Water,1.0,1.0,1.0,1.0
Mozambique,ROR,Water,1.0,1.0,1.0,1.0
Namibia,ROR,Water,1.0,1.0,1.0,1.0
Tanzania,ROR,Water,1.0,1.0,1.0,1.0
Zambia,ROR,Water,1.0,1.0,1.0,1.0
Zimbabwe,ROR,Water,1.0,1.0,1.0,1.0
