zone,tech,fuel,Q1,Q2,Q3,Q4
Lesotho,ST,Coal,0.65,0.65,0.65,0.65
Lesotho,OCGT,Gas,0.1,0.1,0.1,0.1
Lesotho,CCGT,Gas,0.1,0.1,0.1,0.1
Lesotho,ICE,Diesel,0.1,0.1,0.1,0.1
Lesotho,ICE,HFO,0.1,0.1,0.1,0.1
Lesotho,OCGT,HFO,0.1,0.1,0.1,0.1
Lesotho,ST,Uranium,0.9,0.9,0.9,0.9
Lesotho,ST,Biomass,0.1,0.1,0.1,0.1
Lesotho,CCGT,LNG,0.1,0.1,0.1,0.1
Lesotho,OCGT,LNG,0.1,0.1,0.1,0.1
Lesotho,PV,Solar,1.0,1.0,1.0,1.0
Lesotho,CSPPlant,CSP,1.0,1.0,1.0,1.0
Lesotho,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Lesotho,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Lesotho,ST,Geothermal,0.1,0.1,0.1,0.1
Lesotho,Storage,Battery,1.0,1.0,1.0,1.0
Lesotho,Storage,Water,0.1,0.1,0.1,0.1
Lesotho,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Malawi,ST,Coal,0.65,0.65,0.65,0.65
Malawi,OCGT,Gas,0.1,0.1,0.1,0.1
Malawi,CCGT,Gas,0.1,0.1,0.1,0.1
Malawi,ICE,Diesel,0.1,0.1,0.1,0.1
Malawi,ICE,HFO,0.1,0.1,0.1,0.1
Malawi,OCGT,HFO,0.1,0.1,0.1,0.1
Malawi,ST,Uranium,0.9,0.9,0.9,0.9
Malawi,ST,Biomass,0.1,0.1,0.1,0.1
Malawi,CCGT,LNG,0.1,0.1,0.1,0.1
Malawi,OCGT,LNG,0.1,0.1,0.1,0.1
Malawi,PV,Solar,1.0,1.0,1.0,1.0
Malawi,CSPPlant,CSP,1.0,1.0,1.0,1.0
Malawi,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Malawi,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Malawi,ST,Geothermal,0.1,0.1,0.1,0.1
Malawi,Storage,Battery,1.0,1.0,1.0,1.0
Malawi,Storage,Water,0.1,0.1,0.1,0.1
Malawi,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Mozambique,ST,Coal,0.65,0.65,0.65,0.65
Mozambique,OCGT,Gas,0.1,0.1,0.1,0.1
Mozambique,CCGT,Gas,0.1,0.1,0.1,0.1
Mozambique,ICE,Diesel,0.1,0.1,0.1,0.1
Mozambique,ICE,HFO,0.1,0.1,0.1,0.1
Mozambique,OCGT,HFO,0.1,0.1,0.1,0.1
Mozambique,ST,Uranium,0.9,0.9,0.9,0.9
Mozambique,ST,Biomass,0.1,0.1,0.1,0.1
Mozambique,CCGT,LNG,0.1,0.1,0.1,0.1
Mozambique,OCGT,LNG,0.1,0.1,0.1,0.1
Mozambique,PV,Solar,1.0,1.0,1.0,1.0
Mozambique,CSPPlant,CSP,1.0,1.0,1.0,1.0
Mozambique,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Mozambique,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Mozambique,ST,Geothermal,0.1,0.1,0.1,0.1
Mozambique,Storage,Battery,1.0,1.0,1.0,1.0
Mozambique,Storage,Water,0.1,0.1,0.1,0.1
Mozambique,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Namibia,ST,Coal,0.65,0.65,0.65,0.65
Namibia,OCGT,Gas,0.1,0.1,0.1,0.1
Namibia,CCGT,Gas,0.1,0.1,0.1,0.1
Namibia,ICE,Diesel,0.1,0.1,0.1,0.1
Namibia,ICE,HFO,0.1,0.1,0.1,0.1
Namibia,OCGT,HFO,0.1,0.1,0.1,0.1
Namibia,ST,Uranium,0.9,0.9,0.9,0.9
Namibia,ST,Biomass,0.1,0.1,0.1,0.1
Namibia,CCGT,LNG,0.1,0.1,0.1,0.1
Namibia,OCGT,LNG,0.1,0.1,0.1,0.1
Namibia,PV,Solar,1.0,1.0,1.0,1.0
Namibia,CSPPlant,CSP,1.0,1.0,1.0,1.0
Namibia,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Namibia,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Namibia,ST,Geothermal,0.1,0.1,0.1,0.1
Namibia,Storage,Battery,1.0,1.0,1.0,1.0
Namibia,Storage,Water,0.1,0.1,0.1,0.1
Namibia,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Tanzania,ST,Coal,0.65,0.65,0.65,0.65
Tanzania,OCGT,Gas,0.1,0.1,0.1,0.1
Tanzania,CCGT,Gas,0.1,0.1,0.1,0.1
Tanzania,ICE,Diesel,0.1,0.1,0.1,0.1
Tanzania,ICE,HFO,0.1,0.1,0.1,0.1
Tanzania,OCGT,HFO,0.1,0.1,0.1,0.1
Tanzania,ST,Uranium,0.9,0.9,0.9,0.9
Tanzania,ST,Biomass,0.1,0.1,0.1,0.1
Tanzania,CCGT,LNG,0.1,0.1,0.1,0.1
Tanzania,OCGT,LNG,0.1,0.1,0.1,0.1
Tanzania,PV,Solar,1.0,1.0,1.0,1.0
Tanzania,CSPPlant,CSP,1.0,1.0,1.0,1.0
Tanzania,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Tanzania,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Tanzania,ST,Geothermal,0.1,0.1,0.1,0.1
Tanzania,Storage,Battery,1.0,1.0,1.0,1.0
Tanzania,Storage,Water,0.1,0.1,0.1,0.1
Tanzania,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Zambia,ST,Coal,0.65,0.65,0.65,0.65
Zambia,OCGT,Gas,0.1,0.1,0.1,0.1
Zambia,CCGT,Gas,0.1,0.1,0.1,0.1
Zambia,ICE,Diesel,0.1,0.1,0.1,0.1
Zambia,ICE,HFO,0.1,0.1,0.1,0.1
Zambia,OCGT,HFO,0.1,0.1,0.1,0.1
Zambia,ST,Uranium,0.9,0.9,0.9,0.9
Zambia,ST,Biomass,0.1,0.1,0.1,0.1
Zambia,CCGT,LNG,0.1,0.1,0.1,0.1
Zambia,OCGT,LNG,0.1,0.1,0.1,0.1
Zambia,PV,Solar,1.0,1.0,1.0,1.0
Zambia,CSPPlant,CSP,1.0,1.0,1.0,1.0
Zambia,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Zambia,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Zambia,ST,Geothermal,0.1,0.1,0.1,0.1
Zambia,Storage,Battery,1.0,1.0,1.0,1.0
Zambia,Storage,Water,0.1,0.1,0.1,0.1
Zambia,ReservoirHydro,Water,0.1,0.1,0.1,0.1
Zimbabwe,ST,Coal,0.65,0.65,0.65,0.65
Zimbabwe,OCGT,Gas,0.1,0.1,0.1,0.1
Zimbabwe,CCGT,Gas,0.1,0.1,0.1,0.1
Zimbabwe,ICE,Diesel,0.1,0.1,0.1,0.1
Zimbabwe,ICE,HFO,0.1,0.1,0.1,0.1
Zimbabwe,OCGT,HFO,0.1,0.1,0.1,0.1
Zimbabwe,ST,Uranium,0.9,0.9,0.9,0.9
Zimbabwe,ST,Biomass,0.1,0.1,0.1,0.1
Zimbabwe,CCGT,LNG,0.1,0.1,0.1,0.1
Zimbabwe,OCGT,LNG,0.1,0.1,0.1,0.1
Zimbabwe,PV,Solar,1.0,1.0,1.0,1.0
Zimbabwe,CSPPlant,CSP,1.0,1.0,1.0,1.0
Zimbabwe,OnshoreWind,Wind,1.0,1.0,1.0,1.0
Zimbabwe,OffshoreWind,Wind,1.0,1.0,1.0,1.0
Zimbabwe,ST,Geothermal,0.1,0.1,0.1,0.1
Zimbabwe,Storage,Battery,1.0,1.0,1.0,1.0
Zimbabwe,Storage,Water,0.1,0.1,0.1,0.1
Zimbabwe,ReservoirHydro,Water,0.1,0.1,0.1,0.1
South_Africa,ROR,Water,1.0,1.0,1.0,1.0
Angola,ROR,Water,1.0,1.0,1.0,1.0
Botswana,ROR,Water,1.0,1.0,1.0,1.0
Eswatini,ROR,Water,1.0,1.0,1.0,1.0
Lesotho,ROR,Water,1.0,1.0,1.0,1.0
Malawi,ROR,Water,1.0,1.0,1.0,1.0
Mozambique,ROR,Water,1.0,1.0,1.0,1.0
Namibia,ROR,Water,1.0,1.0,1.0,1.0
Tanzania,ROR,Water,1.0,1.0,1.0,1.0
Zambia,ROR,Water,1.0,1.0,1.0,1.0
Zimbabwe,ROR,Water,1.0,1.0,1.0,1.0
