zone,tech,fuel,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ethiopia,CCGT,Gas,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Ethiopia,CCGT,LNG,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Ethiopia,CCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,CSPPlant,CSP,0.951243666,0.903345572,0.871398858,0.840337758,0.811862193,0.785402215,0.761174335,0.739085667,0.718550459,0.700096071,0.68332084,0.668164304,0.654599867,0.642166655,0.631310994,0.621415331,0.612611196,0.604915836,0.59801985,0.591866098,0.582046879,0.572396962,0.562913257,0.553592734,0.543717422,0.535429409,0.526580844,0.517883923,0.509328761,0.500934094
Ethiopia,Geothermal,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ICE,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ICE,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Ethiopia,Nuclear,Uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,OCGT,Gas,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Ethiopia,OCGT,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Ethiopia,OCGT,LNG,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Ethiopia,OCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,OffshoreWind,Wind,0.968253968,0.936507937,0.904761834,0.873015159,0.841198412,0.809523809,0.777777778,0.746031675,0.713571428,0.682539683,0.675396825,0.668253968,0.661031746,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.617539682,0.61031746,0.604392975,0.597748693,0.591098882,0.584678454,0.5782509,0.571822577,0.565606995,0.559389099,0.553239559,0.54715048
Ethiopia,OnshoreWind,Wind,0.98,0.96,0.93,0.909285714,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.709285714,0.7,0.69,0.682472133,0.675026409,0.667661838,0.660377757,0.653165931,0.646046994,0.638998659,0.632027221,0.625124626,0.617596617
Ethiopia,PV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.518900242,0.504879814,0.490562261,0.476650728,0.463126561,0.45
Ethiopia,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,RPV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.509605242,0.504879805,0.49056226,0.476650728,0.463033704,0.45
Ethiopia,ST,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ST,Uranium,0.923782009,0.91899259,0.914203171,0.909413752,0.904624333,0.899834914,0.894491924,0.889578846,0.884425189,0.878373248,0.872549837,0.866434224,0.860188828,0.854869439,0.849300032,0.842550924,0.837034361,0.831198704,0.824717528,0.818082838,0.812286247,0.806530728,0.80081599,0.795141744,0.789507704,0.783913585,0.778359103,0.772843977,0.76736793,0.761930683
Ethiopia,ST,Biomass,0.923109244,0.917647059,0.912184874,0.906722689,0.901260504,0.895798319,0.890336134,0.884873949,0.879411765,0.87394958,0.868146009,0.862342437,0.856538866,0.850735295,0.844931723,0.839128152,0.83332458,0.827521009,0.821717437,0.819327731,0.814056938,0.808820052,0.803616856,0.798447131,0.793310665,0.788207241,0.783136647,0.778098675,0.77309311,0.768119748
Ethiopia,ST,Geothermal,0.922380952,0.916190477,0.91,0.903809524,0.897619048,0.891428571,0.885238095,0.879047619,0.872857143,0.866666666,0.862244898,0.857823129,0.853401361,0.848979592,0.844557824,0.840136055,0.835714286,0.831292517,0.826870748,0.825396826,0.821379509,0.817381745,0.81340344,0.809444497,0.805504823,0.801584323,0.797682905,0.793800476,0.789936943,0.786092215
Ethiopia,Storage,Battery,0.890652274,0.852733119,0.814813964,0.77689481,0.738975655,0.7010565,0.663137345,0.62521819,0.587299035,0.54937988,0.532211759,0.515043638,0.497875516,0.480707395,0.463539274,0.446371153,0.429203032,0.412034911,0.39486679,0.377698668,0.3638084,0.350428963,0.337541568,0.325128121,0.313171191,0.30165399,0.290560346,0.279874683,0.269581996,0.259667834
Ethiopia,Storage,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,CCGT,Gas,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Kenya,CCGT,LNG,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Kenya,CCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,CSPPlant,CSP,0.951243666,0.903345572,0.871398858,0.840337758,0.811862193,0.785402215,0.761174335,0.739085667,0.718550459,0.700096071,0.68332084,0.668164304,0.654599867,0.642166655,0.631310994,0.621415331,0.612611196,0.604915836,0.59801985,0.591866098,0.582046879,0.572396962,0.562913257,0.553592734,0.543717422,0.535429409,0.526580844,0.517883923,0.509328761,0.500934094
Kenya,Geothermal,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,ICE,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,ICE,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Kenya,Nuclear,Uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,OCGT,Gas,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Kenya,OCGT,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Kenya,OCGT,LNG,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Kenya,OCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,OffshoreWind,Wind,0.968253968,0.936507937,0.904761834,0.873015159,0.841198412,0.809523809,0.777777778,0.746031675,0.713571428,0.682539683,0.675396825,0.668253968,0.661031746,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.617539682,0.61031746,0.604392975,0.597748693,0.591098882,0.584678454,0.5782509,0.571822577,0.565606995,0.559389099,0.553239559,0.54715048
Kenya,OnshoreWind,Wind,0.98,0.96,0.93,0.909285714,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.709285714,0.7,0.69,0.682472133,0.675026409,0.667661838,0.660377757,0.653165931,0.646046994,0.638998659,0.632027221,0.625124626,0.617596617
Kenya,PV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.518900242,0.504879814,0.490562261,0.476650728,0.463126561,0.45
Kenya,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,RPV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.509605242,0.504879805,0.49056226,0.476650728,0.463033704,0.45
Kenya,ST,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,ST,Uranium,0.923782009,0.91899259,0.914203171,0.909413752,0.904624333,0.899834914,0.894491924,0.889578846,0.884425189,0.878373248,0.872549837,0.866434224,0.860188828,0.854869439,0.849300032,0.842550924,0.837034361,0.831198704,0.824717528,0.818082838,0.812286247,0.806530728,0.80081599,0.795141744,0.789507704,0.783913585,0.778359103,0.772843977,0.76736793,0.761930683
Kenya,ST,Biomass,0.923109244,0.917647059,0.912184874,0.906722689,0.901260504,0.895798319,0.890336134,0.884873949,0.879411765,0.87394958,0.868146009,0.862342437,0.856538866,0.850735295,0.844931723,0.839128152,0.83332458,0.827521009,0.821717437,0.819327731,0.814056938,0.808820052,0.803616856,0.798447131,0.793310665,0.788207241,0.783136647,0.778098675,0.77309311,0.768119748
Kenya,ST,Geothermal,0.922380952,0.916190477,0.91,0.903809524,0.897619048,0.891428571,0.885238095,0.879047619,0.872857143,0.866666666,0.862244898,0.857823129,0.853401361,0.848979592,0.844557824,0.840136055,0.835714286,0.831292517,0.826870748,0.825396826,0.821379509,0.817381745,0.81340344,0.809444497,0.805504823,0.801584323,0.797682905,0.793800476,0.789936943,0.786092215
Kenya,Storage,Battery,0.890652274,0.852733119,0.814813964,0.77689481,0.738975655,0.7010565,0.663137345,0.62521819,0.587299035,0.54937988,0.532211759,0.515043638,0.497875516,0.480707395,0.463539274,0.446371153,0.429203032,0.412034911,0.39486679,0.377698668,0.3638084,0.350428963,0.337541568,0.325128121,0.313171191,0.30165399,0.290560346,0.279874683,0.269581996,0.259667834
Kenya,Storage,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,CCGT,Gas,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Libya,CCGT,LNG,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Libya,CCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,CSPPlant,CSP,0.951243666,0.903345572,0.871398858,0.840337758,0.811862193,0.785402215,0.761174335,0.739085667,0.718550459,0.700096071,0.68332084,0.668164304,0.654599867,0.642166655,0.631310994,0.621415331,0.612611196,0.604915836,0.59801985,0.591866098,0.582046879,0.572396962,0.562913257,0.553592734,0.543717422,0.535429409,0.526580844,0.517883923,0.509328761,0.500934094
Libya,Geothermal,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,ICE,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,ICE,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Libya,Nuclear,Uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,OCGT,Gas,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Libya,OCGT,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Libya,OCGT,LNG,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Libya,OCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,OffshoreWind,Wind,0.968253968,0.936507937,0.904761834,0.873015159,0.841198412,0.809523809,0.777777778,0.746031675,0.713571428,0.682539683,0.675396825,0.668253968,0.661031746,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.617539682,0.61031746,0.604392975,0.597748693,0.591098882,0.584678454,0.5782509,0.571822577,0.565606995,0.559389099,0.553239559,0.54715048
Libya,OnshoreWind,Wind,0.98,0.96,0.93,0.909285714,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.709285714,0.7,0.69,0.682472133,0.675026409,0.667661838,0.660377757,0.653165931,0.646046994,0.638998659,0.632027221,0.625124626,0.617596617
Libya,PV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.518900242,0.504879814,0.490562261,0.476650728,0.463126561,0.45
Libya,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,RPV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.509605242,0.504879805,0.49056226,0.476650728,0.463033704,0.45
Libya,ST,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,ST,Uranium,0.923782009,0.91899259,0.914203171,0.909413752,0.904624333,0.899834914,0.894491924,0.889578846,0.884425189,0.878373248,0.872549837,0.866434224,0.860188828,0.854869439,0.849300032,0.842550924,0.837034361,0.831198704,0.824717528,0.818082838,0.812286247,0.806530728,0.80081599,0.795141744,0.789507704,0.783913585,0.778359103,0.772843977,0.76736793,0.761930683
Libya,ST,Biomass,0.923109244,0.917647059,0.912184874,0.906722689,0.901260504,0.895798319,0.890336134,0.884873949,0.879411765,0.87394958,0.868146009,0.862342437,0.856538866,0.850735295,0.844931723,0.839128152,0.83332458,0.827521009,0.821717437,0.819327731,0.814056938,0.808820052,0.803616856,0.798447131,0.793310665,0.788207241,0.783136647,0.778098675,0.77309311,0.768119748
Libya,ST,Geothermal,0.922380952,0.916190477,0.91,0.903809524,0.897619048,0.891428571,0.885238095,0.879047619,0.872857143,0.866666666,0.862244898,0.857823129,0.853401361,0.848979592,0.844557824,0.840136055,0.835714286,0.831292517,0.826870748,0.825396826,0.821379509,0.817381745,0.81340344,0.809444497,0.805504823,0.801584323,0.797682905,0.793800476,0.789936943,0.786092215
Libya,Storage,Battery,0.890652274,0.852733119,0.814813964,0.77689481,0.738975655,0.7010565,0.663137345,0.62521819,0.587299035,0.54937988,0.532211759,0.515043638,0.497875516,0.480707395,0.463539274,0.446371153,0.429203032,0.412034911,0.39486679,0.377698668,0.3638084,0.350428963,0.337541568,0.325128121,0.313171191,0.30165399,0.290560346,0.279874683,0.269581996,0.259667834
Libya,Storage,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,CCGT,Gas,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Mogadishu,CCGT,LNG,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Mogadishu,CCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,CSPPlant,CSP,0.951243666,0.903345572,0.871398858,0.840337758,0.811862193,0.785402215,0.761174335,0.739085667,0.718550459,0.700096071,0.68332084,0.668164304,0.654599867,0.642166655,0.631310994,0.621415331,0.612611196,0.604915836,0.59801985,0.591866098,0.582046879,0.572396962,0.562913257,0.553592734,0.543717422,0.535429409,0.526580844,0.517883923,0.509328761,0.500934094
Mogadishu,Geothermal,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,ICE,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,ICE,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Mogadishu,Nuclear,Uranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,OCGT,Gas,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Mogadishu,OCGT,HFO,0.925526932,0.922482436,0.919437939,0.916393443,0.913348946,0.91030445,0.907259953,0.904215457,0.90117096,0.898126464,0.895843091,0.893559719,0.891276347,0.888992974,0.886709602,0.884426229,0.882142857,0.879859485,0.877576112,0.87529274,0.873041542,0.870796135,0.868556503,0.866322631,0.864094504,0.861872108,0.859655427,0.857444449,0.855239156,0.853039535
Mogadishu,OCGT,LNG,0.919285714,0.91,0.900714286,0.891428571,0.882142857,0.872857143,0.863571429,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Mogadishu,OCGT_CCS,Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,OffshoreWind,Wind,0.968253968,0.936507937,0.904761834,0.873015159,0.841198412,0.809523809,0.777777778,0.746031675,0.713571428,0.682539683,0.675396825,0.668253968,0.661031746,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.617539682,0.61031746,0.604392975,0.597748693,0.591098882,0.584678454,0.5782509,0.571822577,0.565606995,0.559389099,0.553239559,0.54715048
Mogadishu,OnshoreWind,Wind,0.98,0.96,0.93,0.909285714,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.709285714,0.7,0.69,0.682472133,0.675026409,0.667661838,0.660377757,0.653165931,0.646046994,0.638998659,0.632027221,0.625124626,0.617596617
Mogadishu,PV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.518900242,0.504879814,0.490562261,0.476650728,0.463126561,0.45
Mogadishu,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,RPV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.509605242,0.504879805,0.49056226,0.476650728,0.463033704,0.45
Mogadishu,ST,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogadishu,ST,Uranium,0.923782009,0.91899259,0.914203171,0.909413752,0.904624333,0.899834914,0.894491924,0.889578846,0.884425189,0.878373248,0.872549837,0.866434224,0.860188828,0.854869439,0.849300032,0.842550924,0.837034361,0.831198704,0.824717528,0.818082838,0.812286247,0.806530728,0.80081599,0.795141744,0.789507704,0.783913585,0.778359103,0.772843977,0.76736793,0.761930683
Mogadishu,ST,Biomass,0.923109244,0.917647059,0.912184874,0.906722689,0.901260504,0.895798319,0.890336134,0.884873949,0.879411765,0.87394958,0.868146009,0.862342437,0.856538866,0.850735295,0.844931723,0.839128152,0.83332458,0.827521009,0.821717437,0.819327731,0.814056938,0.808820052,0.803616856,0.798447131,0.793310665,0.788207241,0.783136647,0.778098675,0.77309311,0.768119748
Mogadishu,ST,Geothermal,0.922380952,0.916190477,0.91,0.903809524,0.897619048,0.891428571,0.885238095,0.879047619,0.872857143,0.866666666,0.862244898,0.857823129,0.853401361,0.848979592,0.844557824,0.840136055,0.835714286,0.831292517,0.826870748,0.825396826,0.821379509,0.817381745,0.81340344,0.809444497,0.805504823,0.801584323,0.797682905,0.793800476,0.789936943,0.786092215
Mogadishu,Storage,Battery,0.890652274,0.852733119,0.814813964,0.77689481,0.738975655,0.7010565,0.663137345,0.62521819,0.587299035,0.54937988,0.532211759,0.515043638,0.497875516,0.480707395,0.463539274,0.446371153,0.429203032,0.412034911,0.39486679,0.377698668,0.3638084,0.350428963,0.337541568,0.325128121,0.313171191,0.30165399,0.290560346,0.279874683,0.269581996,0.259667834
Mogadishu,Storage,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,CCGT,Gas,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
Rwanda,CCGT,LNG,0.928571429,0.919285714,0.91,0.891428571,0.882142857,0.872857143,0.872857143,0.863571429,0.863571429,0.854285714,0.854285714,0.845,0.845,0.845,0.835714286,0.835714286,0.835714286,0.835714286,0.826428571,0.826428571,0.823693315,0.820967111,0.818249931,0.815541743,0.812842518,0.810152228,0.807470842,0.80479833,0.802134664,0.799479814
