scenario,zext,q,d,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Avg.2020,USA,Q2,d4,2020,23.063333333333336,22.333333333333332,21.862222222222222,21.766666666666666,22.387777777777774,21.636666666666667,21.895555555555553,46.724444444444444,50.211111111111109,49.25888888888889,49.177777777777777,48.49111111111111,46.851111111111109,44.364444444444445,44.36333333333333,44.361111111111114,46.378888888888888,87.653333333333322,255.13555555555558,150.64222222222222,51.998888888888892,47.158888888888896,23.891111111111105,23.264444444444447
Avg.2020,USA,Q2,d5,2020,19.846666666666664,19.833333333333332,19.826666666666668,19.824444444444445,19.854444444444443,20.117777777777778,25.939999999999998,47.091111111111111,49.68888888888889,50.19111111111112,47.472222222222221,47.455555555555549,41.975555555555552,41.397777777777776,41.383333333333333,41.378888888888895,41.988888888888887,134.53333333333333,148.09444444444446,91.836666666666645,47.152222222222221,42.643333333333331,20.47666666666667,19.87222222222222
Avg.2020,USA,Q3,d1,2020,24.986666666666665,24.937777777777782,24.334444444444447,24.334444444444447,24.287777777777777,26.354444444444447,36.62444444444445,58.435555555555567,59.390000000000015,59.398888888888891,59.357777777777784,59.095555555555556,56.614444444444445,54.934444444444438,55.074444444444445,52.662222222222219,52.676666666666662,63.516666666666666,83.328888888888912,81.101111111111123,55.056666666666672,54.383333333333333,25.625555555555554,24.982222222222223
Avg.2020,USA,Q3,d2,2020,22.164444444444442,21.88111111111111,21.858888888888888,22.055555555555557,22.119999999999997,23.234444444444446,35.29,59.435555555555567,59.988888888888901,59.085555555555551,54.425555555555555,53.857777777777784,50.615555555555559,50.388888888888886,50.384444444444441,50.385555555555555,50.724444444444444,225.03888888888892,241.04888888888888,104.61444444444447,55.195555555555558,51.505555555555546,23.502222222222223,22.774444444444441
Avg.2020,USA,Q3,d3,2020,20.332222222222224,20.193333333333332,20.175555555555558,20.201111111111111,20.612222222222218,21.097777777777779,29.861111111111111,54.289999999999992,67.123333333333335,55.542222222222222,51.539999999999992,51.538888888888891,46.624444444444443,46.084444444444451,46.076666666666668,46.080000000000005,46.194444444444443,146.94888888888889,153.71444444444444,98.282222222222231,50.859999999999992,46.655555555555559,20.923333333333332,20.501111111111115
Avg.2020,USA,Q3,d4,2020,20.415555555555557,19.979999999999997,19.983333333333334,19.983333333333334,20.555555555555554,22.071111111111112,33.051111111111112,74.657777777777767,74.692222222222213,56.867777777777782,52.06,50.931111111111107,49.732222222222227,49.717777777777769,49.712222222222216,49.504444444444438,49.952222222222218,170.31222222222223,176.17222222222222,118.83999999999999,55.396666666666675,50.818888888888893,21.73,21.171111111111109
Avg.2020,USA,Q3,d5,2020,20.842222222222219,20.407777777777781,20.405555555555555,20.512222222222224,20.302222222222223,23.426666666666666,34.247777777777777,75.155555555555566,75.621111111111134,58.866666666666674,54.186666666666675,51.845555555555556,51.151111111111113,50.043333333333337,50.034444444444446,50.024444444444448,50.556666666666665,181.84777777777776,188.00444444444446,131.57666666666668,56.078888888888883,52.493333333333339,22.500000000000004,21.827777777777779
Avg.2020,USA,Q4,d1,2020,42.325555555555553,42.157777777777781,41.498888888888885,41.522222222222219,41.554444444444442,41.801111111111112,41.543333333333329,128.1888888888889,152.70222222222225,156.29444444444445,104.51666666666668,104.44888888888889,97.671111111111102,87.557777777777773,87.555555555555557,88.31,97.596666666666664,182.32666666666668,194.9688888888889,227.4455555555555,136.5044444444444,138.28666666666666,42.715555555555554,42.237777777777779
Avg.2020,USA,Q4,d2,2020,31.48,31.463333333333335,30.380000000000003,30.37777777777778,30.383333333333333,30.316666666666663,35.550000000000004,57.594444444444449,72.823333333333323,72.773333333333341,52.573333333333331,49.026666666666671,48.082222222222228,48.098888888888887,44.747777777777777,48.078888888888891,48.064444444444433,48.024444444444441,189.61333333333334,189.60555555555555,54.043333333333329,52.596666666666664,34.976666666666659,31.501111111111111
Avg.2020,USA,Q4,d3,2020,28.6875,28.324999999999999,28.155000000000001,28.072500000000002,28.414999999999999,28.506249999999998,37.957500000000003,61.677499999999995,61.932500000000012,61.7,61.327500000000008,61.512500000000003,57.326249999999995,57.318749999999994,57.5075,57.566250000000004,57.56,86.7,92.083750000000009,83.155000000000001,58.578749999999999,59.022500000000001,28.951249999999998,28.696249999999999
Avg.2020,USA,Q4,d4,2020,49.884444444444448,49.365555555555552,49.35,49.337777777777781,49.374444444444443,50.050000000000004,50.723333333333329,155.06444444444443,156.82888888888886,158.75666666666666,105.96444444444444,105.96222222222222,104.84888888888889,104.8422222222222,104.8422222222222,104.84222222222223,104.84444444444445,226.58444444444444,242.97777777777779,248.27888888888887,104.72666666666666,104.77000000000001,54.177777777777777,49.752222222222223
Avg.2020,USA,Q4,d5,2020,49.43888888888889,49.428888888888892,49.426666666666669,49.423333333333339,49.421111111111117,48.734444444444442,48.743333333333332,158.80666666666667,158.55555555555554,159.07444444444445,112.52777777777777,112.44888888888889,112.44555555555556,112.39666666666666,112.44666666666666,111.77,111.83222222222223,230.51999999999998,190.39555555555555,191.48111111111109,86.197777777777787,86.325555555555553,56.515555555555551,49.903333333333336
Avg.2021,USA,Q1,d1,2021,53.355555555555547,51.254444444444438,51.028888888888886,50.109999999999992,50.085555555555551,45.896666666666675,49.676666666666669,89.63,87.431111111111122,87.437777777777782,59.191111111111113,59.192222222222227,58.083333333333336,58.083333333333336,58.080000000000005,58.081111111111113,58.175555555555562,57.868888888888883,81.887777777777785,85.725555555555559,95.095555555555549,117.68222222222224,57.257777777777783,49.754444444444438
Avg.2021,USA,Q1,d2,2021,47.975555555555559,45.463333333333338,45.456666666666671,45.454444444444448,45.455555555555549,45.43,47.638888888888886,82.181111111111107,78.858888888888885,142.96444444444444,56.083333333333336,56.388888888888886,54.32555555555556,54.325555555555553,54.324444444444438,54.322222222222223,54.331111111111113,54.147777777777783,76.036666666666662,135.64555555555555,88.313333333333333,80.998888888888871,51.247777777777777,49.355555555555561
Avg.2021,USA,Q1,d3,2021,50.54,49.318888888888893,48.952222222222218,48.333333333333343,48.482222222222227,48.383333333333333,49.968888888888891,90.50333333333333,90.50777777777779,90.51444444444445,58.938888888888897,58.941111111111113,57.831111111111113,57.832222222222221,57.830000000000005,57.827777777777783,57.822222222222223,57.827777777777783,82.297777777777767,115.01333333333332,105.94999999999999,142.59888888888889,50.352222222222224,49.145555555555546
Avg.2021,USA,Q1,d4,2021,56.34,56.948888888888895,56.14,54.655555555555551,56.18555555555556,55.777777777777779,81.926666666666662,111.00555555555556,108.57222222222222,121.44222222222223,109.22333333333333,105.22111111111111,107.45666666666666,107.42888888888888,107.42999999999999,107.18444444444444,107.31888888888888,184.35666666666668,86.508888888888876,122.34888888888889,119.96111111111109,125.82555555555557,62.332222222222221,55.43
Avg.2021,USA,Q1,d5,2021,49.678888888888899,49.86999999999999,49.058888888888887,47.573333333333331,49.105555555555554,46.021111111111111,49.263333333333328,91.478888888888889,89.303333333333342,121.41222222222223,104.69555555555556,100.69,105.40555555555555,105.39666666666666,102.92222222222222,101.24888888888889,95.095555555555563,136.15444444444444,81.188888888888897,134.79555555555555,151.04,105.38222222222223,56.165555555555557,48.826666666666661
Avg.2021,USA,Q2,d1,2021,40.050000000000004,38.762222222222221,38.75888888888889,38.756666666666668,40.035555555555554,38.795555555555552,44.737777777777779,104.27888888888889,154.03555555555556,159.78888888888889,59.094444444444449,59.095555555555556,56.875555555555557,56.874444444444443,56.874444444444443,56.876666666666665,56.875555555555557,56.371111111111112,270.58333333333326,270.90666666666664,221.53555555555556,85.923333333333346,43.773333333333341,39.333333333333336
Avg.2021,USA,Q2,d2,2021,59.055555555555557,58.934444444444438,56.72,56.718888888888877,59.038888888888891,54.308888888888887,162.07777777777778,170.67666666666665,182.23,181.60777777777776,111.32111111111109,111.82555555555557,103.62999999999998,103.47666666666666,103.2411111111111,103.22555555555554,103.89222222222219,244.33333333333329,272.82444444444445,267.91333333333336,236.03111111111113,86.373333333333335,60.452222222222218,56.726666666666659
Avg.2021,USA,Q2,d3,2021,40.796666666666667,37.967777777777776,36.502222222222223,36.5,37.364444444444445,36.545555555555559,38.496666666666663,93.76444444444445,132.72999999999999,149.31888888888886,59.892222222222216,59.888888888888886,54.852222222222231,54.876666666666672,54.311111111111117,54.315555555555562,54.885555555555563,54.891111111111108,241.72666666666666,241.6866666666667,138.24555555555557,71.646666666666661,47.736666666666657,40.798888888888897
Avg.2021,USA,Q2,d4,2021,40.131111111111103,35.921111111111117,35.49777777777777,35.846666666666664,38.927777777777777,40.43333333333333,42.903333333333336,103.62777777777777,147.02111111111111,146.67666666666668,91.748888888888885,87.804444444444442,76.819999999999993,72.283333333333331,81.641111111111115,68.073333333333323,73.98888888888888,144.20666666666668,267.13555555555553,266.06666666666666,135.40222222222221,74.09,43.676666666666669,40.233333333333334
Avg.2021,USA,Q2,d5,2021,56.66,56.222222222222221,56.056666666666672,54.585555555555558,56.060000000000009,50.034444444444446,117.86999999999999,151.38444444444445,153.84333333333331,140.93111111111111,98.226666666666674,98.039999999999992,91.976666666666659,91.831111111111113,91.848888888888894,91.901111111111106,92.027777777777786,217.12111111111111,240.53333333333336,216.72666666666666,198.99777777777777,91.144444444444446,57.464444444444453,56.663333333333327
Avg.2021,USA,Q3,d1,2021,50.024444444444448,49.122222222222227,46.966666666666669,47.652222222222221,49.776666666666671,48.74666666666667,145.14111111111109,155.25333333333333,158.2533333333333,162.88888888888889,72.805555555555557,71.708888888888879,70.459999999999994,69.057777777777773,69.056666666666658,69.057777777777758,69.925555555555547,181.86444444444444,266.05444444444447,266.88888888888886,207.29111111111109,72.783333333333346,51.93888888888889,50.661111111111119
Avg.2021,USA,Q3,d2,2021,44.617777777777775,42.957777777777785,42.873333333333335,42.898888888888891,43.778888888888893,44.792222222222229,156.02444444444444,160.66666666666663,160.86222222222221,125.55333333333334,91.164444444444442,87.413333333333341,79.23333333333332,77.654444444444437,77.712222222222209,78.191111111111113,81.094444444444463,198.55,218.23888888888891,223.67111111111112,160.07,82.865555555555545,51.616666666666667,42.885555555555555
Avg.2021,USA,Q3,d3,2021,51.52,51.232222222222219,50.825555555555553,48.76,51.277777777777779,51.458888888888886,106.84222222222222,142.00111111111113,142.4388888888889,125.56666666666666,94.828888888888883,94.419999999999987,83.202222222222218,82.814444444444433,82.756666666666661,82.917777777777758,84.337777777777788,216.27,241.76333333333332,232.35777777777776,151.90666666666664,80.057777777777773,55.462222222222223,51.281111111111116
Avg.2021,USA,Q3,d4,2021,50.295555555555559,50.208888888888886,50.162222222222233,50.286666666666669,50.316666666666663,51.38666666666667,165.95666666666662,168.53777777777779,168.85999999999999,145.5044444444444,96.582222222222228,98.241111111111124,90.73,90.627777777777766,90.703333333333333,90.73,92.354444444444454,243.7533333333333,264.24888888888887,264.18,186.63444444444445,94.703333333333333,50.362222222222236,50.313333333333333
Avg.2021,USA,Q3,d5,2021,44.355555555555561,44.163333333333327,44.115555555555559,44.275555555555556,44.538888888888891,45.854444444444447,165.50555555555556,167.73777777777775,167.92666666666662,98.278888888888886,89.514444444444436,88.111111111111114,85.38666666666667,85.357777777777784,85.376666666666665,85.834444444444443,86.648888888888877,229.15111111111108,229.28777777777773,231.79777777777775,168.55888888888887,86.315555555555562,44.732222222222227,44.408888888888889
Avg.2021,USA,Q4,d1,2021,41.111111111111114,40.294444444444444,40.286666666666662,40.285555555555554,41.36888888888889,41.335555555555544,144.27333333333331,147.03777777777776,148.60555555555553,149.83222222222219,75.723333333333343,76.266666666666666,74.152222222222235,74.127777777777794,74.150000000000006,74.153333333333336,72.815555555555548,149.1622222222222,213.72,218.41888888888889,215.95777777777778,151.40222222222224,47.657777777777774,42.455555555555556
Avg.2021,USA,Q4,d2,2021,55.701111111111118,51.782222222222231,51.476666666666667,51.165555555555557,58.248888888888892,70.241111111111124,165.19777777777776,154.10666666666665,176.52444444444441,164.87333333333333,60.918888888888887,64.239999999999995,44.316666666666663,51.419999999999995,51.477777777777781,53.751111111111108,72.583333333333329,252.28666666666666,296.74777777777774,298.67666666666656,227.05333333333331,244.06444444444443,56.023333333333333,51.207777777777778
Avg.2021,USA,Q4,d3,2021,50.112499999999997,48.285000000000011,48.261250000000004,48.265000000000001,49.666250000000005,48.989999999999995,134.83374999999998,144.89749999999998,159.4025,159.66999999999999,75.924999999999997,75.53625000000001,67.52000000000001,67.515000000000015,67.843750000000014,68.523750000000007,67.508750000000006,166.10874999999999,269.11874999999998,296.28125,253.785,71.259999999999991,52.52375,49.668750000000003
Avg.2021,USA,Q4,d4,2021,49.123333333333328,48.536666666666662,47.74444444444444,47.678888888888892,47.878888888888895,45.404444444444444,148.15555555555554,166.66999999999996,171.80333333333334,195.22888888888889,110.01333333333334,108.53222222222222,97.806666666666658,94.042222222222222,94.449999999999989,95.929999999999993,75.192222222222227,146.6877777777778,254.31111111111113,290.20666666666665,319.15333333333331,295.7188888888889,51.021111111111104,48.481111111111119
