,,,Load,PV,Wind,Load_PV_corr,Load_Wind_corr,PV_Wind_corr
1,3,0,0.7143,0.4273,0.9433,-1.7718451473614634e-06,1.089826187756365e-05,-0.030896051875766536
1,3,1,0.7882,0.1967,0.4914,-0.022286451100736793,-0.001180547128112294,0.00481439344943672
1,3,2,0.8571,0.0305,0.0091,-0.06679551132685467,-0.07116534489361025,0.23302760507037168
1,3,3,0.9163,0.4267,0.5238,-0.014439495635797769,0.0033193667324060124,-0.0011743485881649
1,3,4,0.9617,0.3113,0.7776,-0.0462372514233994,0.06686177530201982,-0.05049899735086815
1,3,5,0.9903,0.6412,0.936,0.039478805228023356,0.11831272688992633,0.06130538553149973
1,3,6,1.0,0.215,0.3478,-0.08090983568915143,-0.0455930025015879,0.045185909670219244
1,3,7,0.9903,0.3076,0.4097,-0.05260313477197664,-0.026959230610073662,0.018613253079772095
1,3,8,0.9617,0.6631,0.7042,0.040806863576600606,0.04870078030201984,0.032462501142526176
1,3,9,0.9163,0.8172,0.9651,0.06445126686420224,0.092472999232406,0.14602801139786153
1,3,10,0.8571,0.9949,0.1521,0.07094491867314531,-0.05074136989361025,-0.17647167898450633
1,3,11,0.7882,0.782,0.3689,0.020981851399263216,-0.010236359628112297,-0.0393012782515287
1,3,12,0.7143,0.4529,0.9738,-1.1318451473601125e-06,1.166076187756526e-05,-0.021117082792941326
1,3,13,0.6403,0.1374,0.2069,0.02668824229103151,0.02222723310435722,0.10840153405284121
1,3,14,0.5714,0.2702,0.7875,0.03257175751714939,-0.04002364163014481,-0.06386241055589865
1,3,15,0.5123,0.5873,0.6074,-0.018001263054496952,-0.020203655208650934,0.008915335540392024
1,3,16,0.4668,0.0155,0.7383,0.11944970011369412,-0.057149519325774896,-0.11146409131428278
1,3,17,0.4383,0.7701,0.9657,-0.07504483141831807,-0.12648775286617123,0.12463206173703835
1,3,18,0.4286,0.5683,0.4124,-0.02003330050114329,0.02713041902534298,-0.006659851337148631
1,3,19,0.4383,0.7958,0.0344,-0.08213738891831805,0.13052776463382873,-0.14076811962347988
1,3,20,0.4668,0.7983,0.386,-0.07427372988630589,0.030035923174225092,-0.03642617358816488
1,3,21,0.5123,0.4978,0.869,7.549944550305322e-05,-0.07304031520865092,-0.00013517960315473924
1,3,22,0.5714,0.4428,0.7342,0.007911532517149392,-0.03240840413014481,-0.01256046669919132
1,3,23,0.6403,0.0163,0.2653,0.03564661479103152,0.017907093104357216,0.11664696325380666
1,5,0,0.7143,0.5309,0.2684,8.181548526440029e-07,-5.974238122471955e-06,-0.007820563057168956
1,5,1,0.7882,0.0606,0.9931,-0.0323476436007368,0.035907625371887714,-0.2125429326290694
1,5,2,0.8571,0.9149,0.8976,0.059518918673145314,0.055734667606389725,0.16261926071315624
1,5,3,0.9163,0.6184,0.479,0.02428869686420222,-0.005731353267594001,-0.0034107600071181412
1,5,4,0.9617,0.8447,0.1721,0.08573924357660061,-0.08295406219798017,-0.11617967246265673
1,5,5,0.9903,0.9636,0.1637,0.12846926522802335,-0.09486138061007365,-0.1599527990035612
1,5,6,1.0,0.1077,0.4079,-0.11156812818915143,-0.0284209300015879,0.03884024395756681
1,5,7,0.9903,0.1799,0.5239,-0.08785152727197662,0.0045628243899263395,-0.005261217223835648
1,5,8,0.9617,0.665,0.9347,0.04127697107660061,0.10573224280201982,0.07128991678658105
1,5,9,0.9163,0.8967,0.298,0.08051225436420224,-0.042297878267594,-0.0834392399194657
1,5,10,0.8571,0.6031,0.8324,0.014986083673145313,0.04642247760638974,0.034104210720778176
1,5,11,0.7882,0.7528,0.6797,0.018823241399263214,0.012739530371887707,0.043879853003552585
1,5,12,0.7143,0.1945,0.1939,-7.591845147373746e-06,-7.836738122475888e-06,0.09519248365777008
1,5,13,0.6403,0.2932,0.6944,0.01516293729103151,-0.013835579395642792,-0.038336348299801086
1,5,14,0.5714,0.2791,0.0746,0.03130017001714939,0.061831945869855166,0.09480846689455869
1,5,15,0.5123,0.0985,0.997,0.08072411694550306,-0.09889311520865093,-0.1956924754657056
1,5,16,0.4668,0.3809,0.305,0.029022335113694113,0.05008139817422509,0.023732644381855433
1,5,17,0.4383,0.7378,0.8666,-0.06613083891831807,-0.09913863036617125,0.08608103155538185
1,5,18,0.4286,0.7236,0.5459,-0.0643986280011433,-0.011007193474657038,0.008685778359243662
1,5,19,0.4383,0.4878,0.3095,0.0028629110816819187,0.05460704213382875,0.002052660043694868
1,5,20,0.4668,0.1169,0.66,0.09435573511369412,-0.03777222682577491,-0.05819400213745354
1,5,21,0.5123,0.4974,0.1901,0.00015628944550305553,0.06408051229134909,0.00024550502845097034
1,5,22,0.5714,0.9058,0.944,-0.0582395924828506,-0.062383579130144806,0.1779820187962355
1,5,23,0.6403,0.0342,0.808,0.03432246229103151,-0.022239139395642794,-0.13948466570071577
1,6,0,0.7143,0.928,0.554,1.0745654852664953e-05,1.1657618775431127e-06,0.020042999642272134
1,6,1,0.7882,0.5933,0.6949,0.007032203899263213,0.013863190371887707,0.01783906037524974
1,6,2,0.8571,0.394,0.7019,-0.014878623826854676,0.027783815106389734,-0.020264979953764493
1,6,3,0.9163,0.0956,0.0365,-0.08132997313579778,-0.09512741576759401,0.18955973671798348
1,6,4,0.9617,0.8972,0.838,0.0987290560766006,0.08180624530201983,0.13193022013515826
1,6,5,0.9903,0.1781,0.0083,-0.08834837227197663,-0.13775566561007366,0.15973908224008718
1,6,6,1.0,0.871,0.2174,0.10652576431084856,-0.08285154250158788,-0.10810823437449615
1,6,7,0.9903,0.2314,0.2051,-0.07363623977197663,-0.08343394561007365,0.0806375915630038
1,6,8,0.9617,0.5764,0.5112,0.019355116076600606,0.0009477553020198232,0.00029964348881681525
1,6,9,0.9163,0.8006,0.967,0.061097651864202226,0.092856846732406,0.13900429527997532
1,6,10,0.8571,0.9617,0.0341,0.0662031286731453,-0.06759471989361025,-0.21937282166235184
1,6,11,0.7882,0.0396,0.343,-0.0339000686007368,-0.012151017128112295,0.0753755586056867
1,6,12,0.7143,0.6301,0.8016,3.2981548526492352e-06,7.355761877556174e-06,0.0388167067700668
1,6,13,0.6403,0.1015,0.8222,0.029343944791031515,-0.023289584395642795,-0.12488500277007551
1,6,14,0.5714,0.2849,0.1765,0.030471495017149394,0.04727298336985517,0.07056580282951805
1,6,15,0.5123,0.1984,0.3478,0.06054681444550307,0.032229054791349084,0.04783476378353226
1,6,16,0.4668,0.846,0.2046,-0.08607828738630588,0.07492788817422509,-0.10531117153658966
1,6,17,0.4383,0.9678,0.7229,-0.12960508891831807,-0.05948102286617124,0.10121875673576804
1,6,18,0.4286,0.2088,0.7792,0.08266686199885671,-0.07765517097465703,-0.07866061913821572
1,6,19,0.4383,0.6839,0.8637,-0.05125578641831806,-0.09833830286617125,0.06617990298449769
1,6,20,0.4668,0.2301,0.1832,0.06634156511369411,0.08022385317422509,0.08690135829445704
1,6,21,0.5123,0.1458,0.0472,0.07117069944550307,0.09294273979134908,0.16215168684501602
1,6,22,0.5714,0.5527,0.908,-0.0077904299828505975,-0.05724007913014482,0.021844855050046463
1,6,23,0.6403,0.5714,0.7511,-0.005416907708968495,-0.01802996189564279,0.017847455079263965
1,7,0,0.7143,0.4582,0.5019,-9.993451473598337e-07,-1.367381224596369e-07,0.00021863772662168975
1,7,1,0.7882,0.6208,0.9363,0.009065141399263212,0.031708685371887715,0.052598111697658274
1,7,2,0.8571,0.0314,0.7857,-0.06666696882685468,0.03975255010638973,-0.12991737515955717
1,7,3,0.9163,0.8678,0.0689,0.07467373186420223,-0.088581805767594,-0.16206982171951648
1,7,4,0.9617,0.6376,0.7615,0.03449752607660059,0.06287823280201982,0.03543244494969077
1,7,5,0.9903,0.6978,0.7909,0.055101820228023346,0.07826149938992634,0.056600109657515996
1,7,6,1.0,0.5459,0.7707,0.01363656681084858,0.07524009999841212,0.012567761368644056
1,7,7,0.9903,0.0917,0.8805,-0.11219693227197662,0.1029933393899263,-0.15166776430970963
1,7,8,0.9617,0.0131,0.1636,-0.1200193864233994,-0.08505717469798019,0.16675359179293267
1,7,9,0.9163,0.9599,0.7912,0.09328023436420223,0.05734085173240601,0.1310519650398839
1,7,10,0.8571,0.181,0.0728,-0.04530034882685467,-0.062067392393610255,0.13783407013769894
1,7,11,0.7882,0.9269,0.2377,0.03169358389926321,-0.019935319628112298,-0.11561438907596971
1,7,12,0.7143,0.2097,0.584,-7.211845147372944e-06,1.9157618775446935e-06,-0.022105884800055143
1,7,13,0.6403,0.39,0.1965,0.008002157291031507,0.022996573104357217,0.033627939644812754
1,7,14,0.5714,0.3478,0.1531,0.021484657517149394,0.050616258369855165,0.05327285677133715
1,7,15,0.5123,0.0759,0.6572,0.08528875194550306,-0.030262010208650925,-0.06326948496011614
1,7,16,0.4668,0.5756,0.9943,-0.019161047386305884,-0.1205031193257749,0.03770117348119484
1,7,17,0.4383,0.8848,0.5078,-0.10669916391831807,-0.00011880036617125802,0.00016643295019895272
1,7,18,0.4286,0.4135,0.8228,0.024189189498856727,-0.09011060097465702,-0.026708698821904752
1,7,19,0.4383,0.4685,0.472,0.008189228581681914,0.009761104633828756,0.001049548416408277
1,7,20,0.4668,0.3865,0.7679,0.027636475113694114,-0.06447477932577492,-0.029094429706051087
1,7,21,0.5123,0.0093,0.6537,0.09874028694550308,-0.029555097708650915,-0.07153713628125433
1,7,22,0.5714,0.3901,0.3717,0.015441045017149393,0.01938378336985518,0.014662321899639988
1,7,23,0.6403,0.0653,0.271,0.032021839791031514,0.017485435604357214,0.10231817584018876
1,8,0,0.7143,0.4906,0.9203,-1.893451473581247e-07,1.0323261877562437e-05,-0.0031274552662645134
1,8,1,0.7882,0.0539,0.3797,-0.0328429411007368,-0.009437969628112297,0.05672022572331884
1,8,2,0.8571,0.4215,0.9723,-0.010950936326854682,0.06640369510638974,-0.03564798900229094
1,8,3,0.9163,0.4275,0.3267,-0.014277875635797774,-0.036499760767594,0.012768602933684706
1,8,4,0.9617,0.4318,0.3314,-0.016422538923399396,-0.043539259697980184,0.011679767088918443
1,8,5,0.9903,0.3201,0.3936,-0.049152822271976634,-0.03140323311007366,0.020259372293440794
1,8,6,1.0,0.8149,0.2758,0.09049659181084856,-0.0661652025015879,-0.07334413429192503
1,8,7,0.9903,0.9673,0.077,0.12949055772802337,-0.11879274811007365,-0.2018976172746486
1,8,8,0.9617,0.6972,0.2405,0.04924405607660061,-0.06603019219798018,-0.05311402586331733
1,8,9,0.9163,0.9496,0.3939,0.09119937686420224,-0.022923680767594004,-0.05122311577185391
1,8,10,0.8571,0.5733,0.9667,0.010729898673145322,0.06560387510638974,0.03450775043114405
1,8,11,0.7882,0.9082,0.9638,0.030311186399263217,0.033741622871887714,0.18714845057977209
1,8,12,0.7143,0.367,0.0969,-3.2793451473646452e-06,-1.0261738122481004e-05,0.053842849784548535
1,8,13,0.6403,0.5847,0.0012,-0.006400775208968494,0.03744389060435722,-0.043796922561742106
1,8,14,0.5714,0.0602,0.0783,0.0625755075171494,0.06130330836985517,0.18792121281300384
1,8,15,0.5123,0.457,0.9667,0.008316079445503055,-0.09277327270865093,-0.01891238382317507
1,8,16,0.4668,0.262,0.7688,0.05844711261369411,-0.06469750682577492,-0.06174303028150842
1,8,17,0.4383,0.9165,0.2005,-0.11544757141831806,0.08468831713382874,-0.12837156043775835
1,8,18,0.4286,0.9963,0.6563,-0.14230220050114328,-0.04254571347465702,0.07418617074872536
1,8,19,0.4383,0.7587,0.6731,-0.07189871641831808,-0.04573746786617126,0.043177129925554635
1,8,20,0.4668,0.7212,0.1531,-0.05519340738630587,0.08767285067422509,-0.07901138382571567
1,8,21,0.5123,0.1594,0.6707,0.06842383944550307,-0.03298867270865092,-0.05533208666870352
1,8,22,0.5714,0.8038,0.2989,-0.04366634248285059,0.02978508336985517,-0.06371374748171162
1,8,23,0.6403,0.0351,0.6921,0.03425588479103151,-0.013665436895642794,-0.08554384416997388
1,9,0,0.7143,0.2119,0.2131,-7.156845147372827e-06,-7.356738122474873e-06,0.08424165685136761
1,9,1,0.7882,0.8703,0.1433,0.02750942889926321,-0.026913839628112304,-0.135479806690299
1,9,2,0.8571,0.2375,0.9177,-0.037230736326854676,0.05860545010638973,-0.10696240661916084
1,9,3,0.9163,0.8869,0.4022,0.07853240936420224,-0.021246873267594,-0.04088214914964862
1,9,4,0.9617,0.5047,0.4596,0.0016147435766006087,-0.011819374697980172,-0.00031175319182343
1,9,5,0.9903,0.7589,0.519,0.07196694772802335,0.0032103018899263354,0.0030323695088879652
1,9,6,1.0,0.0197,0.8535,-0.13671192818915143,0.09889812999841212,-0.16561436575788038
1,9,7,0.9903,0.1355,0.1811,-0.10010703727197662,-0.09005854561007365,0.11832941034222128
1,9,8,0.9617,0.388,0.5655,-0.0272597539233994,0.014382932802019827,-0.006404455680390509
1,9,9,0.9163,0.2877,0.4264,-0.042520970635797774,-0.016357868267593997,0.017041964066814776
1,9,10,0.8571,0.3303,0.7696,-0.02397657632685468,0.03745306760638973,-0.04402162787678279
1,9,11,0.7882,0.2224,0.881,-0.0203865786007368,0.027620632871887714,-0.10303749811687428
1,9,12,0.7143,0.3186,0.2619,-4.489345147367199e-06,-6.136738122472299e-06,0.04407989681706885
1,9,13,0.6403,0.2636,0.9026,0.01735259729103151,-0.02923717439564279,-0.09271071675000433
1,9,14,0.5714,0.5529,0.8466,-0.007819004982850595,-0.048467554130144815,0.018564792826977355
1,9,15,0.5123,0.1015,0.8027,0.08011819194550307,-0.05964937270865092,-0.11714986355513646
1,9,16,0.4668,0.351,0.4848,0.03642183761369412,0.00558539317422509,0.00332164287652006
1,9,17,0.4383,0.2299,0.7811,0.07403686358168192,-0.07554276786617124,-0.07343471634477061
1,9,18,0.4286,0.3849,0.2934,0.032359494498856715,0.06112574402534298,0.02423714243063592
1,9,19,0.4383,0.8163,0.4042,-0.08779487641831807,0.028472209633828745,-0.03282092830361203
1,9,20,0.4668,0.2009,0.1005,0.07356783511369411,0.10069003567422509,0.12095165216894892
1,9,21,0.5123,0.0264,0.6305,0.09528651444550307,-0.024869277708650914,-0.058089732860268556
1,9,22,0.5714,0.3819,0.1174,0.01661262001714939,0.05571689586985517,0.04534324084272942
1,9,23,0.6403,0.2971,0.3967,0.014874434791031512,0.008186778104357214,0.02225274256783104
1,10,0,0.7143,0.588,0.2146,2.2456548526470134e-06,-7.319238122474794e-06,-0.026298372171752266
1,10,1,0.7882,0.5768,0.2783,0.005812441399263208,-0.016933964628112298,-0.01801086492835797
1,10,2,0.8571,0.4941,0.8696,-0.0005818413268546831,0.05173556760638974,-0.0014756566445673545
1,10,3,0.9163,0.0534,0.0321,-0.08985542813579778,-0.096016325767594,0.21138743541462982
1,10,4,0.9617,0.5158,0.1682,0.004361161076600608,-0.08391901969798017,-0.005978267880593753
1,10,5,0.9903,0.9486,0.6796,0.12432889022802335,0.04753991688992632,0.07757711740904039
1,10,6,1.0,0.1593,0.0101,-0.09682471818915143,-0.1420823350015879,0.16851161645756682
1,10,7,0.9903,0.3803,0.8671,-0.032536117271976625,0.09929460438992631,-0.04240280019639661
1,10,8,0.9617,0.8275,0.1759,0.08148353357660061,-0.08201384719798017,-0.10916159709680308
1,10,9,0.9163,0.1447,0.7708,-0.07141054563579778,0.05321954173240601,-0.09311577262271778
1,10,10,0.8571,0.602,0.1453,0.014828976173145315,-0.05171257989361026,-0.037592300771853895
1,10,11,0.7882,0.3405,0.263,-0.011656036100736792,-0.018065017128112298,0.038530673035310714
1,10,12,0.7143,0.2926,0.8974,-5.13934514736857e-06,9.750761877561227e-06,-0.08018004918140677
1,10,13,0.6403,0.0462,0.7718,0.03343476229103151,-0.019561244395642795,-0.11951564822612225
1,10,14,0.5714,0.6453,0.7126,-0.0210206549828506,-0.02932230413014482,0.03019477871620502
1,10,15,0.5123,0.3171,0.921,0.03657238194550306,-0.08354301520865094,-0.07489764436052265
1,10,16,0.4668,0.2095,0.5014,0.07143955011369413,0.0014773081742251032,0.001723245471794458
1,10,17,0.4383,0.1984,0.6083,0.08273007608168192,-0.027854287866171234,-0.030256312651935225
1,10,18,0.4286,0.8211,0.6168,-0.0922519405011433,-0.03126155097465703,0.03533796684374569
1,10,19,0.4383,0.8725,0.3837,-0.10330467141831808,0.03412969713382875,-0.04629274258206732
1,10,20,0.4668,0.7553,0.0614,-0.06363230488630588,0.11036630817422509,-0.11467044662424208
1,10,21,0.5123,0.467,0.9717,0.006296329445503053,-0.09378314770865093,-0.01447494810163035
1,10,22,0.5714,0.1353,0.8859,0.05184559501714938,-0.054082541630144816,-0.137358794147108
1,10,23,0.6403,0.926,0.9632,-0.0316484427089685,-0.033720059395642786,0.19501621732011762
1,11,0,0.7143,0.2177,0.0999,-7.011845147372522e-06,-1.0186738122480846e-05,0.11428452843419284
1,11,1,0.7882,0.0487,0.9785,-0.033227351100736796,0.03482832037188772,-0.21176080771672184
1,11,2,0.8571,0.5266,0.0097,0.004059971173145312,-0.07107964989361025,-0.014146850515248183
1,11,3,0.9163,0.3469,0.6041,-0.030561090635797778,0.019541974232405997,-0.014632787114587665
1,11,4,0.9617,0.2768,0.3653,-0.054773413923399406,-0.03515155219798017,0.03145047142834933
1,11,5,0.9903,0.1446,0.0094,-0.09759520977197662,-0.13745203811007364,0.17606898013769892
1,11,6,1.0,0.3441,0.9289,-0.04402273818915143,0.1204417949984121,-0.06494680459934377
1,11,7,0.9903,0.4972,0.8479,-0.00026879477197664444,0.09399492438992632,-0.00033161058384581103
1,11,8,0.9617,0.2003,0.1884,-0.07370142642339941,-0.07892103469798017,0.09501266634577821
1,11,9,0.9163,0.6781,0.3007,0.03634958936420224,-0.04175241076759399,-0.03718526105259578
1,11,10,0.8571,0.755,0.0857,0.036681201173145314,-0.06022494989361025,-0.1082957792500043
1,11,11,0.7882,0.038,0.0137,-0.034018348600736804,-0.0364945196281123,0.2271737841265201
1,11,12,0.7143,0.8802,0.5215,9.55065485266243e-06,3.532618775413959e-07,0.005398211623979414
1,11,13,0.6403,0.1431,0.4693,0.02626658479103151,0.0028161931043572137,0.013517491094253795
1,11,14,0.5714,0.2033,0.6824,0.04213009501714939,-0.025007479130144818,-0.05161190234070557
1,11,15,0.5123,0.4279,0.9755,0.014193551945503058,-0.09455065270865094,-0.03289731014050232
1,11,16,0.4668,0.5447,0.9913,-0.011514069886305874,-0.1197606943257749,0.022515443218237507
1,11,17,0.4383,0.1125,0.9839,0.10643632858168191,-0.13151049786617122,-0.18378532195706737
1,11,18,0.4286,0.6484,0.479,-0.042915868001143276,0.008104464025342983,-0.004261845754069361
1,11,19,0.4383,0.6221,0.7542,-0.03420053141831807,-0.06811904036617124,0.030588761368644038
1,11,20,0.4668,0.1787,0.4728,0.07906178011369411,0.008555093174225092,0.0110440576872416
1,11,21,0.5123,0.5587,0.4556,-0.012224778054496939,0.010456149791349078,-0.0031334123127583838
1,11,22,0.5714,0.2316,0.8901,0.03808673251714939,-0.054682616630144815,-0.10202591937957753
1,11,23,0.6403,0.0401,0.6943,0.03388600979103151,-0.013828181895642791,-0.08562795416743323
1,12,0,0.7143,0.7118,0.6152,5.340654852653546e-06,2.6957618775463394e-06,0.023035414004568842
1,12,1,0.7882,0.3491,0.5116,-0.011020281100736794,0.0003127378718877101,-0.0006306530241405174
1,12,2,0.8571,0.9244,0.7478,0.060875756173145314,0.03433948260638974,0.10247776634958919
1,12,3,0.9163,0.004,0.4022,-0.09983546313579778,-0.021246873267594,0.05197202438312574
1,12,4,0.9617,0.2768,0.0766,-0.054773413923399406,-0.10658314969798018,0.09536108919003634
1,12,5,0.9903,0.8477,0.1858,0.09647796772802335,-0.08876122811007367,-0.1123969721781039
1,12,6,1.0,0.8891,0.7665,0.11169738681084856,0.0740400549984121,0.10130089040827818
1,12,7,0.9903,0.109,0.3575,-0.10742169977197663,-0.04136773561007367,0.0583252933922721
1,12,8,0.9617,0.3301,0.4554,-0.0415856614233994,-0.012858559697980167,0.008734715840188756
1,12,9,0.9163,0.308,0.8741,-0.038419863135797774,0.074088724232406,-0.06974253018750434
1,12,10,0.8571,0.5719,0.4999,0.010529943673145312,-0.0010668348936102572,-0.0005506996425348084
1,12,11,0.7882,0.9578,0.3489,0.033977866399263215,-0.011714859628112298,-0.07283674461077666
1,12,12,0.7143,0.996,0.9119,1.244565485266854e-05,1.0113261877561995e-05,0.20138586681960952
1,12,13,0.6403,0.9224,0.2776,-0.031382132708968495,0.016997200604357214,-0.09747425106910998
1,12,14,0.5714,0.3057,0.8721,0.027499695017149387,-0.05211086663014481,-0.07020106266844946
1,12,15,0.5123,0.5812,0.7312,-0.016769215554496956,-0.04520816020865092,0.018583792472556652
1,12,16,0.4668,0.9524,0.8125,-0.11240962738630589,-0.07551216432577491,0.13859825441107293
1,12,17,0.4383,0.2906,0.9202,0.05728518108168191,-0.11393089036617124,-0.08569279290600028
1,12,18,0.4286,0.4415,0.5213,0.01619028949885672,-0.003979588474657019,-0.0007894930419250583
1,12,19,0.4383,0.5431,0.8752,-0.012398506418318083,-0.10151201536617123,0.016525223322404206
1,12,20,0.4668,0.8297,0.9815,-0.08204444488630588,-0.11733543932577492,0.1571866719199652
1,12,21,0.5123,0.4927,0.2895,0.001105571945503052,0.044004197291349086,0.0011925754895790119
1,12,22,0.5714,0.1352,0.3897,0.05185988251714939,0.016812033369855175,0.04271095529013795
1,12,23,0.6403,0.7438,0.8833,-0.018170197708968498,-0.02780945689564279,0.09233837184755664
1,13,0,0.7143,0.3827,0.2019,-2.886845147363817e-06,-7.636738122475465e-06,0.035273728624741624
1,13,1,0.7882,0.9284,0.4785,0.031804471399263214,-0.002134179628112296,-0.012420425822666918
1,13,2,0.8571,0.5407,0.1757,0.006073803673145312,-0.04737069989361026,-0.014104642594770556
1,13,3,0.9163,0.9332,0.3488,0.08788616686420224,-0.032035008267594,-0.06898189691768723
1,13,4,0.9617,0.638,0.2452,0.034596496076600605,-0.06486729469798018,-0.03665816687703684
1,13,5,0.9903,0.5378,0.085,0.010937820228023346,-0.11658454811007365,-0.016736896777951437
1,13,6,1.0,0.9603,0.7042,0.13204100681084857,0.05623938749841212,0.09096051834272946
1,13,7,0.9903,0.1349,0.6322,-0.10027265227197664,0.03445633188992632,-0.045347641781762475
1,13,8,0.9617,0.9219,0.4772,0.10484045357660061,-0.007464694697980171,-0.012783617963164873
1,13,9,0.9163,0.5586,0.7641,0.012207601864202226,0.051865974232406006,0.015513245521337126
1,13,10,0.8571,0.4245,0.1473,-0.01052246132685468,-0.05142692989361025,0.026527692285818864
1,13,11,0.7882,0.4854,0.6928,-0.0009443036007367921,0.013707947871887708,-0.0023686528958376664
1,13,12,0.7143,0.7825,0.9693,7.108154852657275e-06,1.1548261877565023e-05,0.131338933927079
1,13,13,0.6403,0.187,0.9815,0.02301908229103151,-0.0350738018956428,-0.1475369844278499
1,13,14,0.5714,0.2021,0.3285,0.04230154501714939,0.02555598336985517,0.05295858099516843
1,13,15,0.5123,0.7046,0.5142,-0.041692930554496944,-0.0013795852086509201,0.0014099889791623472
1,13,16,0.4668,0.4225,0.2015,0.01872737511369412,0.07569506067422509,0.02314631105614406
1,13,17,0.4383,0.7202,0.2964,-0.06127367891831806,0.058222314633828744,-0.04684076068547178
1,13,18,0.4286,0.1592,0.4489,0.09683634199885673,0.01670328152534297,0.01981963738363387
1,13,19,0.4383,0.805,0.0534,-0.08467635891831808,0.12528423963382873,-0.13928974156453683
1,13,20,0.4668,0.8217,0.5693,-0.08006464488630588,-0.015326244325774915,0.020036130908786344
1,13,21,0.5123,0.2952,0.5548,0.040995634445503054,-0.009579770208650914,-0.009627144046752292
1,13,22,0.5714,0.2108,0.167,0.04105853251714939,0.048630295869855164,0.09781328578048348
1,13,23,0.6403,0.0618,0.9049,0.032280752291031514,-0.029407316895642795,-0.1734718863790694
1,14,0,0.7143,0.809,0.2471,7.770654852658675e-06,-6.5067381224730805e-06,-0.08089858586585798
1,14,1,0.7882,0.8036,0.7079,0.02257863139926321,0.014824215371887708,0.061247259812495666
1,14,2,0.8571,0.0993,0.4152,-0.05696915132685467,-0.013164112393610256,0.036764009183684686
1,14,3,0.9163,0.7076,0.5821,0.04230932686420223,0.015097424232405994,0.015650518984243637
1,14,4,0.9617,0.768,0.1182,0.06676174607660061,-0.09629026969798019,-0.10500813176524822
1,14,5,0.9903,0.7275,0.831,0.06329976272802336,0.08933010188992631,0.0742169451516725
1,14,6,1.0,0.2016,0.1643,-0.08473855068915144,-0.0980235400015879,0.10174543468546315
1,14,7,0.9903,0.3559,0.6987,-0.03927112727197663,0.05281199438992632,-0.027221314876274664
1,14,8,0.9617,0.4085,0.4135,-0.022187541423399407,-0.02322566719798018,0.008417637555127795
1,14,9,0.9163,0.6651,0.5722,0.033723264364202234,0.013097376732406012,0.010821904470778208
1,14,10,0.8571,0.1923,0.5649,-0.043686426326854676,0.008216790106389734,-0.017597065374242132
1,14,11,0.7882,0.6898,0.9585,0.01416596639926321,0.03334982037188772,0.08644841598881679
1,14,12,0.7143,0.081,0.0507,-1.0429345147379733e-05,-1.141673812248344e-05,0.19051056373780054
1,14,13,0.6403,0.4146,0.9577,0.006182372291031506,-0.03331319689564279,-0.03763583171443523
1,14,14,0.5714,0.0357,0.153,0.06607594501714938,0.050630545869855166,0.16388662287270908
