country,zone,attribute,resolution,year,ArTur,baseline
Armenia,Armenia,Capacity: MW,ROR,2027,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2028,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2029,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2030,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2031,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2032,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2033,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2034,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2035,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2036,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2037,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2038,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2039,430.0,430.0
Armenia,Armenia,Capacity: MW,ROR,2040,430.0,430.0
Armenia,Armenia,Capacity: MW,Reservoir,2025,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2026,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2027,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2028,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2029,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2030,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2031,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2032,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2033,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2034,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2035,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2036,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2037,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2038,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2039,965.6,965.6
Armenia,Armenia,Capacity: MW,Reservoir,2040,561.4,561.4
Armenia,Armenia,Demand: GWh,,2025,6721.0,6721.0
Armenia,Armenia,Demand: GWh,,2026,6792.0,6792.0
Armenia,Armenia,Demand: GWh,,2027,6862.0,6862.0
Armenia,Armenia,Demand: GWh,,2028,6933.0,6933.0
Armenia,Armenia,Demand: GWh,,2029,7004.0,7004.0
Armenia,Armenia,Demand: GWh,,2030,7075.0,7075.0
Armenia,Armenia,Demand: GWh,,2031,7155.0,7155.0
Armenia,Armenia,Demand: GWh,,2032,7235.0,7235.0
Armenia,Armenia,Demand: GWh,,2033,7315.0,7315.0
Armenia,Armenia,Demand: GWh,,2034,7394.0,7394.0
Armenia,Armenia,Demand: GWh,,2035,7474.0,7474.0
Armenia,Armenia,Demand: GWh,,2036,7560.0,7560.0
Armenia,Armenia,Demand: GWh,,2037,7645.0,7645.0
Armenia,Armenia,Demand: GWh,,2038,7731.0,7731.0
Armenia,Armenia,Demand: GWh,,2039,7816.0,7816.0
Armenia,Armenia,Demand: GWh,,2040,7902.0,7902.0
Armenia,Armenia,Emissions: MtCO2,,2027,0.3,
Armenia,Armenia,Emissions: MtCO2,,2028,0.3,
Armenia,Armenia,Emissions: MtCO2,,2029,0.3,
Armenia,Armenia,Emissions: MtCO2,,2030,0.4,
Armenia,Armenia,Emissions: MtCO2,,2031,0.3,
Armenia,Armenia,Emissions: MtCO2,,2032,0.3,
Armenia,Armenia,Emissions: MtCO2,,2033,0.4,
Armenia,Armenia,Emissions: MtCO2,,2034,0.4,
Armenia,Armenia,Emissions: MtCO2,,2035,0.4,
Armenia,Armenia,Emissions: MtCO2,,2036,0.4,
Armenia,Armenia,Emissions: MtCO2,,2037,0.9,0.0
Armenia,Armenia,Emissions: MtCO2,,2038,1.0,0.0
Armenia,Armenia,Emissions: MtCO2,,2039,1.0,0.0
Armenia,Armenia,Emissions: MtCO2,,2040,1.5,0.2
Armenia,Armenia,Energy: GWh,Gas,2027,736.5,
Armenia,Armenia,Energy: GWh,Gas,2028,813.5,
Armenia,Armenia,Energy: GWh,Gas,2029,891.6,
Armenia,Armenia,Energy: GWh,Gas,2030,970.4,
Armenia,Armenia,Energy: GWh,Gas,2031,907.3,
Armenia,Armenia,Energy: GWh,Gas,2032,901.3,
Armenia,Armenia,Energy: GWh,Gas,2033,936.1,
Armenia,Armenia,Energy: GWh,Gas,2034,972.4,
Armenia,Armenia,Energy: GWh,Gas,2035,1009.2,
Armenia,Armenia,Energy: GWh,Gas,2036,1054.6,
Armenia,Armenia,Energy: GWh,Gas,2037,2494.2,51.0
Armenia,Armenia,Energy: GWh,Gas,2038,2513.1,55.6
Armenia,Armenia,Energy: GWh,Gas,2039,2545.0,60.8
Armenia,Armenia,Energy: GWh,Gas,2040,3965.2,568.7
Armenia,Armenia,Energy: GWh,Nuclear,2025,0.1,0.1
Armenia,Armenia,Energy: GWh,Nuclear,2026,0.6,0.6
Armenia,Armenia,Energy: GWh,Nuclear,2027,2306.4,3.9
Armenia,Armenia,Energy: GWh,Nuclear,2028,2294.1,9.9
Armenia,Armenia,Energy: GWh,Nuclear,2029,2300.9,16.9
Armenia,Armenia,Energy: GWh,Nuclear,2030,2249.2,24.5
Armenia,Armenia,Energy: GWh,Nuclear,2031,2245.8,27.1
Armenia,Armenia,Energy: GWh,Nuclear,2032,2251.4,30.2
Armenia,Armenia,Energy: GWh,Nuclear,2033,2238.7,33.7
Armenia,Armenia,Energy: GWh,Nuclear,2034,2282.9,37.1
Armenia,Armenia,Energy: GWh,Nuclear,2035,2288.9,41.4
Armenia,Armenia,Energy: GWh,Nuclear,2036,2294.6,46.2
Armenia,Armenia,Energy: GWh,Onshore Wind,2025,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2026,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2027,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2028,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2029,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2030,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2031,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2032,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2033,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2034,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2035,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2036,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2037,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2038,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2039,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2040,5.4,5.4
Armenia,Armenia,Energy: GWh,PV,2025,804.5,804.5
Armenia,Armenia,Energy: GWh,PV,2026,804.5,804.5
Armenia,Armenia,Energy: GWh,PV,2027,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2028,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2029,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2030,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2031,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2032,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2033,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2034,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2035,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2036,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2037,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2038,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2039,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2040,1578.7,1578.7
Armenia,Armenia,Energy: GWh,ROR,2025,3531.1,3439.1
Armenia,Armenia,Energy: GWh,ROR,2026,3513.9,3421.2
Armenia,Armenia,Energy: GWh,ROR,2027,3766.8,3028.0
Armenia,Armenia,Energy: GWh,ROR,2028,3766.8,3026.7
Armenia,Armenia,Energy: GWh,ROR,2029,3766.8,3024.5
Armenia,Armenia,Energy: GWh,ROR,2030,3766.8,3020.7
Armenia,Armenia,Energy: GWh,ROR,2031,3766.8,3036.4
Armenia,Armenia,Energy: GWh,ROR,2032,3766.8,3055.9
Armenia,Armenia,Energy: GWh,ROR,2033,3766.8,3074.7
Armenia,Armenia,Energy: GWh,ROR,2034,3766.8,3091.1
Armenia,Armenia,Energy: GWh,ROR,2035,3766.8,3105.8
Armenia,Armenia,Energy: GWh,ROR,2036,3766.8,3121.2
Armenia,Armenia,Energy: GWh,ROR,2037,3766.8,3135.9
Armenia,Armenia,Energy: GWh,ROR,2038,3766.8,3150.5
Armenia,Armenia,Energy: GWh,ROR,2039,3751.3,3164.3
Armenia,Armenia,Energy: GWh,ROR,2040,3666.2,3202.7
Armenia,Armenia,Energy: GWh,Reservoir,2025,2380.0,2472.0
Armenia,Armenia,Energy: GWh,Reservoir,2026,2468.3,2561.0
Armenia,Armenia,Energy: GWh,Reservoir,2027,7189.9,2316.0
Armenia,Armenia,Energy: GWh,Reservoir,2028,7189.9,2390.5
Armenia,Armenia,Energy: GWh,Reservoir,2029,7189.9,2465.0
Armenia,Armenia,Energy: GWh,Reservoir,2030,7189.9,2540.7
Armenia,Armenia,Energy: GWh,Reservoir,2031,7189.9,2598.6
Armenia,Armenia,Energy: GWh,Reservoir,2032,7189.9,2652.0
Armenia,Armenia,Energy: GWh,Reservoir,2033,7189.9,2706.0
Armenia,Armenia,Energy: GWh,Reservoir,2034,7189.9,2761.7
Armenia,Armenia,Energy: GWh,Reservoir,2035,7189.9,2819.7
Armenia,Armenia,Energy: GWh,Reservoir,2036,7189.9,2882.1
Armenia,Armenia,Energy: GWh,Reservoir,2037,7189.9,2944.4
Armenia,Armenia,Energy: GWh,Reservoir,2038,7189.9,3007.5
Armenia,Armenia,Energy: GWh,Reservoir,2039,7189.9,3070.3
Armenia,Armenia,Energy: GWh,Reservoir,2040,4180.2,2606.7
Armenia,Armenia,Export revenues with internal zones: $/MWh,,,-25.5,
Armenia,Armenia,Exports exchange: GWh,,2027,8722.3,
Armenia,Armenia,Exports exchange: GWh,,2028,8716.0,
Armenia,Armenia,Exports exchange: GWh,,2029,8729.7,
Armenia,Armenia,Exports exchange: GWh,,2030,8685.7,
Armenia,Armenia,Exports exchange: GWh,,2031,8540.0,
Armenia,Armenia,Exports exchange: GWh,,2032,8460.0,
Armenia,Armenia,Exports exchange: GWh,,2033,8402.5,
Armenia,Armenia,Exports exchange: GWh,,2034,8404.2,
Armenia,Armenia,Exports exchange: GWh,,2035,8367.3,
Armenia,Armenia,Exports exchange: GWh,,2036,8332.4,
Armenia,Armenia,Exports exchange: GWh,,2037,7422.9,
Armenia,Armenia,Exports exchange: GWh,,2038,7362.4,
Armenia,Armenia,Exports exchange: GWh,,2039,7332.6,
Armenia,Armenia,Exports exchange: GWh,,2040,5758.1,
Armenia,Armenia,Fixed O&M: $/MWh,,,21.7,21.7
Armenia,Armenia,Fixed O&M: $m,,2025,161.9,161.9
Armenia,Armenia,Fixed O&M: $m,,2026,161.9,161.9
Armenia,Armenia,Fixed O&M: $m,,2027,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2028,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2029,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2030,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2031,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2032,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2033,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2034,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2035,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2036,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2037,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2038,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2039,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2040,87.1,87.1
Armenia,Armenia,Fuel costs: $/MWh,,,7.3,0.2
Armenia,Armenia,Fuel costs: $m,,2027,50.7,0.0
Armenia,Armenia,Fuel costs: $m,,2028,53.1,0.1
Armenia,Armenia,Fuel costs: $m,,2029,55.7,0.2
Armenia,Armenia,Fuel costs: $m,,2030,57.8,0.3
Armenia,Armenia,Fuel costs: $m,,2031,56.0,0.3
Armenia,Armenia,Fuel costs: $m,,2032,56.0,0.4
Armenia,Armenia,Fuel costs: $m,,2033,57.2,0.4
Armenia,Armenia,Fuel costs: $m,,2034,59.1,0.4
Armenia,Armenia,Fuel costs: $m,,2035,60.6,0.5
Armenia,Armenia,Fuel costs: $m,,2036,62.3,0.6
Armenia,Armenia,Fuel costs: $m,,2037,82.2,1.7
Armenia,Armenia,Fuel costs: $m,,2038,83.3,1.8
Armenia,Armenia,Fuel costs: $m,,2039,84.9,2.0
Armenia,Armenia,Fuel costs: $m,,2040,133.1,19.1
Armenia,Armenia,Generation: GWh,,2025,6721.0,6721.0
Armenia,Armenia,Generation: GWh,,2026,6792.7,6792.7
Armenia,Armenia,Generation: GWh,,2027,15583.6,6932.0
Armenia,Armenia,Generation: GWh,,2028,15648.4,7011.2
Armenia,Armenia,Generation: GWh,,2029,15733.2,7090.5
Armenia,Armenia,Generation: GWh,,2030,15760.3,7170.0
Armenia,Armenia,Generation: GWh,,2031,15693.8,7246.1
Armenia,Armenia,Generation: GWh,,2032,15693.4,7322.2
Armenia,Armenia,Generation: GWh,,2033,15715.5,7398.5
Armenia,Armenia,Generation: GWh,,2034,15796.0,7474.0
Armenia,Armenia,Generation: GWh,,2035,15838.9,7550.9
Armenia,Armenia,Generation: GWh,,2036,15889.9,7633.6
Armenia,Armenia,Generation: GWh,,2037,15035.0,7715.3
Armenia,Armenia,Generation: GWh,,2038,15053.8,7797.7
Armenia,Armenia,Generation: GWh,,2039,15070.3,7879.5
Armenia,Armenia,Generation: GWh,,2040,13395.7,7962.1
Armenia,Armenia,Import costs with internal zones: $/MWh,,,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2036,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2037,0.7,
Armenia,Armenia,Import costs with internal zones: $m,,2038,0.5,
Armenia,Armenia,Import costs with internal zones: $m,,2039,0.6,
Armenia,Armenia,Import costs with internal zones: $m,,2040,3.3,
Armenia,Armenia,Imports exchange: GWh,,2027,0.7,
Armenia,Armenia,Imports exchange: GWh,,2028,0.6,
Armenia,Armenia,Imports exchange: GWh,,2029,0.5,
Armenia,Armenia,Imports exchange: GWh,,2030,0.4,
Armenia,Armenia,Imports exchange: GWh,,2031,1.2,
Armenia,Armenia,Imports exchange: GWh,,2032,1.7,
Armenia,Armenia,Imports exchange: GWh,,2033,2.0,
Armenia,Armenia,Imports exchange: GWh,,2034,2.2,
Armenia,Armenia,Imports exchange: GWh,,2035,2.5,
Armenia,Armenia,Imports exchange: GWh,,2036,2.5,
Armenia,Armenia,Imports exchange: GWh,,2037,33.6,
Armenia,Armenia,Imports exchange: GWh,,2038,40.3,
Armenia,Armenia,Imports exchange: GWh,,2039,79.8,
Armenia,Armenia,Imports exchange: GWh,,2040,269.7,
Armenia,Armenia,Investment costs: $/MWh,,,2.9,2.9
Armenia,Armenia,Investment costs: $m,,2027,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2028,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2029,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2030,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2031,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2032,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2033,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2034,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2035,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2036,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2037,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2038,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2039,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2040,25.8,25.8
Armenia,Armenia,New Capacity: MW,PV,2027,435.0,435.0
Armenia,Armenia,New Transmission Capacity: MW,EastAna,2027,1000.0,
Armenia,Armenia,Price: $/MWh,,2025,0.5,0.5
Armenia,Armenia,Price: $/MWh,,2026,0.6,0.6
Armenia,Armenia,Price: $/MWh,,2027,27.9,0.7
Armenia,Armenia,Price: $/MWh,,2028,28.4,1.0
Armenia,Armenia,Price: $/MWh,,2029,28.7,1.0
Armenia,Armenia,Price: $/MWh,,2030,28.5,1.1
Armenia,Armenia,Price: $/MWh,,2031,28.6,1.1
Armenia,Armenia,Price: $/MWh,,2032,25.8,1.3
Armenia,Armenia,Price: $/MWh,,2033,25.9,1.3
Armenia,Armenia,Price: $/MWh,,2034,27.8,1.4
Armenia,Armenia,Price: $/MWh,,2035,28.5,1.5
Armenia,Armenia,Price: $/MWh,,2036,30.1,1.5
Armenia,Armenia,Price: $/MWh,,2037,32.5,2.9
Armenia,Armenia,Price: $/MWh,,2038,31.8,3.0
Armenia,Armenia,Price: $/MWh,,2039,31.4,3.0
Armenia,Armenia,Price: $/MWh,,2040,36.1,14.0
Armenia,Armenia,Spinning Reserve: GWh,,2025,259.6,271.9
Armenia,Armenia,Spinning Reserve: GWh,,2026,263.5,274.8
Armenia,Armenia,Spinning Reserve: GWh,,2027,494.6,414.8
Armenia,Armenia,Spinning Reserve: GWh,,2028,498.2,432.7
Armenia,Armenia,Spinning Reserve: GWh,,2029,496.4,433.9
Armenia,Armenia,Spinning Reserve: GWh,,2030,497.1,440.0
Armenia,Armenia,Spinning Reserve: GWh,,2031,498.1,440.7
Armenia,Armenia,Spinning Reserve: GWh,,2032,498.4,442.8
Armenia,Armenia,Spinning Reserve: GWh,,2033,499.5,445.0
Armenia,Armenia,Spinning Reserve: GWh,,2034,499.5,444.9
Armenia,Armenia,Spinning Reserve: GWh,,2035,499.5,432.9
Armenia,Armenia,Spinning Reserve: GWh,,2036,495.5,436.4
Armenia,Armenia,Spinning Reserve: GWh,,2037,445.5,428.8
Armenia,Armenia,Spinning Reserve: GWh,,2038,444.2,428.5
Armenia,Armenia,Spinning Reserve: GWh,,2039,438.2,430.2
Armenia,Armenia,Spinning Reserve: GWh,,2040,445.2,718.8
Armenia,Armenia,Surplus generation: GWh,,2026,0.7,0.7
Armenia,Armenia,Surplus generation: GWh,,2027,,70.0
Armenia,Armenia,Surplus generation: GWh,,2028,,78.2
Armenia,Armenia,Surplus generation: GWh,,2029,,86.5
Armenia,Armenia,Surplus generation: GWh,,2030,,95.0
Armenia,Armenia,Surplus generation: GWh,,2031,,91.1
Armenia,Armenia,Surplus generation: GWh,,2032,,87.2
Armenia,Armenia,Surplus generation: GWh,,2033,,83.5
Armenia,Armenia,Surplus generation: GWh,,2034,,80.0
Armenia,Armenia,Surplus generation: GWh,,2035,,76.9
Armenia,Armenia,Surplus generation: GWh,,2036,,73.6
Armenia,Armenia,Surplus generation: GWh,,2037,,70.3
Armenia,Armenia,Surplus generation: GWh,,2038,,66.7
Armenia,Armenia,Surplus generation: GWh,,2039,,63.5
Armenia,Armenia,Surplus generation: GWh,,2040,,60.1
Armenia,Armenia,Total Demand: GWh,,2025,6721.0,6721.0
Armenia,Armenia,Total Demand: GWh,,2026,6792.0,6792.0
Armenia,Armenia,Total Demand: GWh,,2027,6862.0,6862.0
Armenia,Armenia,Total Demand: GWh,,2028,6933.0,6933.0
Armenia,Armenia,Total Demand: GWh,,2029,7004.0,7004.0
Armenia,Armenia,Total Demand: GWh,,2030,7075.0,7075.0
Armenia,Armenia,Total Demand: GWh,,2031,7155.0,7155.0
Armenia,Armenia,Total Demand: GWh,,2032,7235.0,7235.0
Armenia,Armenia,Total Demand: GWh,,2033,7315.0,7315.0
Armenia,Armenia,Total Demand: GWh,,2034,7394.0,7394.0
Armenia,Armenia,Total Demand: GWh,,2035,7474.0,7474.0
Armenia,Armenia,Total Demand: GWh,,2036,7560.0,7560.0
Armenia,Armenia,Total Demand: GWh,,2037,7645.0,7645.0
Armenia,Armenia,Total Demand: GWh,,2038,7731.0,7731.0
Armenia,Armenia,Total Demand: GWh,,2039,7816.0,7816.0
Armenia,Armenia,Total Demand: GWh,,2040,7902.0,7902.0
Armenia,Armenia,Trade shared benefits: $/MWh,,,-7.2,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2027,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2028,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2029,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2030,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2031,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2032,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2033,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2034,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2035,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2036,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2037,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2038,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2039,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2040,1000.0,
Armenia,Armenia,Transmission costs: $/MWh,,,1.7,
Armenia,Armenia,Transmission costs: $m,,2027,14.5,
Armenia,Armenia,Transmission costs: $m,,2028,14.5,
Armenia,Armenia,Transmission costs: $m,,2029,14.5,
Armenia,Armenia,Transmission costs: $m,,2030,14.5,
Armenia,Armenia,Transmission costs: $m,,2031,14.5,
Armenia,Armenia,Transmission costs: $m,,2032,14.5,
Armenia,Armenia,Transmission costs: $m,,2033,14.5,
Armenia,Armenia,Transmission costs: $m,,2034,14.5,
Armenia,Armenia,Transmission costs: $m,,2035,14.5,
Armenia,Armenia,Transmission costs: $m,,2036,14.5,
Armenia,Armenia,Transmission costs: $m,,2037,14.5,
Armenia,Armenia,Transmission costs: $m,,2038,14.5,
