c,f,y,value
DRC,Water,2036,0.7593713180654726
DRC,HFO,2030,1.087838664659034e-06
DRC,HFO,2036,1.480002843765609e-06
DRC,Battery,2030,5.1453853073768496e-05
DRC,Battery,2036,0.0001825317684961
DRC,Biomass,2030,0.2406333562438027
DRC,Biomass,2036,0.2404391746367086
Egypt,Diesel,2030,2.269689336633553e-09
Egypt,Diesel,2036,3.2353470259732904e-09
Egypt,Gas,2024,0.9166802436897884
Egypt,Gas,2030,0.8575751354843739
Egypt,Gas,2036,0.7269204238168816
Egypt,Solar,2024,0.0166396031231117
Egypt,Solar,2030,0.0133416886772987
Egypt,Solar,2036,0.011686191986488
Egypt,Water,2024,0.0666800463461036
Egypt,Water,2030,0.0534641520787413
Egypt,Water,2036,0.1282148468690698
Egypt,HFO,2024,1.0679327416473953e-07
Egypt,HFO,2030,1.3172428884815243e-08
Egypt,HFO,2036,1.7829263686968282e-08
Egypt,Battery,2030,7.310928816875929e-08
Egypt,Battery,2036,2.0151250955875437e-07
Egypt,Uranium,2030,0.0756187393762361
Egypt,Uranium,2036,0.1331753592488152
Egypt,Biomass,2030,1.957936799002776e-07
Egypt,Biomass,2036,2.955468109177037e-06
Ethiopia,Diesel,2024,3.615238834449892e-07
Ethiopia,Diesel,2030,9.810140883699388e-08
Ethiopia,Diesel,2036,4.191942228101439e-08
Ethiopia,Solar,2024,0.0729270141281587
Ethiopia,Solar,2030,3.723919989855732e-06
Ethiopia,Solar,2036,0.0238934315554302
Ethiopia,Water,2024,0.9019885518998604
Ethiopia,Water,2030,0.9730452669183196
Ethiopia,Water,2036,0.8929337715786697
Ethiopia,HFO,2030,1.8029044412332052e-08
Ethiopia,HFO,2036,1.4187659312336269e-08
Ethiopia,Battery,2030,1.000009181385311e-06
Ethiopia,Battery,2036,4.275910764137988e-07
Ethiopia,Geothermal,2024,0.0202278590334333
Ethiopia,Geothermal,2030,0.0269467582352204
Ethiopia,Geothermal,2036,0.0564612740222496
Ethiopia,Biomass,2024,0.0048562129470965
Ethiopia,Biomass,2030,3.13454058226492e-06
Ethiopia,Biomass,2036,0.0267110390303877
Libya,Diesel,2030,1.24624220680993e-08
Libya,Diesel,2036,1.5231279870457563e-08
Libya,Gas,2024,0.9985228243704806
Libya,Gas,2030,0.998972936776022
Libya,Gas,2036,0.9992232337317872
Libya,Solar,2024,0.0014771753585719
Libya,Solar,2030,0.0010265280538448
Libya,Solar,2036,0.0007752627308735
Libya,HFO,2030,2.00500971312592e-08
Libya,HFO,2036,2.5092425946970077e-08
Libya,Battery,2030,5.024695862477398e-07
Libya,Battery,2036,1.4630718330328304e-06
Rwanda,Diesel,2024,7.652909016727297e-06
Rwanda,Diesel,2030,1.2096312507426517e-06
Rwanda,Diesel,2036,7.802812024465259e-07
Rwanda,Gas,2024,0.0067791845235861
Rwanda,Gas,2030,0.0642459150067156
Rwanda,Gas,2036,0.0001584575903535
Rwanda,Solar,2024,0.032722788955628
Rwanda,Solar,2030,0.0171261997228893
Rwanda,Solar,2036,0.0115019281248433
Rwanda,Water,2024,0.9604205233384394
Rwanda,Water,2030,0.5129473073274169
Rwanda,Water,2036,0.8695554508888714
Rwanda,Peat,2024,4.089501852018538e-05
Rwanda,Peat,2030,0.2713397420683203
Rwanda,Peat,2036,0.0262506822558945
Rwanda,HFO,2024,7.090176713783519e-06
Rwanda,HFO,2030,1.3897886739478071e-06
Rwanda,HFO,2036,1.3041526311986967e-06
Rwanda,Battery,2030,2.8916039120294476e-05
Rwanda,Battery,2036,7.157722679737658e-05
Rwanda,Biomass,2030,0.1343040804161673
Rwanda,Biomass,2036,0.0924576072283675
Rwanda,Methane,2024,2.1851429241504995e-05
Rwanda,Methane,2030,5.232875566037524e-06
Rwanda,Methane,2036,2.2073468230945646e-06
Somalia,Diesel,2030,4.677707503317692e-06
Somalia,Diesel,2036,4.437484082746798e-06
Somalia,Gas,2030,0.8646583071772054
Somalia,Gas,2036,0.8539681990716086
Somalia,Solar,2030,1.150774413567467e-05
Somalia,Solar,2036,0.0488434593381499
Somalia,Water,2030,1.9417484130162457e-05
Somalia,Water,2036,0.0820340642589481
Somalia,HFO,2030,3.387105061387579e-06
Somalia,HFO,2036,0.0018800928323742
Somalia,Battery,2030,0.1353026903112575
Somalia,Battery,2036,0.0132697441768087
SouthSudan,Diesel,2024,0.9999999850779064
SouthSudan,Diesel,2030,0.0059590687111518
SouthSudan,Diesel,2036,3.157295236072505e-06
SouthSudan,Solar,2030,0.0093914911949276
SouthSudan,Solar,2036,0.0095070880513855
SouthSudan,Water,2030,0.921497270685364
SouthSudan,Water,2036,0.9848704700769044
SouthSudan,HFO,2030,0.0593424111491217
SouthSudan,HFO,2036,1.0724823224238514e-05
SouthSudan,Battery,2030,0.0038097559304918
SouthSudan,Battery,2036,0.0056085573956929
Sudan,Diesel,2030,1.5749915816772525e-07
Sudan,Diesel,2036,2.6933156205918e-08
Sudan,Gas,2024,0.0705756543357279
Sudan,Gas,2030,0.0474451929282011
Sudan,Gas,2036,0.0375989239256353
Sudan,Solar,2030,2.21639119290324e-07
Sudan,Solar,2036,1.5599356712094384e-07
Sudan,Water,2024,0.5532723291431594
Sudan,Water,2030,0.5619759049869296
Sudan,Water,2036,0.8040165252564175
Sudan,HFO,2024,0.0972341273387079
Sudan,HFO,2030,0.0564730266629614
Sudan,HFO,2036,1.7814728631018685e-07
Sudan,Battery,2030,0.0070191519559705
Sudan,Battery,2036,0.0059472140225123
Sudan,Biomass,2030,0.0587479233160831
Sudan,Biomass,2036,0.0466328333739025
Sudan,Coal,2024,0.177922180512218
Sudan,Coal,2030,0.1274539428467998
Sudan,Coal,2036,0.1058040764161535
Sudan,LFO,2024,0.100995708173135
Sudan,LFO,2030,0.1408844778266446
Sudan,LFO,2036,6.56629671160172e-08
Tanzania,Diesel,2024,2.7746363697471684e-06
Tanzania,Diesel,2030,2.059203597849627e-07
Tanzania,Diesel,2036,1.2733866005093718e-07
Tanzania,Gas,2024,0.4957752646495786
Tanzania,Gas,2030,0.0450837072360584
Tanzania,Gas,2036,0.0117094412038036
Tanzania,Solar,2030,0.0246165867842905
Tanzania,Solar,2036,0.0121290257234393
Tanzania,Water,2024,0.4907608093689722
Tanzania,Water,2030,0.905765194630766
Tanzania,Water,2036,0.9640715437575694
Tanzania,HFO,2024,7.154621533938705e-07
Tanzania,HFO,2030,7.587914987550196e-08
Tanzania,HFO,2036,5.4192756304013686e-08
Tanzania,Battery,2030,7.877847451755988e-07
Tanzania,Battery,2036,1.5319534335274428e-06
Tanzania,Geothermal,2030,6.351323871798248e-07
Tanzania,Geothermal,2036,3.8694283932064514e-07
Tanzania,Biomass,2024,0.0134604346564926
Tanzania,Biomass,2030,0.0245311061224656
Tanzania,Biomass,2036,0.0120868385701262
Tanzania,Coal,2030,1.7001082410668726e-06
Tanzania,Coal,2036,1.0501195292622375e-06
Uganda,Diesel,2030,5.4707398235118243e-08
Uganda,Diesel,2036,5.6010798850294454e-08
Uganda,Gas,2030,2.9938701826914903e-05
Uganda,Gas,2036,1.0818792266317964e-05
Uganda,Solar,2024,0.013012656857313
Uganda,Solar,2030,0.0131402258194458
Uganda,Solar,2036,0.0094139001748912
Uganda,Water,2024,0.9301660329235004
Uganda,Water,2030,0.8096844235003746
Uganda,Water,2036,0.8703283328301762
Uganda,HFO,2024,1.5403482250958835e-06
Uganda,HFO,2030,3.4663409985070057e-07
Uganda,HFO,2036,3.369289198053249e-07
Uganda,Battery,2030,3.957303610549868e-06
Uganda,Battery,2036,7.400672303448346e-06
Uganda,Geothermal,2030,0.0086292320506469
Uganda,Geothermal,2036,0.0061821849265235
Uganda,Biomass,2024,0.0568197686767845
Uganda,Biomass,2030,0.1685118202777352
Uganda,Biomass,2036,0.1140569689442009
