country,zone,attribute,resolution,year,ArTur,baseline
Armenia,Armenia,Energy: GWh,Onshore Wind,2031,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2032,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2033,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2034,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2035,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2036,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2037,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2038,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2039,5.4,5.4
Armenia,Armenia,Energy: GWh,Onshore Wind,2040,5.4,5.4
Armenia,Armenia,Energy: GWh,PV,2025,804.5,804.5
Armenia,Armenia,Energy: GWh,PV,2026,804.5,804.5
Armenia,Armenia,Energy: GWh,PV,2027,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2028,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2029,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2030,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2031,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2032,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2033,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2034,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2035,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2036,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2037,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2038,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2039,1578.7,1578.7
Armenia,Armenia,Energy: GWh,PV,2040,1578.7,1578.7
Armenia,Armenia,Energy: GWh,ROR,2025,3424.0,1721.7
Armenia,Armenia,Energy: GWh,ROR,2026,3409.6,1764.3
Armenia,Armenia,Energy: GWh,ROR,2027,3766.8,1642.2
Armenia,Armenia,Energy: GWh,ROR,2028,3766.8,1658.1
Armenia,Armenia,Energy: GWh,ROR,2029,3766.8,1696.4
Armenia,Armenia,Energy: GWh,ROR,2030,3766.8,1710.5
Armenia,Armenia,Energy: GWh,ROR,2031,3766.8,1735.5
Armenia,Armenia,Energy: GWh,ROR,2032,3766.8,1735.9
Armenia,Armenia,Energy: GWh,ROR,2033,3766.8,1750.5
Armenia,Armenia,Energy: GWh,ROR,2034,3766.8,1750.5
Armenia,Armenia,Energy: GWh,ROR,2035,3766.8,1808.2
Armenia,Armenia,Energy: GWh,ROR,2036,3766.8,1831.8
Armenia,Armenia,Energy: GWh,ROR,2037,3766.8,1870.5
Armenia,Armenia,Energy: GWh,ROR,2038,3766.8,1889.0
Armenia,Armenia,Energy: GWh,ROR,2039,3734.8,1890.2
Armenia,Armenia,Energy: GWh,ROR,2040,3666.2,2662.5
Armenia,Armenia,Energy: GWh,Reservoir,2025,2487.1,4189.4
Armenia,Armenia,Energy: GWh,Reservoir,2026,2572.6,4217.9
Armenia,Armenia,Energy: GWh,Reservoir,2027,7189.9,3701.8
Armenia,Armenia,Energy: GWh,Reservoir,2028,7189.9,3759.1
Armenia,Armenia,Energy: GWh,Reservoir,2029,7189.9,3793.1
Armenia,Armenia,Energy: GWh,Reservoir,2030,7189.9,3850.9
Armenia,Armenia,Energy: GWh,Reservoir,2031,7189.9,3899.5
Armenia,Armenia,Energy: GWh,Reservoir,2032,7189.9,3972.0
Armenia,Armenia,Energy: GWh,Reservoir,2033,7189.9,4030.2
Armenia,Armenia,Energy: GWh,Reservoir,2034,7189.9,4102.3
Armenia,Armenia,Energy: GWh,Reservoir,2035,7189.9,4117.3
Armenia,Armenia,Energy: GWh,Reservoir,2036,7189.9,4171.5
Armenia,Armenia,Energy: GWh,Reservoir,2037,7189.9,4209.7
Armenia,Armenia,Energy: GWh,Reservoir,2038,7189.9,4269.0
Armenia,Armenia,Energy: GWh,Reservoir,2039,7189.9,4344.4
Armenia,Armenia,Energy: GWh,Reservoir,2040,4180.2,3146.9
Armenia,Armenia,Export revenues with internal zones: $/MWh,,,-25.1,
Armenia,Armenia,Exports exchange: GWh,,2027,8682.3,
Armenia,Armenia,Exports exchange: GWh,,2028,8673.9,
Armenia,Armenia,Exports exchange: GWh,,2029,8708.4,
Armenia,Armenia,Exports exchange: GWh,,2030,8684.0,
Armenia,Armenia,Exports exchange: GWh,,2031,8522.9,
Armenia,Armenia,Exports exchange: GWh,,2032,8414.4,
Armenia,Armenia,Exports exchange: GWh,,2033,8356.9,
Armenia,Armenia,Exports exchange: GWh,,2034,8360.7,
Armenia,Armenia,Exports exchange: GWh,,2035,8329.6,
Armenia,Armenia,Exports exchange: GWh,,2036,8329.3,
Armenia,Armenia,Exports exchange: GWh,,2037,7911.0,
Armenia,Armenia,Exports exchange: GWh,,2038,7353.8,
Armenia,Armenia,Exports exchange: GWh,,2039,7321.6,
Armenia,Armenia,Exports exchange: GWh,,2040,5721.4,
Armenia,Armenia,Fixed O&M: $/MWh,,,21.7,21.7
Armenia,Armenia,Fixed O&M: $m,,2025,161.9,161.9
Armenia,Armenia,Fixed O&M: $m,,2026,161.9,161.9
Armenia,Armenia,Fixed O&M: $m,,2027,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2028,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2029,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2030,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2031,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2032,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2033,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2034,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2035,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2036,168.4,168.4
Armenia,Armenia,Fixed O&M: $m,,2037,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2038,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2039,107.3,107.3
Armenia,Armenia,Fixed O&M: $m,,2040,87.1,87.1
Armenia,Armenia,Fuel costs: $/MWh,,,7.4,0.2
Armenia,Armenia,Fuel costs: $m,,2027,50.2,0.0
Armenia,Armenia,Fuel costs: $m,,2028,52.5,0.1
Armenia,Armenia,Fuel costs: $m,,2029,55.5,0.2
Armenia,Armenia,Fuel costs: $m,,2030,57.8,0.3
Armenia,Armenia,Fuel costs: $m,,2031,55.4,0.3
Armenia,Armenia,Fuel costs: $m,,2032,55.5,0.4
Armenia,Armenia,Fuel costs: $m,,2033,56.5,0.4
Armenia,Armenia,Fuel costs: $m,,2034,58.5,0.4
Armenia,Armenia,Fuel costs: $m,,2035,60.1,0.5
Armenia,Armenia,Fuel costs: $m,,2036,62.2,0.6
Armenia,Armenia,Fuel costs: $m,,2037,98.2,1.7
Armenia,Armenia,Fuel costs: $m,,2038,83.0,1.8
Armenia,Armenia,Fuel costs: $m,,2039,84.9,2.0
Armenia,Armenia,Fuel costs: $m,,2040,132.1,19.1
Armenia,Armenia,Generation: GWh,,2025,6721.0,6721.0
Armenia,Armenia,Generation: GWh,,2026,6792.7,6792.7
Armenia,Armenia,Generation: GWh,,2027,15543.6,6932.0
Armenia,Armenia,Generation: GWh,,2028,15606.3,7011.2
Armenia,Armenia,Generation: GWh,,2029,15711.9,7090.5
Armenia,Armenia,Generation: GWh,,2030,15758.5,7170.0
Armenia,Armenia,Generation: GWh,,2031,15676.4,7246.1
Armenia,Armenia,Generation: GWh,,2032,15647.6,7322.2
Armenia,Armenia,Generation: GWh,,2033,15667.5,7398.5
Armenia,Armenia,Generation: GWh,,2034,15752.1,7474.0
Armenia,Armenia,Generation: GWh,,2035,15800.4,7550.9
Armenia,Armenia,Generation: GWh,,2036,15886.7,7633.6
Armenia,Armenia,Generation: GWh,,2037,15523.0,7715.3
Armenia,Armenia,Generation: GWh,,2038,15045.9,7797.7
Armenia,Armenia,Generation: GWh,,2039,15054.7,7879.5
Armenia,Armenia,Generation: GWh,,2040,13364.1,7962.1
Armenia,Armenia,Import costs with internal zones: $/MWh,,,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2033,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2034,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2035,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2036,0.0,
Armenia,Armenia,Import costs with internal zones: $m,,2037,0.6,
Armenia,Armenia,Import costs with internal zones: $m,,2038,0.5,
Armenia,Armenia,Import costs with internal zones: $m,,2039,0.5,
Armenia,Armenia,Import costs with internal zones: $m,,2040,3.0,
Armenia,Armenia,Imports exchange: GWh,,2027,0.7,
Armenia,Armenia,Imports exchange: GWh,,2028,0.6,
Armenia,Armenia,Imports exchange: GWh,,2029,0.5,
Armenia,Armenia,Imports exchange: GWh,,2030,0.5,
Armenia,Armenia,Imports exchange: GWh,,2031,1.5,
Armenia,Armenia,Imports exchange: GWh,,2032,1.8,
Armenia,Armenia,Imports exchange: GWh,,2033,4.5,
Armenia,Armenia,Imports exchange: GWh,,2034,2.6,
Armenia,Armenia,Imports exchange: GWh,,2035,3.3,
Armenia,Armenia,Imports exchange: GWh,,2036,2.7,
Armenia,Armenia,Imports exchange: GWh,,2037,33.7,
Armenia,Armenia,Imports exchange: GWh,,2038,39.7,
Armenia,Armenia,Imports exchange: GWh,,2039,84.6,
Armenia,Armenia,Imports exchange: GWh,,2040,264.5,
Armenia,Armenia,Investment costs: $/MWh,,,2.9,2.9
Armenia,Armenia,Investment costs: $m,,2027,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2028,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2029,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2030,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2031,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2032,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2033,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2034,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2035,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2036,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2037,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2038,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2039,25.8,25.8
Armenia,Armenia,Investment costs: $m,,2040,25.8,25.8
Armenia,Armenia,New Capacity: MW,PV,2027,435.0,435.0
Armenia,Armenia,New Transmission Capacity: MW,EastAna,2027,1000.0,
Armenia,Armenia,Price: $/MWh,,2025,0.5,0.5
Armenia,Armenia,Price: $/MWh,,2026,0.6,0.6
Armenia,Armenia,Price: $/MWh,,2027,27.9,0.7
Armenia,Armenia,Price: $/MWh,,2028,28.3,1.0
Armenia,Armenia,Price: $/MWh,,2029,28.7,1.0
Armenia,Armenia,Price: $/MWh,,2030,28.5,1.1
Armenia,Armenia,Price: $/MWh,,2031,28.3,1.1
Armenia,Armenia,Price: $/MWh,,2032,25.7,1.3
Armenia,Armenia,Price: $/MWh,,2033,25.8,1.3
Armenia,Armenia,Price: $/MWh,,2034,26.0,1.4
Armenia,Armenia,Price: $/MWh,,2035,26.0,1.5
Armenia,Armenia,Price: $/MWh,,2036,29.5,1.5
Armenia,Armenia,Price: $/MWh,,2037,32.3,2.9
Armenia,Armenia,Price: $/MWh,,2038,31.6,3.0
Armenia,Armenia,Price: $/MWh,,2039,31.2,3.0
Armenia,Armenia,Price: $/MWh,,2040,36.1,14.0
Armenia,Armenia,Spinning Reserve: GWh,,2025,284.1,418.0
Armenia,Armenia,Spinning Reserve: GWh,,2026,286.1,422.5
Armenia,Armenia,Spinning Reserve: GWh,,2027,531.0,1030.7
Armenia,Armenia,Spinning Reserve: GWh,,2028,539.5,1018.8
Armenia,Armenia,Spinning Reserve: GWh,,2029,521.2,1021.2
Armenia,Armenia,Spinning Reserve: GWh,,2030,535.4,1030.5
Armenia,Armenia,Spinning Reserve: GWh,,2031,538.3,1024.7
Armenia,Armenia,Spinning Reserve: GWh,,2032,545.9,1015.7
Armenia,Armenia,Spinning Reserve: GWh,,2033,575.1,1012.4
Armenia,Armenia,Spinning Reserve: GWh,,2034,563.1,983.7
Armenia,Armenia,Spinning Reserve: GWh,,2035,568.2,981.0
Armenia,Armenia,Spinning Reserve: GWh,,2036,562.3,963.5
Armenia,Armenia,Spinning Reserve: GWh,,2037,538.9,964.4
Armenia,Armenia,Spinning Reserve: GWh,,2038,543.0,961.6
Armenia,Armenia,Spinning Reserve: GWh,,2039,538.6,953.7
Armenia,Armenia,Spinning Reserve: GWh,,2040,518.9,927.5
Armenia,Armenia,Surplus generation: GWh,,2026,0.7,0.7
Armenia,Armenia,Surplus generation: GWh,,2027,,70.0
Armenia,Armenia,Surplus generation: GWh,,2028,,78.2
Armenia,Armenia,Surplus generation: GWh,,2029,,86.5
Armenia,Armenia,Surplus generation: GWh,,2030,,95.0
Armenia,Armenia,Surplus generation: GWh,,2031,,91.1
Armenia,Armenia,Surplus generation: GWh,,2032,,87.2
Armenia,Armenia,Surplus generation: GWh,,2033,,83.5
Armenia,Armenia,Surplus generation: GWh,,2034,,80.0
Armenia,Armenia,Surplus generation: GWh,,2035,,76.9
Armenia,Armenia,Surplus generation: GWh,,2036,,73.6
Armenia,Armenia,Surplus generation: GWh,,2037,,70.3
Armenia,Armenia,Surplus generation: GWh,,2038,,66.7
Armenia,Armenia,Surplus generation: GWh,,2039,,63.5
Armenia,Armenia,Surplus generation: GWh,,2040,,60.1
Armenia,Armenia,Total Demand: GWh,,2025,6721.0,6721.0
Armenia,Armenia,Total Demand: GWh,,2026,6792.0,6792.0
Armenia,Armenia,Total Demand: GWh,,2027,6862.0,6862.0
Armenia,Armenia,Total Demand: GWh,,2028,6933.0,6933.0
Armenia,Armenia,Total Demand: GWh,,2029,7004.0,7004.0
Armenia,Armenia,Total Demand: GWh,,2030,7075.0,7075.0
Armenia,Armenia,Total Demand: GWh,,2031,7155.0,7155.0
Armenia,Armenia,Total Demand: GWh,,2032,7235.0,7235.0
Armenia,Armenia,Total Demand: GWh,,2033,7315.0,7315.0
Armenia,Armenia,Total Demand: GWh,,2034,7394.0,7394.0
Armenia,Armenia,Total Demand: GWh,,2035,7474.0,7474.0
Armenia,Armenia,Total Demand: GWh,,2036,7560.0,7560.0
Armenia,Armenia,Total Demand: GWh,,2037,7645.0,7645.0
Armenia,Armenia,Total Demand: GWh,,2038,7731.0,7731.0
Armenia,Armenia,Total Demand: GWh,,2039,7816.0,7816.0
Armenia,Armenia,Total Demand: GWh,,2040,7902.0,7902.0
Armenia,Armenia,Trade shared benefits: $/MWh,,,-7.5,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2027,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2028,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2029,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2030,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2031,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2032,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2033,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2034,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2035,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2036,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2037,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2038,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2039,1000.0,
Armenia,Armenia,Transmission Capacity: MW,EastAna,2040,1000.0,
Armenia,Armenia,Transmission costs: $/MWh,,,1.7,
Armenia,Armenia,Transmission costs: $m,,2027,14.5,
Armenia,Armenia,Transmission costs: $m,,2028,14.5,
Armenia,Armenia,Transmission costs: $m,,2029,14.5,
Armenia,Armenia,Transmission costs: $m,,2030,14.5,
Armenia,Armenia,Transmission costs: $m,,2031,14.5,
Armenia,Armenia,Transmission costs: $m,,2032,14.5,
Armenia,Armenia,Transmission costs: $m,,2033,14.5,
Armenia,Armenia,Transmission costs: $m,,2034,14.5,
