c,z,y,uni,value
Armenia,Armenia,2034,Total Demand: GWh,7393.999999999999
Armenia,Armenia,2034,Total production: GWh,7474.033860642177
Armenia,Armenia,2035,Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Surplus generation: GWh,76.94828222570368
Armenia,Armenia,2035,Total Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Total production: GWh,7550.948282225696
Armenia,Armenia,2036,Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Surplus generation: GWh,73.59954823667236
Armenia,Armenia,2036,Total Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Total production: GWh,7633.599548236667
Armenia,Armenia,2037,Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Surplus generation: GWh,70.33779283232093
Armenia,Armenia,2037,Total Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Total production: GWh,7715.337792832321
Armenia,Armenia,2038,Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Surplus generation: GWh,66.74354260900438
Armenia,Armenia,2038,Total Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Total production: GWh,7797.743542608998
Armenia,Armenia,2039,Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Surplus generation: GWh,63.48894255794367
Armenia,Armenia,2039,Total Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Total production: GWh,7879.488942557931
Armenia,Armenia,2040,Demand: GWh,7902.000000000007
Armenia,Armenia,2040,Surplus generation: GWh,60.1483127761182
Armenia,Armenia,2040,Total Demand: GWh,7902.000000000007
Armenia,Armenia,2040,Total production: GWh,7962.148312776115
Azerbaijan,AzerbaijanMain,2025,Demand: GWh,26660.53999999996
Azerbaijan,AzerbaijanMain,2025,Exports exchange: GWh,4438.376175158579
Azerbaijan,AzerbaijanMain,2025,Net interchange Ratio: GWh,-0.1664773547406986
Azerbaijan,AzerbaijanMain,2025,Net interchange: GWh,-4438.376175158579
Azerbaijan,AzerbaijanMain,2025,Total Demand: GWh,26660.53999999996
Azerbaijan,AzerbaijanMain,2025,Total production: GWh,31098.9161751586
Azerbaijan,AzerbaijanMain,2026,Demand: GWh,27164.82999999997
Azerbaijan,AzerbaijanMain,2026,Exports exchange: GWh,3917.630508198904
Azerbaijan,AzerbaijanMain,2026,Imports exchange: GWh,39.16841185550662
Azerbaijan,AzerbaijanMain,2026,Net interchange Ratio: GWh,-0.1427751285888187
Azerbaijan,AzerbaijanMain,2026,Net interchange: GWh,-3878.462096343397
Azerbaijan,AzerbaijanMain,2026,Total Demand: GWh,27164.82999999997
Azerbaijan,AzerbaijanMain,2026,Total production: GWh,31044.066020802227
Azerbaijan,AzerbaijanMain,2027,Demand: GWh,27678.66000000001
Azerbaijan,AzerbaijanMain,2027,Exports exchange: GWh,3835.9039896524514
Azerbaijan,AzerbaijanMain,2027,Imports exchange: GWh,0.3382841620828475
Azerbaijan,AzerbaijanMain,2027,Net interchange Ratio: GWh,-0.1385748336621197
Azerbaijan,AzerbaijanMain,2027,Net interchange: GWh,-3835.5657054903686
Azerbaijan,AzerbaijanMain,2027,Total Demand: GWh,27678.66000000001
Azerbaijan,AzerbaijanMain,2027,Total production: GWh,31514.23238961097
Azerbaijan,AzerbaijanMain,2028,Demand: GWh,28202.19000000001
Azerbaijan,AzerbaijanMain,2028,Exports exchange: GWh,4606.976795852493
Azerbaijan,AzerbaijanMain,2028,Net interchange Ratio: GWh,-0.163355285382181
Azerbaijan,AzerbaijanMain,2028,Net interchange: GWh,-4606.976795852493
Azerbaijan,AzerbaijanMain,2028,Total Demand: GWh,28202.19000000001
Azerbaijan,AzerbaijanMain,2028,Total production: GWh,32809.16679585251
Azerbaijan,AzerbaijanMain,2029,Demand: GWh,28735.639999999938
Azerbaijan,AzerbaijanMain,2029,Exports exchange: GWh,888.3753921799528
Azerbaijan,AzerbaijanMain,2029,Imports exchange: GWh,803.544091164926
Azerbaijan,AzerbaijanMain,2029,Net interchange Ratio: GWh,-0.0029521284723439
Azerbaijan,AzerbaijanMain,2029,Net interchange: GWh,-84.83130101502672
Azerbaijan,AzerbaijanMain,2029,Total Demand: GWh,28735.639999999938
Azerbaijan,AzerbaijanMain,2029,Total production: GWh,28836.34844273309
Azerbaijan,AzerbaijanMain,2030,Demand: GWh,29279.180000000066
Azerbaijan,AzerbaijanMain,2030,Exports exchange: GWh,584.1886197538773
Azerbaijan,AzerbaijanMain,2030,Imports exchange: GWh,2467.7015078759227
Azerbaijan,AzerbaijanMain,2030,Net interchange Ratio: GWh,0.0643294275359501
Azerbaijan,AzerbaijanMain,2030,Net interchange: GWh,1883.5128881220453
Azerbaijan,AzerbaijanMain,2030,Total Demand: GWh,29279.180000000066
Azerbaijan,AzerbaijanMain,2030,Total production: GWh,27444.42616192808
Azerbaijan,AzerbaijanMain,2031,Demand: GWh,29833.000000000007
Azerbaijan,AzerbaijanMain,2031,Exports exchange: GWh,545.1197703950272
Azerbaijan,AzerbaijanMain,2031,Imports exchange: GWh,3007.019841360353
Azerbaijan,AzerbaijanMain,2031,Net interchange Ratio: GWh,0.0825227121296995
Azerbaijan,AzerbaijanMain,2031,Net interchange: GWh,2461.9000709653264
Azerbaijan,AzerbaijanMain,2031,Total Demand: GWh,29833.000000000007
Azerbaijan,AzerbaijanMain,2031,Total production: GWh,27430.51531232901
Azerbaijan,AzerbaijanMain,2032,Demand: GWh,30397.300000000025
Azerbaijan,AzerbaijanMain,2032,Imports exchange: GWh,3831.676711606319
Azerbaijan,AzerbaijanMain,2032,Net interchange Ratio: GWh,0.12605319260613
Azerbaijan,AzerbaijanMain,2032,Net interchange: GWh,3831.676711606319
Azerbaijan,AzerbaijanMain,2032,Total Demand: GWh,30397.300000000025
Azerbaijan,AzerbaijanMain,2032,Total production: GWh,26641.33297854893
Azerbaijan,AzerbaijanMain,2033,Demand: GWh,30972.26000000001
Azerbaijan,AzerbaijanMain,2033,Imports exchange: GWh,3562.3321356334923
Azerbaijan,AzerbaijanMain,2033,Net interchange Ratio: GWh,0.1150168613989903
Azerbaijan,AzerbaijanMain,2033,Net interchange: GWh,3562.3321356334923
Azerbaijan,AzerbaijanMain,2033,Total Demand: GWh,30972.26000000001
Azerbaijan,AzerbaijanMain,2033,Total production: GWh,27480.31560386494
Azerbaijan,AzerbaijanMain,2034,Demand: GWh,31558.099999999995
Azerbaijan,AzerbaijanMain,2034,Exports exchange: GWh,99.61711990461797
Azerbaijan,AzerbaijanMain,2034,Imports exchange: GWh,3275.841960430586
Azerbaijan,AzerbaijanMain,2034,Net interchange Ratio: GWh,0.1006468970098316
Azerbaijan,AzerbaijanMain,2034,Net interchange: GWh,3176.224840525968
Azerbaijan,AzerbaijanMain,2034,Total Demand: GWh,31558.099999999995
Azerbaijan,AzerbaijanMain,2034,Total production: GWh,28446.60217025508
Azerbaijan,AzerbaijanMain,2035,Demand: GWh,32155.03000000001
Azerbaijan,AzerbaijanMain,2035,Exports exchange: GWh,299.838641121932
Azerbaijan,AzerbaijanMain,2035,Imports exchange: GWh,3089.596426289905
Azerbaijan,AzerbaijanMain,2035,Net interchange Ratio: GWh,0.0867596076000542
Azerbaijan,AzerbaijanMain,2035,Net interchange: GWh,2789.757785167973
Azerbaijan,AzerbaijanMain,2035,Total Demand: GWh,32155.03000000001
Azerbaijan,AzerbaijanMain,2035,Total production: GWh,29426.31922003228
Azerbaijan,AzerbaijanMain,2036,Demand: GWh,32763.250000000025
Azerbaijan,AzerbaijanMain,2036,Exports exchange: GWh,539.1104233971723
Azerbaijan,AzerbaijanMain,2036,Imports exchange: GWh,1754.3831307697965
Azerbaijan,AzerbaijanMain,2036,Net interchange Ratio: GWh,0.0370925566716556
Azerbaijan,AzerbaijanMain,2036,Net interchange: GWh,1215.2727073726242
Azerbaijan,AzerbaijanMain,2036,Total Demand: GWh,32763.250000000025
Azerbaijan,AzerbaijanMain,2036,Total production: GWh,31582.64196118932
Azerbaijan,AzerbaijanMain,2037,Demand: GWh,33382.96
Azerbaijan,AzerbaijanMain,2037,Exports exchange: GWh,694.1109386345541
Azerbaijan,AzerbaijanMain,2037,Imports exchange: GWh,1584.7559805425076
Azerbaijan,AzerbaijanMain,2037,Net interchange Ratio: GWh,0.0266796306231668
Azerbaijan,AzerbaijanMain,2037,Net interchange: GWh,890.6450419079534
Azerbaijan,AzerbaijanMain,2037,Total Demand: GWh,33382.96
Azerbaijan,AzerbaijanMain,2037,Total production: GWh,32523.62798194272
Azerbaijan,AzerbaijanMain,2038,Demand: GWh,34014.40000000001
Azerbaijan,AzerbaijanMain,2038,Exports exchange: GWh,845.4587389286
Azerbaijan,AzerbaijanMain,2038,Imports exchange: GWh,2618.501963449672
Azerbaijan,AzerbaijanMain,2038,Net interchange Ratio: GWh,0.0521262531316463
Azerbaijan,AzerbaijanMain,2038,Net interchange: GWh,1773.0432245210716
Azerbaijan,AzerbaijanMain,2038,Total Demand: GWh,34014.40000000001
Azerbaijan,AzerbaijanMain,2038,Total production: GWh,32177.93940769511
Azerbaijan,AzerbaijanMain,2038,Unmet demand: GWh,115.15606789996068
Azerbaijan,AzerbaijanMain,2039,Demand: GWh,34657.780000000086
Azerbaijan,AzerbaijanMain,2039,Exports exchange: GWh,488.7229354256888
Azerbaijan,AzerbaijanMain,2039,Imports exchange: GWh,2505.784959994912
Azerbaijan,AzerbaijanMain,2039,Net interchange Ratio: GWh,0.0581994006704762
Azerbaijan,AzerbaijanMain,2039,Net interchange: GWh,2017.0620245692223
Azerbaijan,AzerbaijanMain,2039,Total Demand: GWh,34657.780000000086
Azerbaijan,AzerbaijanMain,2039,Total production: GWh,31623.68377897202
Azerbaijan,AzerbaijanMain,2039,Unmet demand: GWh,1066.5457333643312
Azerbaijan,AzerbaijanMain,2040,Demand: GWh,35313.34999999994
Azerbaijan,AzerbaijanMain,2040,Exports exchange: GWh,521.0380789335533
Azerbaijan,AzerbaijanMain,2040,Imports exchange: GWh,2271.673794175329
Azerbaijan,AzerbaijanMain,2040,Net interchange Ratio: GWh,0.0495743313857727
Azerbaijan,AzerbaijanMain,2040,Net interchange: GWh,1750.6357152417763
Azerbaijan,AzerbaijanMain,2040,Total Demand: GWh,35313.34999999994
Azerbaijan,AzerbaijanMain,2040,Total production: GWh,29791.512229008524
Azerbaijan,AzerbaijanMain,2040,Unmet demand: GWh,3816.087815179697
Azerbaijan,Nakhchivan,2025,Demand: GWh,509.46000000000055
Azerbaijan,Nakhchivan,2025,Exports exchange: GWh,428.95
Azerbaijan,Nakhchivan,2025,Imports exchange: GWh,9.05
Azerbaijan,Nakhchivan,2025,Net interchange Ratio: GWh,-0.8242060220625751
Azerbaijan,Nakhchivan,2025,Net interchange: GWh,-419.9
Azerbaijan,Nakhchivan,2025,Total Demand: GWh,509.46000000000055
Azerbaijan,Nakhchivan,2025,Total production: GWh,929.5388179816492
Azerbaijan,Nakhchivan,2026,Demand: GWh,519.0899999999999
Azerbaijan,Nakhchivan,2026,Exports exchange: GWh,428.30383569773113
Azerbaijan,Nakhchivan,2026,Imports exchange: GWh,7.65
Azerbaijan,Nakhchivan,2026,Net interchange Ratio: GWh,-0.8103678277326306
Azerbaijan,Nakhchivan,2026,Net interchange: GWh,-420.6538356977312
Azerbaijan,Nakhchivan,2026,Total Demand: GWh,519.0899999999999
Azerbaijan,Nakhchivan,2026,Total production: GWh,939.8949912291796
Azerbaijan,Nakhchivan,2027,Demand: GWh,528.9099999999995
Azerbaijan,Nakhchivan,2027,Exports exchange: GWh,295.2195432572997
Azerbaijan,Nakhchivan,2027,Imports exchange: GWh,8.55
Azerbaijan,Nakhchivan,2027,Net interchange Ratio: GWh,-0.5420006111763814
Azerbaijan,Nakhchivan,2027,Net interchange: GWh,-286.66954325729967
Azerbaijan,Nakhchivan,2027,Total Demand: GWh,528.9099999999995
Azerbaijan,Nakhchivan,2027,Total production: GWh,815.7484817924495
Azerbaijan,Nakhchivan,2028,Demand: GWh,538.9200000000001
Azerbaijan,Nakhchivan,2028,Exports exchange: GWh,154.91306411164177
Azerbaijan,Nakhchivan,2028,Imports exchange: GWh,8.1
Azerbaijan,Nakhchivan,2028,Net interchange Ratio: GWh,-0.2724208864240365
Azerbaijan,Nakhchivan,2028,Net interchange: GWh,-146.81306411164178
Azerbaijan,Nakhchivan,2028,Total Demand: GWh,538.9200000000001
Azerbaijan,Nakhchivan,2028,Total production: GWh,685.8931111449413
Azerbaijan,Nakhchivan,2029,Demand: GWh,549.1099999999998
Azerbaijan,Nakhchivan,2029,Imports exchange: GWh,392.0970841383418
Azerbaijan,Nakhchivan,2029,Net interchange Ratio: GWh,0.7140592670655097
Azerbaijan,Nakhchivan,2029,Net interchange: GWh,392.0970841383418
Azerbaijan,Nakhchivan,2029,Total Demand: GWh,549.1099999999998
Azerbaijan,Nakhchivan,2029,Total production: GWh,164.7603201927597
Azerbaijan,Nakhchivan,2030,Demand: GWh,559.4999999999992
Azerbaijan,Nakhchivan,2030,Imports exchange: GWh,397.1107892001168
Azerbaijan,Nakhchivan,2030,Net interchange Ratio: GWh,0.7097601236820686
Azerbaijan,Nakhchivan,2030,Net interchange: GWh,397.1107892001168
Azerbaijan,Nakhchivan,2030,Total Demand: GWh,559.4999999999992
Azerbaijan,Nakhchivan,2030,Total production: GWh,170.23568039283333
Azerbaijan,Nakhchivan,2031,Demand: GWh,570.080000000001
Azerbaijan,Nakhchivan,2031,Imports exchange: GWh,402.2268991248054
Azerbaijan,Nakhchivan,2031,Net interchange Ratio: GWh,0.7055622002610243
Azerbaijan,Nakhchivan,2031,Net interchange: GWh,402.2268991248054
Azerbaijan,Nakhchivan,2031,Total Demand: GWh,570.080000000001
Azerbaijan,Nakhchivan,2031,Total production: GWh,175.80065913672394
Azerbaijan,Nakhchivan,2032,Demand: GWh,580.8600000000008
Azerbaijan,Nakhchivan,2032,Imports exchange: GWh,407.4249477309378
Azerbaijan,Nakhchivan,2032,Net interchange Ratio: GWh,0.701416774663322
Azerbaijan,Nakhchivan,2032,Net interchange: GWh,407.4249477309378
Azerbaijan,Nakhchivan,2032,Total Demand: GWh,580.8600000000008
Azerbaijan,Nakhchivan,2032,Total production: GWh,181.4853182168094
Azerbaijan,Nakhchivan,2033,Demand: GWh,591.8499999999999
Azerbaijan,Nakhchivan,2033,Imports exchange: GWh,412.3561601871125
Azerbaijan,Nakhchivan,2033,Net interchange Ratio: GWh,0.6967241027069571
Azerbaijan,Nakhchivan,2033,Net interchange: GWh,412.3561601871125
Azerbaijan,Nakhchivan,2033,Total Demand: GWh,591.8499999999999
Azerbaijan,Nakhchivan,2033,Total production: GWh,187.64154105991577
Azerbaijan,Nakhchivan,2034,Demand: GWh,603.0500000000003
Azerbaijan,Nakhchivan,2034,Imports exchange: GWh,415.0041575494997
Azerbaijan,Nakhchivan,2034,Net interchange Ratio: GWh,0.6881753711126765
Azerbaijan,Nakhchivan,2034,Net interchange: GWh,415.0041575494997
Azerbaijan,Nakhchivan,2034,Total Demand: GWh,603.0500000000003
Azerbaijan,Nakhchivan,2034,Total production: GWh,196.2458651940757
Azerbaijan,Nakhchivan,2035,Demand: GWh,614.4499999999987
Azerbaijan,Nakhchivan,2035,Imports exchange: GWh,417.695820583093
Azerbaijan,Nakhchivan,2035,Net interchange Ratio: GWh,0.6797881366801105
Azerbaijan,Nakhchivan,2035,Net interchange: GWh,417.695820583093
Azerbaijan,Nakhchivan,2035,Total Demand: GWh,614.4499999999987
Azerbaijan,Nakhchivan,2035,Total production: GWh,205.00738644235497
Azerbaijan,Nakhchivan,2036,Demand: GWh,626.0700000000005
Azerbaijan,Nakhchivan,2036,Imports exchange: GWh,420.4433994018131
Azerbaijan,Nakhchivan,2036,Net interchange Ratio: GWh,0.6715597287872167
Azerbaijan,Nakhchivan,2036,Net interchange: GWh,420.4433994018131
Azerbaijan,Nakhchivan,2036,Total Demand: GWh,626.0700000000005
Azerbaijan,Nakhchivan,2036,Total production: GWh,213.9340967395236
Azerbaijan,Nakhchivan,2037,Demand: GWh,637.9199999999989
Azerbaijan,Nakhchivan,2037,Imports exchange: GWh,423.2445724053339
Azerbaijan,Nakhchivan,2037,Net interchange Ratio: GWh,0.66347594119221
Azerbaijan,Nakhchivan,2037,Net interchange: GWh,423.2445724053339
Azerbaijan,Nakhchivan,2037,Total Demand: GWh,637.9199999999989
Azerbaijan,Nakhchivan,2037,Total production: GWh,223.03827181365315
Azerbaijan,Nakhchivan,2038,Demand: GWh,649.9800000000002
Azerbaijan,Nakhchivan,2038,Imports exchange: GWh,426.0927205845928
Azerbaijan,Nakhchivan,2038,Net interchange Ratio: GWh,0.6555474331280848
Azerbaijan,Nakhchivan,2038,Net interchange: GWh,426.0927205845928
Azerbaijan,Nakhchivan,2038,Total Demand: GWh,649.9800000000002
Azerbaijan,Nakhchivan,2038,Total production: GWh,135.24997885441528
Azerbaijan,Nakhchivan,2038,Unmet demand: GWh,97.0564210351022
Azerbaijan,Nakhchivan,2039,Demand: GWh,662.2800000000011
Azerbaijan,Nakhchivan,2039,Imports exchange: GWh,429.0034035580412
Azerbaijan,Nakhchivan,2039,Net interchange Ratio: GWh,0.6477674149272822
Azerbaijan,Nakhchivan,2039,Net interchange: GWh,429.0034035580412
Azerbaijan,Nakhchivan,2039,Total Demand: GWh,662.2800000000011
Azerbaijan,Nakhchivan,2039,Total production: GWh,135.2499788544154
Azerbaijan,Nakhchivan,2039,Unmet demand: GWh,106.50324993508303
Azerbaijan,Nakhchivan,2040,Demand: GWh,674.7999999999992
Azerbaijan,Nakhchivan,2040,Imports exchange: GWh,431.9587401069016
Azerbaijan,Nakhchivan,2040,Net interchange Ratio: GWh,0.6401285419485806
Azerbaijan,Nakhchivan,2040,Net interchange: GWh,431.9587401069016
Azerbaijan,Nakhchivan,2040,Total Demand: GWh,674.7999999999992
Azerbaijan,Nakhchivan,2040,Total production: GWh,135.24997885441528
Azerbaijan,Nakhchivan,2040,Unmet demand: GWh,116.12630756486956
Georgia,Georgia,2025,Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Exports exchange: GWh,6013.192700276733
Georgia,Georgia,2025,Imports exchange: GWh,4545.4761751585775
Georgia,Georgia,2025,Net interchange Ratio: GWh,-0.0930369516221004
Georgia,Georgia,2025,Net interchange: GWh,-1467.716525118156
Georgia,Georgia,2025,Total Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total production: GWh,17333.16010249714
Georgia,Georgia,2026,Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Exports exchange: GWh,5987.592695926683
Georgia,Georgia,2026,Imports exchange: GWh,4020.3772530830784
Georgia,Georgia,2026,Net interchange Ratio: GWh,-0.1205850857944382
Georgia,Georgia,2026,Net interchange: GWh,-1967.2154428436045
Georgia,Georgia,2026,Total Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total production: GWh,18360.57364680693
Georgia,Georgia,2027,Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Exports exchange: GWh,5859.514542931932
Georgia,Georgia,2027,Imports exchange: GWh,3885.270093386812
Georgia,Georgia,2027,Net interchange Ratio: GWh,-0.1169274771930885
Georgia,Georgia,2027,Net interchange: GWh,-1974.24444954512
Georgia,Georgia,2027,Total Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total production: GWh,18935.36308559643
Georgia,Georgia,2028,Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Exports exchange: GWh,5101.11920497198
Georgia,Georgia,2028,Imports exchange: GWh,4663.937925281372
Georgia,Georgia,2028,Net interchange Ratio: GWh,-0.0249990153037241
Georgia,Georgia,2028,Net interchange: GWh,-437.1812796906088
Georgia,Georgia,2028,Total Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total production: GWh,18017.275530114897
Georgia,Georgia,2029,Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Exports exchange: GWh,3618.58202437357
Georgia,Georgia,2029,Imports exchange: GWh,2865.724531339501
Georgia,Georgia,2029,Net interchange Ratio: GWh,-0.0415227385835843
Georgia,Georgia,2029,Net interchange: GWh,-752.8574930340696
Georgia,Georgia,2029,Total Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total production: GWh,18940.69103741629
Georgia,Georgia,2030,Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Exports exchange: GWh,5423.5651139677375
Georgia,Georgia,2030,Imports exchange: GWh,3722.189643067691
Georgia,Georgia,2030,Net interchange Ratio: GWh,-0.0903802874691319
Georgia,Georgia,2030,Net interchange: GWh,-1701.3754709000464
Georgia,Georgia,2030,Total Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Total production: GWh,20599.55181778316
Georgia,Georgia,2031,Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Exports exchange: GWh,4552.225375850492
Georgia,Georgia,2031,Imports exchange: GWh,3801.519770395026
Georgia,Georgia,2031,Net interchange Ratio: GWh,-0.0391571906897376
Georgia,Georgia,2031,Net interchange: GWh,-750.705605455466
Georgia,Georgia,2031,Total Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total production: GWh,19997.409427836068
Georgia,Georgia,2032,Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Exports exchange: GWh,5375.101209823917
Georgia,Georgia,2032,Imports exchange: GWh,4306.406925325899
Georgia,Georgia,2032,Net interchange Ratio: GWh,-0.0541981493567398
Georgia,Georgia,2032,Net interchange: GWh,-1068.6942844980183
Georgia,Georgia,2032,Total Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total production: GWh,20872.06411815002
Georgia,Georgia,2033,Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Exports exchange: GWh,5104.432135633493
Georgia,Georgia,2033,Imports exchange: GWh,4587.99165365291
Georgia,Georgia,2033,Net interchange Ratio: GWh,-0.0254843941037457
Georgia,Georgia,2033,Net interchange: GWh,-516.4404819805832
Georgia,Georgia,2033,Total Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total production: GWh,20872.06411815002
Georgia,Georgia,2034,Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Exports exchange: GWh,4817.941960430583
Georgia,Georgia,2034,Imports exchange: GWh,4687.036821320122
Georgia,Georgia,2034,Net interchange Ratio: GWh,-0.0062899902799902
Georgia,Georgia,2034,Net interchange: GWh,-130.90513911046128
Georgia,Georgia,2034,Total Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total production: GWh,21035.175798150023
Georgia,Georgia,2035,Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Exports exchange: GWh,4631.696426289908
Georgia,Georgia,2035,Imports exchange: GWh,4888.347278971982
Georgia,Georgia,2035,Net interchange Ratio: GWh,0.0120164175922799
Georgia,Georgia,2035,Net interchange: GWh,256.6508526820735
Georgia,Georgia,2035,Total Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Total production: GWh,21198.287478150018
Georgia,Georgia,2036,Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Exports exchange: GWh,3297.818054430233
Georgia,Georgia,2036,Imports exchange: GWh,3850.3977637193498
Georgia,Georgia,2036,Net interchange Ratio: GWh,0.0252261447269266
Georgia,Georgia,2036,Net interchange: GWh,552.5797092891166
Georgia,Georgia,2036,Total Demand: GWh,21905.039999999983
Georgia,Georgia,2036,Total production: GWh,21428.539888131643
Georgia,Georgia,2037,Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Exports exchange: GWh,3126.309557533115
Georgia,Georgia,2037,Imports exchange: GWh,4145.998500125272
Georgia,Georgia,2037,Net interchange Ratio: GWh,0.0454169430414562
Georgia,Georgia,2037,Net interchange: GWh,1019.6889425921568
Georgia,Georgia,2037,Total Demand: GWh,22451.730000000032
Georgia,Georgia,2037,Total production: GWh,21513.961398150022
Georgia,Georgia,2038,Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Exports exchange: GWh,4116.517432551716
Georgia,Georgia,2038,Imports exchange: GWh,5277.787035260754
Georgia,Georgia,2038,Net interchange Ratio: GWh,0.0504934514070547
Georgia,Georgia,2038,Net interchange: GWh,1161.2696027090387
Georgia,Georgia,2038,Total Demand: GWh,22998.42000000004
Georgia,Georgia,2038,Total production: GWh,21677.073078150024
Georgia,Georgia,2038,Unmet demand: GWh,264.36054844748355
Georgia,Georgia,2039,Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Exports exchange: GWh,3962.570477119435
Georgia,Georgia,2039,Imports exchange: GWh,5079.210943073394
Georgia,Georgia,2039,Net interchange Ratio: GWh,0.0474255786426124
Georgia,Georgia,2039,Net interchange: GWh,1116.6404659539594
Georgia,Georgia,2039,Total Demand: GWh,23545.10999999996
Georgia,Georgia,2039,Total production: GWh,21677.073078150024
Georgia,Georgia,2039,Unmet demand: GWh,851.7560414446463
Georgia,Georgia,2040,Demand: GWh,24091.800000000003
Georgia,Georgia,2040,Exports exchange: GWh,3674.781151600312
Georgia,Georgia,2040,Imports exchange: GWh,5099.395471909709
Georgia,Georgia,2040,Net interchange Ratio: GWh,0.0591327472546425
Georgia,Georgia,2040,Net interchange: GWh,1424.614320309397
Georgia,Georgia,2040,Total Demand: GWh,24091.800000000003
Georgia,Georgia,2040,Total production: GWh,21677.30181556808
Georgia,Georgia,2040,Unmet demand: GWh,1090.642273616675
Turkiye,CenterAna,2025,Demand: GWh,48004.993149999886
Turkiye,CenterAna,2025,Exports exchange: GWh,15214.432323095778
Turkiye,CenterAna,2025,Imports exchange: GWh,41876.52656049267
Turkiye,CenterAna,2025,Net interchange Ratio: GWh,0.5554025214436876
Turkiye,CenterAna,2025,Net interchange: GWh,26662.09423739689
Turkiye,CenterAna,2025,Total Demand: GWh,48004.993149999886
