z,sumhdr,y,value
South_Africa,Unmet country spinning reserve costs: $m,2033,0.0013538798501919322
South_Africa,Unmet country spinning reserve costs: $m,2034,0.00039803996866397617
South_Africa,Unmet country spinning reserve costs: $m,2035,0.0027447695684040055
South_Africa,Unmet country planning reserve costs: $m,2034,0.26521326586145516
South_Africa,Unmet system planning reserve costs: $m,2033,0.04890482946731949
South_Africa,Unmet system planning reserve costs: $m,2034,0.1979455769660456
South_Africa,Unmet system planning reserve costs: $m,2035,0.12161740562764269
South_Africa,Import costs with internal zones: $m,2025,0.0778735731973119
South_Africa,Import costs with internal zones: $m,2026,0.07468312660125248
South_Africa,Import costs with internal zones: $m,2027,0.2267921415249235
South_Africa,Import costs with internal zones: $m,2028,0.3730760921384477
South_Africa,Import costs with internal zones: $m,2029,0.33787887819770096
South_Africa,Import costs with internal zones: $m,2030,0.073380670147134
South_Africa,Import costs with internal zones: $m,2031,0.16578703110104342
South_Africa,Import costs with internal zones: $m,2032,0.9236400919174239
South_Africa,Import costs with internal zones: $m,2033,1.4242451403423408
South_Africa,Import costs with internal zones: $m,2034,1.6177076593139192
South_Africa,Import costs with internal zones: $m,2035,1.6041565879034225
South_Africa,Export revenues with internal zones: $m,2025,-2.034477271325851
South_Africa,Export revenues with internal zones: $m,2026,-2.112028097066803
South_Africa,Export revenues with internal zones: $m,2027,-2.721010308752864
South_Africa,Export revenues with internal zones: $m,2028,-2.5713804966531937
South_Africa,Export revenues with internal zones: $m,2029,-2.640204267824954
South_Africa,Export revenues with internal zones: $m,2030,-3.4544942264426517
South_Africa,Export revenues with internal zones: $m,2031,-3.530308365939577
South_Africa,Export revenues with internal zones: $m,2032,-0.9476543584888588
South_Africa,Export revenues with internal zones: $m,2033,-0.7914049619992688
South_Africa,Export revenues with internal zones: $m,2034,-0.8290078471522935
South_Africa,Export revenues with internal zones: $m,2035,-0.9451650074793816
South_Africa,Trade shared benefits: $m,2025,-0.03831427634893507
South_Africa,Trade shared benefits: $m,2026,-0.03069452845600552
South_Africa,Trade shared benefits: $m,2027,-0.08184714126835077
South_Africa,Trade shared benefits: $m,2028,-0.030539961780435696
South_Africa,Trade shared benefits: $m,2029,-0.037935280019941967
South_Africa,Trade shared benefits: $m,2030,-0.0643312974063202
South_Africa,Trade shared benefits: $m,2031,-0.05692739027432775
South_Africa,Trade shared benefits: $m,2032,-0.03847606912320181
South_Africa,Trade shared benefits: $m,2033,-0.06061466259183932
South_Africa,Trade shared benefits: $m,2034,-0.07353890134359845
South_Africa,Trade shared benefits: $m,2035,-0.06947719544267557
Lesotho,Generation costs: $m,2026,3.8997295726
Lesotho,Generation costs: $m,2027,8.376980720490062
Lesotho,Generation costs: $m,2028,11.42091747555357
Lesotho,Generation costs: $m,2029,12.679896711196713
Lesotho,Generation costs: $m,2030,15.157546169512974
Lesotho,Generation costs: $m,2031,15.394794807803182
Lesotho,Generation costs: $m,2032,15.926797825738126
Lesotho,Generation costs: $m,2033,18.555701485885045
Lesotho,Generation costs: $m,2034,19.23138440757802
Lesotho,Generation costs: $m,2035,20.48363892639249
Lesotho,Fixed O&M: $m,2025,3.4525025536261458
Lesotho,Fixed O&M: $m,2026,4.4559841740850565
Lesotho,Fixed O&M: $m,2027,5.920509021842371
Lesotho,Fixed O&M: $m,2028,6.852230912476709
Lesotho,Fixed O&M: $m,2029,7.175477967838928
Lesotho,Fixed O&M: $m,2030,8.000259892550952
Lesotho,Fixed O&M: $m,2031,8.415738242316106
Lesotho,Fixed O&M: $m,2032,8.861579602242351
Lesotho,Fixed O&M: $m,2033,9.649774871220751
Lesotho,Fixed O&M: $m,2034,10.07212387436133
Lesotho,Fixed O&M: $m,2035,10.58658912482408
Lesotho,Variable O&M: $m,2025,0.2881989033707865
Lesotho,Variable O&M: $m,2026,0.2790768807121658
Lesotho,Variable O&M: $m,2027,0.2679456091168103
Lesotho,Variable O&M: $m,2028,0.2606949762875088
Lesotho,Variable O&M: $m,2029,0.24468412430231437
Lesotho,Variable O&M: $m,2030,0.23795640241523586
Lesotho,Variable O&M: $m,2031,0.2306964093810378
Lesotho,Variable O&M: $m,2032,0.2230504909620907
Lesotho,Variable O&M: $m,2033,0.2147521440051521
Lesotho,Variable O&M: $m,2034,0.2073816469434023
Lesotho,Variable O&M: $m,2035,0.19971557311968102
Lesotho,Unmet demand costs: $m,2025,0.7290966222297469
Lesotho,Unmet demand costs: $m,2026,0.9063755127819226
Lesotho,Unmet country spinning reserve costs: $m,2025,7.3122770132788375
Lesotho,Unmet country spinning reserve costs: $m,2026,8.555703729970316
Lesotho,Unmet country spinning reserve costs: $m,2027,0.015512201379591393
Lesotho,Unmet country spinning reserve costs: $m,2028,0.15510145704458267
Lesotho,Unmet country spinning reserve costs: $m,2029,0.01399376546973108
Lesotho,Unmet country spinning reserve costs: $m,2033,0.0003906207746262267
Lesotho,Unmet country spinning reserve costs: $m,2034,0.012604079510577501
Lesotho,Unmet country spinning reserve costs: $m,2035,0.041223436349286526
Lesotho,Unmet country planning reserve costs: $m,2025,2.065372829417772
Lesotho,Unmet country planning reserve costs: $m,2026,2.195845697329375
Lesotho,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Lesotho,Unmet system planning reserve costs: $m,2034,0.19794557696604562
Lesotho,Unmet system planning reserve costs: $m,2035,0.12161740562764269
Lesotho,Import costs with internal zones: $m,2025,42.636208395972716
Lesotho,Import costs with internal zones: $m,2026,25.914791688651775
Lesotho,Import costs with internal zones: $m,2027,14.038268964379602
Lesotho,Import costs with internal zones: $m,2028,12.607303250805515
Lesotho,Import costs with internal zones: $m,2029,12.95079356750372
Lesotho,Import costs with internal zones: $m,2030,10.150086466652493
Lesotho,Import costs with internal zones: $m,2031,10.402569948769147
Lesotho,Import costs with internal zones: $m,2032,10.300114573075243
Lesotho,Import costs with internal zones: $m,2033,9.361828302174397
Lesotho,Import costs with internal zones: $m,2034,10.362672534820904
Lesotho,Import costs with internal zones: $m,2035,10.158078005894398
Lesotho,Export revenues with internal zones: $m,2026,-0.6574576579553005
Lesotho,Export revenues with internal zones: $m,2027,-4.234168854534016
Lesotho,Export revenues with internal zones: $m,2028,-10.025279141024466
Lesotho,Export revenues with internal zones: $m,2029,-7.436487359936038
Lesotho,Export revenues with internal zones: $m,2030,-5.5272732868107814
Lesotho,Export revenues with internal zones: $m,2031,-5.338055177089668
Lesotho,Export revenues with internal zones: $m,2032,-5.097701630823344
Lesotho,Export revenues with internal zones: $m,2033,-6.368879733226737
Lesotho,Export revenues with internal zones: $m,2034,-6.614522334827863
Lesotho,Export revenues with internal zones: $m,2035,-6.8090125137598365
Lesotho,Trade shared benefits: $m,2025,-3.365561470240087
Lesotho,Trade shared benefits: $m,2026,-3.2079339852082804
Lesotho,Trade shared benefits: $m,2027,-0.3999358110570544
Lesotho,Trade shared benefits: $m,2028,-0.9704008697227966
Lesotho,Trade shared benefits: $m,2029,-3.0650571451518114
Lesotho,Trade shared benefits: $m,2030,-3.500795382712523
Lesotho,Trade shared benefits: $m,2031,-3.116671504726254
Lesotho,Trade shared benefits: $m,2032,-2.8419934475781043
Lesotho,Trade shared benefits: $m,2033,-2.7688855545298052
Lesotho,Trade shared benefits: $m,2034,-2.967934270722477
Lesotho,Trade shared benefits: $m,2035,-2.9341192379675207
Eswatini,Generation costs: $m,2027,0.4695930985232563
Eswatini,Generation costs: $m,2028,0.8965077503452533
Eswatini,Generation costs: $m,2029,2.7587424376422085
Eswatini,Generation costs: $m,2030,4.284896894690905
Eswatini,Generation costs: $m,2031,5.480841578161651
Eswatini,Generation costs: $m,2032,6.927490269932401
Eswatini,Generation costs: $m,2033,8.268212600435739
Eswatini,Generation costs: $m,2034,9.510909556818891
Eswatini,Generation costs: $m,2035,10.66562130278015
Eswatini,Fixed O&M: $m,2025,1.3148672566759574
Eswatini,Fixed O&M: $m,2026,1.2699145301316086
Eswatini,Fixed O&M: $m,2027,1.3726560548695312
Eswatini,Fixed O&M: $m,2028,1.4783551332939098
Eswatini,Fixed O&M: $m,2029,2.1211989627515484
Eswatini,Fixed O&M: $m,2030,2.693085974397373
Eswatini,Fixed O&M: $m,2031,3.1529926469718026
Eswatini,Fixed O&M: $m,2032,3.7941843453330555
Eswatini,Fixed O&M: $m,2033,4.399999950133327
Eswatini,Fixed O&M: $m,2034,4.9732885408307315
Eswatini,Fixed O&M: $m,2035,5.516601259259258
Eswatini,Variable O&M: $m,2025,0.04207648938177218
Eswatini,Variable O&M: $m,2026,0.04063797693002358
Eswatini,Variable O&M: $m,2027,0.039294572720777576
Eswatini,Variable O&M: $m,2028,0.0380371463989856
Eswatini,Variable O&M: $m,2029,0.036857700003809626
Eswatini,Variable O&M: $m,2030,0.03574919773719299
Eswatini,Variable O&M: $m,2031,0.034705425544912016
Eswatini,Variable O&M: $m,2032,0.03372087446967941
Eswatini,Variable O&M: $m,2033,0.0328266600052824
Eswatini,Variable O&M: $m,2034,0.03194540737897703
Eswatini,Variable O&M: $m,2035,0.03111023333333335
Eswatini,Fuel costs: $m,2033,0.0008771793463803808
Eswatini,Fuel costs: $m,2034,0.0008461438829075644
Eswatini,Fuel costs: $m,2035,0.0008167311953428966
Eswatini,Unmet country spinning reserve costs: $m,2027,0.007545049585529729
Eswatini,Unmet country spinning reserve costs: $m,2028,0.011618207999690133
Eswatini,Unmet country spinning reserve costs: $m,2029,0.031153587212522305
Eswatini,Unmet country spinning reserve costs: $m,2030,0.03970819736045938
Eswatini,Unmet country spinning reserve costs: $m,2031,0.004670297079951081
Eswatini,Unmet country spinning reserve costs: $m,2033,0.0034515862074519744
Eswatini,Unmet country spinning reserve costs: $m,2034,0.00029208053688008066
Eswatini,Unmet country spinning reserve costs: $m,2035,0.003555555555555555
Eswatini,Unmet system planning reserve costs: $m,2033,0.048904829467319486
Eswatini,Unmet system planning reserve costs: $m,2034,0.19794557696604562
Eswatini,Unmet system planning reserve costs: $m,2035,0.12161740562764269
Eswatini,Import costs with internal zones: $m,2025,82.27180535458092
Eswatini,Import costs with internal zones: $m,2026,66.8440480543336
Eswatini,Import costs with internal zones: $m,2027,59.40404879969721
Eswatini,Import costs with internal zones: $m,2028,54.8669295631912
Eswatini,Import costs with internal zones: $m,2029,47.42482042059691
Eswatini,Import costs with internal zones: $m,2030,41.88113656823381
Eswatini,Import costs with internal zones: $m,2031,37.77684053293983
Eswatini,Import costs with internal zones: $m,2032,34.20114962137772
Eswatini,Import costs with internal zones: $m,2033,31.58285956587154
Eswatini,Import costs with internal zones: $m,2034,30.166828697103384
Eswatini,Import costs with internal zones: $m,2035,27.12151201426628
Eswatini,Export revenues with internal zones: $m,2031,-0.18755957110314683
Eswatini,Export revenues with internal zones: $m,2032,-0.004505510451958726
Eswatini,Export revenues with internal zones: $m,2033,-0.03643134091617644
Eswatini,Export revenues with internal zones: $m,2034,-0.7112850277291414
Eswatini,Export revenues with internal zones: $m,2035,-0.38913403104931693
Eswatini,Trade shared benefits: $m,2025,-1.7034302720921026
Eswatini,Trade shared benefits: $m,2026,-1.3787499174751663
Eswatini,Trade shared benefits: $m,2027,-1.2281196081600354
Eswatini,Trade shared benefits: $m,2028,-1.0448378767226107
Eswatini,Trade shared benefits: $m,2029,-0.7494514593452395
Eswatini,Trade shared benefits: $m,2030,-0.41881136568233873
Eswatini,Trade shared benefits: $m,2031,-0.3902043455343177
Eswatini,Trade shared benefits: $m,2032,-0.7343532523305936
Eswatini,Trade shared benefits: $m,2033,-0.776098415716207
Eswatini,Trade shared benefits: $m,2034,-0.804181734661086
Eswatini,Trade shared benefits: $m,2035,-0.727438890738755
Mozambique,Generation costs: $m,2027,0.5652001582103249
Mozambique,Generation costs: $m,2028,1.022518753042159
Mozambique,Generation costs: $m,2029,0.9652801006053625
Mozambique,Generation costs: $m,2030,1.852331981186547
Mozambique,Generation costs: $m,2031,2.687358767188603
Mozambique,Generation costs: $m,2032,57.40616764996717
Mozambique,Generation costs: $m,2033,56.77093144706678
Mozambique,Generation costs: $m,2034,56.112146328809224
Mozambique,Generation costs: $m,2035,55.44426386739272
Mozambique,Fixed O&M: $m,2025,13.084094821877901
Mozambique,Fixed O&M: $m,2026,12.150780961751332
Mozambique,Fixed O&M: $m,2027,11.509983933899482
Mozambique,Fixed O&M: $m,2028,10.935438822644711
Mozambique,Fixed O&M: $m,2029,10.323293783591913
Mozambique,Fixed O&M: $m,2030,10.107057358996462
Mozambique,Fixed O&M: $m,2031,10.123934790663204
Mozambique,Fixed O&M: $m,2032,18.089092049834207
Mozambique,Fixed O&M: $m,2033,18.077396963123647
Mozambique,Fixed O&M: $m,2034,18.052764241303954
Mozambique,Fixed O&M: $m,2035,18.019371642519936
Mozambique,Variable O&M: $m,2025,1.5649748162301134
Mozambique,Variable O&M: $m,2026,1.4057590778005573
Mozambique,Variable O&M: $m,2027,0.9716197059161775
Mozambique,Variable O&M: $m,2028,0.9095170391399174
Mozambique,Variable O&M: $m,2029,0.8586040074387526
Mozambique,Variable O&M: $m,2030,0.8107530515516197
Mozambique,Variable O&M: $m,2031,0.7842436196140752
Mozambique,Variable O&M: $m,2032,1.5135858234610318
Mozambique,Variable O&M: $m,2033,1.4652561416359828
Mozambique,Variable O&M: $m,2034,1.4188436424428394
Mozambique,Variable O&M: $m,2035,1.3744975608297876
Mozambique,Fuel costs: $m,2025,7.792228896481707
Mozambique,Fuel costs: $m,2026,6.472678810360066
Mozambique,Fuel costs: $m,2027,0.02672661207321559
Mozambique,Fuel costs: $m,2028,0.025018336835965094
Mozambique,Fuel costs: $m,2029,0.023617857986613894
Mozambique,Fuel costs: $m,2030,0.022301608503878256
Mozambique,Fuel costs: $m,2031,0.021572406225083357
Mozambique,Fuel costs: $m,2032,0.02087440150631895
Mozambique,Fuel costs: $m,2033,0.020207869640433834
Mozambique,Fuel costs: $m,2034,0.019567778323475046
Mozambique,Fuel costs: $m,2035,0.018956185707797484
Mozambique,Transmission costs: $m,2026,1.2361639099172759
Mozambique,Transmission costs: $m,2027,1.1534598062356405
Mozambique,Transmission costs: $m,2028,1.0797345312640803
Mozambique,Transmission costs: $m,2029,1.0192930485282778
Mozambique,Transmission costs: $m,2030,0.9624867137352645
Mozambique,Transmission costs: $m,2031,1.687966690288365
Mozambique,Transmission costs: $m,2032,2.4401301467289134
Mozambique,Transmission costs: $m,2033,2.3622153620003874
Mozambique,Transmission costs: $m,2034,2.2873913667496564
Mozambique,Transmission costs: $m,2035,2.215898750370702
Mozambique,Unmet system planning reserve costs: $m,2033,0.048904829467319486
Mozambique,Unmet system planning reserve costs: $m,2034,0.1979455769660456
Mozambique,Unmet system planning reserve costs: $m,2035,0.12161740562764267
Mozambique,Import costs with internal zones: $m,2025,7.727015291731732
Mozambique,Import costs with internal zones: $m,2026,2.8674150845695507
Mozambique,Import costs with internal zones: $m,2027,1.9461249589510852
Mozambique,Import costs with internal zones: $m,2028,1.4078839840150357
Mozambique,Import costs with internal zones: $m,2029,1.0246260279956751
Mozambique,Import costs with internal zones: $m,2030,18.150480616151498
Mozambique,Import costs with internal zones: $m,2031,29.10779060244068
Mozambique,Import costs with internal zones: $m,2032,0.45375320679320275
Mozambique,Import costs with internal zones: $m,2033,0.7992980181113071
Mozambique,Import costs with internal zones: $m,2034,2.8644880373671544
Mozambique,Import costs with internal zones: $m,2035,1.9509309062294415
Mozambique,Export revenues with internal zones: $m,2025,-106.60332826575159
Mozambique,Export revenues with internal zones: $m,2026,-70.08140341045362
Mozambique,Export revenues with internal zones: $m,2027,-49.92728257778074
Mozambique,Export revenues with internal zones: $m,2028,-41.0183143755273
Mozambique,Export revenues with internal zones: $m,2029,-33.48344474363901
Mozambique,Export revenues with internal zones: $m,2030,-47.9671712202589
Mozambique,Export revenues with internal zones: $m,2031,-56.454171411386376
Mozambique,Export revenues with internal zones: $m,2032,-89.37154501046953
Mozambique,Export revenues with internal zones: $m,2033,-84.84572564438302
Mozambique,Export revenues with internal zones: $m,2034,-83.74191538066327
Mozambique,Export revenues with internal zones: $m,2035,-77.61258175879911
Mozambique,Trade shared benefits: $m,2025,-2.266448612000762
Mozambique,Trade shared benefits: $m,2026,-1.45322241225991
Mozambique,Trade shared benefits: $m,2027,-1.0704135523220404
Mozambique,Trade shared benefits: $m,2028,-0.9494156226838356
Mozambique,Trade shared benefits: $m,2029,-0.813005809089202
Mozambique,Trade shared benefits: $m,2030,-12.512404452373502
Mozambique,Trade shared benefits: $m,2031,-3.953920173715044
Mozambique,Trade shared benefits: $m,2032,-4.381981462985052
Mozambique,Trade shared benefits: $m,2033,-4.874662794769375
Mozambique,Trade shared benefits: $m,2034,-5.418778137255157
Mozambique,Trade shared benefits: $m,2035,-4.624757144315707
Zimbabwe,Generation costs: $m,2026,1.0714179137299056
Zimbabwe,Generation costs: $m,2027,1.041178418251502
Zimbabwe,Generation costs: $m,2028,1.3262334976133907
Zimbabwe,Generation costs: $m,2029,1.5738302824254564
Zimbabwe,Generation costs: $m,2030,1.7833439748061661
Zimbabwe,Generation costs: $m,2031,1.9825485494694386
Zimbabwe,Generation costs: $m,2032,10.195738294694287
Zimbabwe,Generation costs: $m,2033,10.293409448953085
Zimbabwe,Generation costs: $m,2034,10.289437465477633
Zimbabwe,Generation costs: $m,2035,10.353822262375465
Zimbabwe,Fixed O&M: $m,2025,12.02228067460932
Zimbabwe,Fixed O&M: $m,2026,11.617411559178901
Zimbabwe,Fixed O&M: $m,2027,11.289523944259756
Zimbabwe,Fixed O&M: $m,2028,11.063040791100123
Zimbabwe,Fixed O&M: $m,2029,10.855197276186678
Zimbabwe,Fixed O&M: $m,2030,10.639953316475385
Zimbabwe,Fixed O&M: $m,2031,10.465051289143696
Zimbabwe,Fixed O&M: $m,2032,13.230414472517452
Zimbabwe,Fixed O&M: $m,2033,13.067976073437224
Zimbabwe,Fixed O&M: $m,2034,12.80072173636586
Zimbabwe,Fixed O&M: $m,2035,12.640307751497314
Zimbabwe,Variable O&M: $m,2025,5.7608474713566595
Zimbabwe,Variable O&M: $m,2026,5.226961861758576
Zimbabwe,Variable O&M: $m,2027,5.119621601022007
Zimbabwe,Variable O&M: $m,2028,4.993447076073077
Zimbabwe,Variable O&M: $m,2029,4.396049386429849
Zimbabwe,Variable O&M: $m,2030,4.849650496012452
Zimbabwe,Variable O&M: $m,2031,4.726724918145999
Zimbabwe,Variable O&M: $m,2032,4.046562597825663
Zimbabwe,Variable O&M: $m,2033,4.007986310918501
Zimbabwe,Variable O&M: $m,2034,3.7619505550223398
Zimbabwe,Variable O&M: $m,2035,3.7699080351890917
Zimbabwe,Fuel costs: $m,2025,42.817551833007926
Zimbabwe,Fuel costs: $m,2026,37.101300829347934
Zimbabwe,Fuel costs: $m,2027,34.90858786576248
Zimbabwe,Fuel costs: $m,2028,32.69859845227428
Zimbabwe,Fuel costs: $m,2029,27.25841352390482
Zimbabwe,Fuel costs: $m,2030,29.373270847144855
Zimbabwe,Fuel costs: $m,2031,27.490447703870316
Zimbabwe,Fuel costs: $m,2032,20.968295753855802
Zimbabwe,Fuel costs: $m,2033,20.0174161421385
Zimbabwe,Fuel costs: $m,2034,17.937545066014597
Zimbabwe,Fuel costs: $m,2035,17.375648246607124
Zimbabwe,Transmission costs: $m,2030,0.2661539407340634
Zimbabwe,Transmission costs: $m,2031,0.25940765520419534
Zimbabwe,Transmission costs: $m,2032,0.25086807248820314
Zimbabwe,Transmission costs: $m,2033,0.24452816867593616
Zimbabwe,Transmission costs: $m,2034,0.23641706110758479
Zimbabwe,Transmission costs: $m,2035,0.23046184241156578
Zimbabwe,Unmet system planning reserve costs: $m,2033,0.04890482946731948
Zimbabwe,Unmet system planning reserve costs: $m,2034,0.1979455769660456
Zimbabwe,Unmet system planning reserve costs: $m,2035,0.12161740562764264
Zimbabwe,Import costs with internal zones: $m,2025,9.44897817425152
Zimbabwe,Import costs with internal zones: $m,2026,7.685915887951693
Zimbabwe,Import costs with internal zones: $m,2027,8.548796569231374
Zimbabwe,Import costs with internal zones: $m,2028,8.447045039913233
Zimbabwe,Import costs with internal zones: $m,2029,12.430447021924685
Zimbabwe,Import costs with internal zones: $m,2030,41.60616524633315
Zimbabwe,Import costs with internal zones: $m,2031,26.38507780649141
Zimbabwe,Import costs with internal zones: $m,2032,12.05167049892777
Zimbabwe,Import costs with internal zones: $m,2033,8.666896655626111
Zimbabwe,Import costs with internal zones: $m,2034,10.13627969708118
Zimbabwe,Import costs with internal zones: $m,2035,10.600754878541107
Zimbabwe,Export revenues with internal zones: $m,2025,-28.12032734151842
Zimbabwe,Export revenues with internal zones: $m,2026,-20.596911088650476
Zimbabwe,Export revenues with internal zones: $m,2027,-18.934241045847465
Zimbabwe,Export revenues with internal zones: $m,2028,-17.316804095875423
Zimbabwe,Export revenues with internal zones: $m,2029,-15.861652519165855
Zimbabwe,Export revenues with internal zones: $m,2030,-47.29597912896956
Zimbabwe,Export revenues with internal zones: $m,2031,-31.616340008555966
Zimbabwe,Export revenues with internal zones: $m,2032,-28.539434513129418
Zimbabwe,Export revenues with internal zones: $m,2033,-24.495000391672964
Zimbabwe,Export revenues with internal zones: $m,2034,-23.985118349656886
Zimbabwe,Export revenues with internal zones: $m,2035,-23.554164807565808
Zimbabwe,Trade shared benefits: $m,2025,-0.9391636674054327
Zimbabwe,Trade shared benefits: $m,2026,-0.5769165696111613
Zimbabwe,Trade shared benefits: $m,2027,-12.612910857319624
Zimbabwe,Trade shared benefits: $m,2028,-128.28792297505603
Zimbabwe,Trade shared benefits: $m,2029,-129.334720055782
Zimbabwe,Trade shared benefits: $m,2030,-9.642164188676965
Zimbabwe,Trade shared benefits: $m,2031,-2.0089618946115126
Zimbabwe,Trade shared benefits: $m,2032,-1.186869837354942
Zimbabwe,Trade shared benefits: $m,2033,-0.8096320898284066
Zimbabwe,Trade shared benefits: $m,2034,-0.7159655810180039
Zimbabwe,Trade shared benefits: $m,2035,-0.7083062937918785
Botswana,Generation costs: $m,2026,3.0244647933223465
Botswana,Generation costs: $m,2027,8.764465998600087
Botswana,Generation costs: $m,2028,12.896824862836622
Botswana,Generation costs: $m,2029,18.280937697316798
Botswana,Generation costs: $m,2030,23.980466122038088
Botswana,Generation costs: $m,2031,29.51218582908348
Botswana,Generation costs: $m,2032,34.8326226748449
Botswana,Generation costs: $m,2033,40.50481352330334
Botswana,Generation costs: $m,2034,45.62818063472103
Botswana,Generation costs: $m,2035,50.34051048119361
Botswana,Fixed O&M: $m,2025,6.486884890526773
Botswana,Fixed O&M: $m,2026,6.918620966125498
Botswana,Fixed O&M: $m,2027,8.010986964618223
Botswana,Fixed O&M: $m,2028,9.01522220193534
Botswana,Fixed O&M: $m,2029,9.418758891867752
Botswana,Fixed O&M: $m,2030,11.171189891696757
Botswana,Fixed O&M: $m,2031,12.887408870533333
Botswana,Fixed O&M: $m,2032,14.54215225898259
Botswana,Fixed O&M: $m,2033,16.364962540135583
Botswana,Fixed O&M: $m,2034,17.98585219236208
Botswana,Fixed O&M: $m,2035,19.469149529452785
Botswana,Variable O&M: $m,2025,3.0068467374810233
Botswana,Variable O&M: $m,2026,2.7802333132892363
Botswana,Variable O&M: $m,2027,2.5829765363128363
Botswana,Variable O&M: $m,2028,2.53251488040897
Botswana,Variable O&M: $m,2029,2.07609651474531
Botswana,Variable O&M: $m,2030,2.0967075812274385
Botswana,Variable O&M: $m,2031,2.0857891901598165
Botswana,Variable O&M: $m,2032,2.06612593383138
Botswana,Variable O&M: $m,2033,2.0720228326792745
Botswana,Variable O&M: $m,2034,1.9099435151787831
Botswana,Variable O&M: $m,2035,2.018411930292006
Botswana,Fuel costs: $m,2025,50.417842407814305
Botswana,Fuel costs: $m,2026,44.729814932833364
Botswana,Fuel costs: $m,2027,39.878758211535086
Botswana,Fuel costs: $m,2028,37.52695127854173
Botswana,Fuel costs: $m,2029,29.058913883201324
Botswana,Fuel costs: $m,2030,28.1758416325711
Botswana,Fuel costs: $m,2031,26.91467004262511
Botswana,Fuel costs: $m,2032,25.60531692451181
Botswana,Fuel costs: $m,2033,24.666099771213855
Botswana,Fuel costs: $m,2034,21.84438081808373
Botswana,Fuel costs: $m,2035,22.183285944869876
Botswana,Transmission costs: $m,2033,0.6883689367840276
Botswana,Transmission costs: $m,2034,1.3645672770902593
Botswana,Transmission costs: $m,2035,1.3450666642074796
Botswana,Unmet country spinning reserve costs: $m,2025,10.04940819423369
Botswana,Unmet country spinning reserve costs: $m,2026,5.6248893806374225
Botswana,Unmet country spinning reserve costs: $m,2027,1.442593519553068
Botswana,Unmet country spinning reserve costs: $m,2028,0.13766565638122966
Botswana,Unmet country spinning reserve costs: $m,2029,0.17709683646112626
Botswana,Unmet country spinning reserve costs: $m,2030,0.21360246704025482
Botswana,Unmet country spinning reserve costs: $m,2031,0.018454121027114304
Botswana,Unmet country spinning reserve costs: $m,2033,0.00047199429183018225
Botswana,Unmet country spinning reserve costs: $m,2034,0.0024874115983026857
Botswana,Unmet country spinning reserve costs: $m,2035,0.004770094109445804
Botswana,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Botswana,Unmet system planning reserve costs: $m,2034,0.19794557696604556
Botswana,Unmet system planning reserve costs: $m,2035,0.12161740562764267
Botswana,Import costs with internal zones: $m,2025,5.718838887023939
