month,day,hour,zone,value
1,3,5,ZONE1,0.935965412552948
1,3,6,ZONE1,0.34784912558028025
1,3,7,ZONE1,0.4096705277353083
1,3,8,ZONE1,0.704220800435633
1,3,9,ZONE1,0.9651040107388071
1,3,10,ZONE1,0.1521356490331155
1,3,11,ZONE1,0.3688557805930832
1,3,12,ZONE1,0.9737581994195642
1,3,13,ZONE1,0.2068893622884863
1,3,14,ZONE1,0.7875009636173663
1,3,15,ZONE1,0.6073593847109827
1,3,16,ZONE1,0.738332068565341
1,3,17,ZONE1,0.965715437903582
1,3,18,ZONE1,0.41242089458591535
1,3,19,ZONE1,0.034364955245820616
1,3,20,ZONE1,0.3859589231149504
1,3,21,ZONE1,0.8689535797574843
1,3,22,ZONE1,0.7342370899012626
1,3,23,ZONE1,0.26529997412867656
1,4,0,ZONE1,0.08279384981264182
1,4,1,ZONE1,0.6218920980752055
1,4,2,ZONE1,0.8751553486521312
1,4,3,ZONE1,0.6570264989677839
1,4,4,ZONE1,0.27071693683037534
1,4,5,ZONE1,0.53926707729288
1,4,6,ZONE1,0.16377907116403445
1,4,7,ZONE1,0.09558665297005065
1,4,8,ZONE1,0.7067046531516846
1,4,9,ZONE1,0.5961852931491962
1,4,10,ZONE1,0.39340262711744967
1,4,11,ZONE1,0.3306380020937649
1,4,12,ZONE1,0.055492282835283735
1,4,13,ZONE1,0.016270905492112187
1,4,14,ZONE1,0.8251984373943039
1,4,15,ZONE1,0.05609969101210044
1,4,16,ZONE1,0.635601410408358
1,4,17,ZONE1,0.4225650309107538
1,4,18,ZONE1,0.21781717609032814
1,4,19,ZONE1,0.8406231991440747
1,4,20,ZONE1,0.4029136664504569
1,4,21,ZONE1,0.41360058917479214
1,4,22,ZONE1,0.960047538920684
1,4,23,ZONE1,0.3136362384078354
1,5,0,ZONE1,0.268384701228373
1,5,1,ZONE1,0.9930554886363975
1,5,2,ZONE1,0.8976363541035928
1,5,3,ZONE1,0.4790058496518984
1,5,4,ZONE1,0.17213181627200969
1,5,5,ZONE1,0.16367129510841238
1,5,6,ZONE1,0.4079073738152058
1,5,7,ZONE1,0.5238618427604365
1,5,8,ZONE1,0.9346839779304408
1,5,9,ZONE1,0.2980234233283444
1,5,10,ZONE1,0.8323757300979602
1,5,11,ZONE1,0.6796983027645238
1,5,12,ZONE1,0.1938580244468573
1,5,13,ZONE1,0.6943502188188231
1,5,14,ZONE1,0.07455518720479404
1,5,15,ZONE1,0.9970257996960579
1,5,16,ZONE1,0.3050336326653864
1,5,17,ZONE1,0.8665608958325582
1,5,18,ZONE1,0.5458623446023569
1,5,19,ZONE1,0.30954462666240057
1,5,20,ZONE1,0.6599563013555714
1,5,21,ZONE1,0.19006650103123346
1,5,22,ZONE1,0.943986196363864
1,5,23,ZONE1,0.8080029618425015
1,6,0,ZONE1,0.554037245257916
1,6,1,ZONE1,0.6949436137534621
1,6,2,ZONE1,0.7019310178308552
1,6,3,ZONE1,0.03646902713965783
1,6,4,ZONE1,0.8379806109372562
1,6,5,ZONE1,0.008330855782385682
1,6,6,ZONE1,0.21738058718419717
1,6,7,ZONE1,0.20507620582767572
1,6,8,ZONE1,0.5112207954503721
1,6,9,ZONE1,0.967044826510595
1,6,10,ZONE1,0.03414448078709609
1,6,11,ZONE1,0.34296885551203427
1,6,12,ZONE1,0.8016353901181255
1,6,13,ZONE1,0.8221679585487185
1,6,14,ZONE1,0.17653242774132794
1,6,15,ZONE1,0.3478055778170833
1,6,16,ZONE1,0.20458508046362034
1,6,17,ZONE1,0.7229491976987005
1,6,18,ZONE1,0.7792246619760286
1,6,19,ZONE1,0.8636792768047007
1,6,20,ZONE1,0.18322328085340578
1,6,21,ZONE1,0.047150049288060436
1,6,22,ZONE1,0.9079681913659434
1,6,23,ZONE1,0.751076987254343
1,7,0,ZONE1,0.5018930549293734
1,7,1,ZONE1,0.936347191615065
1,7,2,ZONE1,0.7857106983038807
1,7,3,ZONE1,0.06889617964320727
1,7,4,ZONE1,0.761451407884189
1,7,5,ZONE1,0.7909315878561358
1,7,6,ZONE1,0.770661238986696
1,7,7,ZONE1,0.8804965980793722
1,7,8,ZONE1,0.16355083381450408
1,7,9,ZONE1,0.7912074780788587
1,7,10,ZONE1,0.07281460774643844
1,7,11,ZONE1,0.23772129097924932
1,7,12,ZONE1,0.583987774162414
1,7,13,ZONE1,0.19652220705923817
1,7,14,ZONE1,0.1531297561292505
1,7,15,ZONE1,0.657191660674958
1,7,16,ZONE1,0.9942860671330227
1,7,17,ZONE1,0.5078152685916447
1,7,18,ZONE1,0.8228342842988634
1,7,19,ZONE1,0.47202851503086907
1,7,20,ZONE1,0.7679127036189194
1,7,21,ZONE1,0.653677995215678
1,7,22,ZONE1,0.37168063040846466
1,7,23,ZONE1,0.27099817344303534
1,8,0,ZONE1,0.9203020943658399
1,8,1,ZONE1,0.3796719060576563
1,8,2,ZONE1,0.9722888029273127
1,8,3,ZONE1,0.3267248037831102
1,8,4,ZONE1,0.3314050047077769
1,8,5,ZONE1,0.39358154274679313
1,8,6,ZONE1,0.27581592219265294
1,8,7,ZONE1,0.07701206472034361
1,8,8,ZONE1,0.24049686596154762
1,8,9,ZONE1,0.39392359739513894
1,8,10,ZONE1,0.9667175498576867
1,8,11,ZONE1,0.9638352990397409
1,8,12,ZONE1,0.09690277483552578
1,8,13,ZONE1,0.0011653283958564797
1,8,14,ZONE1,0.07826474541186212
1,8,15,ZONE1,0.9667122032441289
1,8,16,ZONE1,0.768788640715187
1,8,17,ZONE1,0.2004891436983155
1,8,18,ZONE1,0.6562830482045576
1,8,19,ZONE1,0.6731264227039139
1,8,20,ZONE1,0.15308551414365967
1,8,21,ZONE1,0.6707154021474836
1,8,22,ZONE1,0.2988979008461933
1,8,23,ZONE1,0.6921073330743441
1,9,0,ZONE1,0.21307577628590535
1,9,1,ZONE1,0.14325836907683254
1,9,2,ZONE1,0.9176533563491642
1,9,3,ZONE1,0.40217864791693725
1,9,4,ZONE1,0.4596369858515076
1,9,5,ZONE1,0.5189972769893814
1,9,6,ZONE1,0.8534626094783797
1,9,7,ZONE1,0.18109769204951176
1,9,8,ZONE1,0.5655371096763733
1,9,9,ZONE1,0.4263862186923565
1,9,10,ZONE1,0.7695783445031776
1,9,11,ZONE1,0.880995815626399
1,9,12,ZONE1,0.26185483328968184
1,9,13,ZONE1,0.9026261144368072
1,9,14,ZONE1,0.8466156588776621
1,9,15,ZONE1,0.8026965715905421
1,9,16,ZONE1,0.4848332769937106
1,9,17,ZONE1,0.7810983303405405
1,9,18,ZONE1,0.2934132415165872
1,9,19,ZONE1,0.40424548986831443
1,9,20,ZONE1,0.10053804194500116
1,9,21,ZONE1,0.630522872926082
1,9,22,ZONE1,0.11742580604273711
1,9,23,ZONE1,0.39670496274108935
1,10,0,ZONE1,0.21464177339030754
1,10,1,ZONE1,0.2782748957307636
1,10,2,ZONE1,0.8696461471275155
1,10,3,ZONE1,0.03205594350323471
1,10,4,ZONE1,0.16816601377222673
1,10,5,ZONE1,0.6795561604471997
1,10,6,ZONE1,0.010065363963999263
1,10,7,ZONE1,0.8671394040143247
1,10,8,ZONE1,0.17592573053385496
1,10,9,ZONE1,0.7708269349323089
1,10,10,ZONE1,0.14528156466545183
1,10,11,ZONE1,0.2629800757006783
1,10,12,ZONE1,0.8974382248050813
1,10,13,ZONE1,0.7718186337037619
1,10,14,ZONE1,0.7126311553686887
1,10,15,ZONE1,0.9209678688529785
1,10,16,ZONE1,0.5014077091615016
1,10,17,ZONE1,0.6083348496809908
1,10,18,ZONE1,0.6167740140430549
1,10,19,ZONE1,0.3837144983934878
1,10,20,ZONE1,0.06138648606147534
1,10,21,ZONE1,0.9716968379564228
1,10,22,ZONE1,0.8858899852350777
1,10,23,ZONE1,0.9632065662084874
1,11,0,ZONE1,0.09992883065731917
1,11,1,ZONE1,0.9784925373530992
1,11,2,ZONE1,0.009733783269027962
1,11,3,ZONE1,0.6040646440060714
1,11,4,ZONE1,0.365292821848488
1,11,5,ZONE1,0.009378005752645135
1,11,6,ZONE1,0.9288819654897958
1,11,7,ZONE1,0.8478872963377696
1,11,8,ZONE1,0.18839626639107687
1,11,9,ZONE1,0.30066525524968146
1,11,10,ZONE1,0.08571285948906882
1,11,11,ZONE1,0.013679713769340962
1,11,12,ZONE1,0.5215184673564998
1,11,13,ZONE1,0.4693017925718287
1,11,14,ZONE1,0.6823952798781222
1,11,15,ZONE1,0.9754719786855214
1,11,16,ZONE1,0.9912760357897178
1,11,17,ZONE1,0.9839320261171686
1,11,18,ZONE1,0.47896107439182234
1,11,19,ZONE1,0.7542382379329176
1,11,20,ZONE1,0.4728411188767545
1,11,21,ZONE1,0.45563237918240795
1,11,22,ZONE1,0.8900614711325109
1,11,23,ZONE1,0.6943333237982
1,12,0,ZONE1,0.6151936334645669
1,12,1,ZONE1,0.5115818922341485
1,12,2,ZONE1,0.7478037982743182
1,12,3,ZONE1,0.4022081352026273
1,12,4,ZONE1,0.07662002500103249
1,12,5,ZONE1,0.18583121210193465
1,12,6,ZONE1,0.766496176178756
1,12,7,ZONE1,0.35754806672881156
1,12,8,ZONE1,0.45535767434576935
1,12,9,ZONE1,0.8740508595398379
1,12,10,ZONE1,0.49992249374007525
1,12,11,ZONE1,0.3488944138964799
1,12,12,ZONE1,0.9118900693421312
1,12,13,ZONE1,0.2775907399406371
1,12,14,ZONE1,0.8720825465362468
1,12,15,ZONE1,0.731194907070624
1,12,16,ZONE1,0.8125459299677467
1,12,17,ZONE1,0.920151796157521
1,12,18,ZONE1,0.5212909963739308
1,12,19,ZONE1,0.8751916037270764
1,12,20,ZONE1,0.9815126612563435
1,12,21,ZONE1,0.2894988479886573
1,12,22,ZONE1,0.389664187641959
1,12,23,ZONE1,0.8832513273198763
1,13,0,ZONE1,0.20187981072338146
1,13,1,ZONE1,0.47852688274722555
1,13,2,ZONE1,0.17569083388112627
1,13,3,ZONE1,0.3488476491594047
1,13,4,ZONE1,0.24516786617694009
1,13,5,ZONE1,0.08500241792050978
1,13,6,ZONE1,0.7041650240942645
1,13,7,ZONE1,0.6321633384678703
1,13,8,ZONE1,0.47722894251073045
1,13,9,ZONE1,0.7641330643219718
1,13,10,ZONE1,0.14726994827791307
1,13,11,ZONE1,0.692798984401923
1,13,12,ZONE1,0.9693148979900686
1,13,13,ZONE1,0.9814967403169166
1,13,14,ZONE1,0.3285100900500937
1,13,15,ZONE1,0.5141557894421835
1,13,16,ZONE1,0.20148686134408822
1,13,17,ZONE1,0.29644565509639964
1,13,18,ZONE1,0.4488958420367988
1,13,19,ZONE1,0.05342405665552741
1,13,20,ZONE1,0.5692937323667586
1,13,21,ZONE1,0.5547801017493226
1,13,22,ZONE1,0.1669743281130457
1,13,23,ZONE1,0.9048552495814387
1,14,0,ZONE1,0.24708679358679397
1,14,1,ZONE1,0.707900660703512
1,14,2,ZONE1,0.41519237634537587
1,14,3,ZONE1,0.5821202355276491
1,14,4,ZONE1,0.11818901294841455
1,14,5,ZONE1,0.8309748338804174
1,14,6,ZONE1,0.16432419162639555
1,14,7,ZONE1,0.6987400354584098
1,14,8,ZONE1,0.41349405247212334
1,14,9,ZONE1,0.5722213735041098
1,14,10,ZONE1,0.5648825254520993
1,14,11,ZONE1,0.9584898085678729
1,14,12,ZONE1,0.05071495672555226
1,14,13,ZONE1,0.9577151336063198
1,14,14,ZONE1,0.15303153983017326
1,14,15,ZONE1,0.7605306725504586
1,14,16,ZONE1,0.8157832475075231
1,14,17,ZONE1,0.871615044490564
1,14,18,ZONE1,0.4165114059044617
1,14,19,ZONE1,0.9592949693771442
1,14,20,ZONE1,0.5584539380954265
1,14,21,ZONE1,0.6911050554464204
1,14,22,ZONE1,0.34955757737432813
1,14,23,ZONE1,0.3891803296634786
1,15,0,ZONE1,0.9975049232030045
1,15,1,ZONE1,0.49212819512229344
1,15,2,ZONE1,0.5113135688648408
1,15,3,ZONE1,0.240602154448334
1,15,4,ZONE1,0.5409986751559626
1,15,5,ZONE1,0.48209826950636714
1,15,6,ZONE1,0.2286253532555621
1,15,7,ZONE1,0.8723494794781822
1,15,8,ZONE1,0.10867665672261684
1,15,9,ZONE1,0.9902365654910555
1,15,10,ZONE1,0.23871763415056024
1,15,11,ZONE1,0.9611841068715687
1,15,12,ZONE1,0.4615995108416634
1,15,13,ZONE1,0.6469506045306882
1,15,14,ZONE1,0.3670375438555391
1,15,15,ZONE1,0.17174706926969074
1,15,16,ZONE1,0.5775411637139976
1,15,17,ZONE1,0.5601481011855789
1,15,18,ZONE1,0.3356914233865326
1,15,19,ZONE1,0.8542047298340156
1,15,20,ZONE1,0.2081067455268415
1,15,21,ZONE1,0.6295875249237649
1,15,22,ZONE1,0.5771520269691666
1,15,23,ZONE1,0.5451970895497397
1,16,0,ZONE1,0.7980865625140222
1,16,1,ZONE1,0.48598781776196975
1,16,2,ZONE1,0.5057541440354235
1,16,3,ZONE1,0.44307796409850053
1,16,4,ZONE1,0.8887213274893161
1,16,5,ZONE1,0.28161404887228203
1,16,6,ZONE1,0.009590831015114598
1,16,7,ZONE1,0.42007746121579104
1,16,8,ZONE1,0.6955467964018318
1,16,9,ZONE1,0.26446815793919287
1,16,10,ZONE1,0.5860589557484447
1,16,11,ZONE1,0.8486800478586604
1,16,12,ZONE1,0.12672442134208084
1,16,13,ZONE1,0.07209051911508457
1,16,14,ZONE1,0.4467880041917093
1,16,15,ZONE1,0.32353760767566186
1,16,16,ZONE1,0.5314046683011024
1,16,17,ZONE1,0.35441991289989605
1,16,18,ZONE1,0.6202511725500656
1,16,19,ZONE1,0.9952623768539182
1,16,20,ZONE1,0.6308516967081006
1,16,21,ZONE1,0.6327655657934331
1,16,22,ZONE1,0.829335228978511
1,16,23,ZONE1,0.939131878665795
1,17,0,ZONE1,0.21789319666709117
1,17,1,ZONE1,0.7110047280027239
1,17,2,ZONE1,0.00899385257741614
1,17,3,ZONE1,0.9925043823329076
1,17,4,ZONE1,0.8088279150962006
1,17,5,ZONE1,0.264645359337096
1,17,6,ZONE1,0.8376876429931895
1,17,7,ZONE1,0.435114335738387
1,17,8,ZONE1,0.5219151028967446
1,17,9,ZONE1,0.7168914144487317
1,17,10,ZONE1,0.07311419249120887
1,17,11,ZONE1,0.4251247102278496
1,17,12,ZONE1,0.41701425136225456
1,17,13,ZONE1,0.44519609525225046
1,17,14,ZONE1,0.30939375622466003
1,17,15,ZONE1,0.3738688604093695
1,17,16,ZONE1,0.7856205710465685
1,17,17,ZONE1,0.521846860121295
1,17,18,ZONE1,0.22049284371617717
1,17,19,ZONE1,0.145799016571171
1,17,20,ZONE1,0.6907840040304496
1,17,21,ZONE1,0.743472757748699
1,17,22,ZONE1,0.5183724617673182
1,17,23,ZONE1,0.6698137159246503
1,18,0,ZONE1,0.5703174400851733
1,18,1,ZONE1,0.5938317031039058
1,18,2,ZONE1,0.6428535191838557
1,18,3,ZONE1,0.05858266477236551
1,18,4,ZONE1,0.641119811480782
1,18,5,ZONE1,0.2953716712259524
1,18,6,ZONE1,0.887125479153642
1,18,7,ZONE1,0.7913813216413292
1,18,8,ZONE1,0.810118024688464
1,18,9,ZONE1,0.5280060419681724
1,18,10,ZONE1,0.8497364927665407
1,18,11,ZONE1,0.35679580969566194
1,18,12,ZONE1,0.5486079186749989
1,18,13,ZONE1,0.47704988748741795
1,18,14,ZONE1,0.8314578730464424
1,18,15,ZONE1,0.556113108430212
1,18,16,ZONE1,0.28315832612079195
1,18,17,ZONE1,0.31491913782734093
1,18,18,ZONE1,0.3752457452750325
1,18,19,ZONE1,0.31606596469771175
1,18,20,ZONE1,0.5928931359931181
1,18,21,ZONE1,0.7211690166089
1,18,22,ZONE1,0.12258737881880721
1,18,23,ZONE1,0.717141043994028
1,19,0,ZONE1,0.7275958112568275
1,19,1,ZONE1,0.8660220281970575
1,19,2,ZONE1,0.505818673329049
1,19,3,ZONE1,0.06088352448342138
1,19,4,ZONE1,0.11279014177519586
1,19,5,ZONE1,0.669880340953719
1,19,6,ZONE1,0.789444851022134
1,19,7,ZONE1,0.4746514859677844
1,19,8,ZONE1,0.4909426365539895
1,19,9,ZONE1,0.9575083735877032
1,19,10,ZONE1,0.691466451593234
1,19,11,ZONE1,0.6035035099359688
1,19,12,ZONE1,0.3795402068335405
1,19,13,ZONE1,0.579375556219582
1,19,14,ZONE1,0.3806928892817958
1,19,15,ZONE1,0.7249325922663317
1,19,16,ZONE1,0.0948262294509824
1,19,17,ZONE1,0.6508829787351568
1,19,18,ZONE1,0.4240473642672835
1,19,19,ZONE1,0.29388009699037465
1,19,20,ZONE1,0.8575056980321777
1,19,21,ZONE1,0.17250249652711702
1,19,22,ZONE1,0.12128304779181376
1,19,23,ZONE1,0.4050999347940414
1,20,0,ZONE1,0.5605795002742694
1,20,1,ZONE1,0.8914919563776661
1,20,2,ZONE1,0.3079060412129969
1,20,3,ZONE1,0.4002129443094523
1,20,4,ZONE1,0.8815950919992188
1,20,5,ZONE1,0.7939530193689479
1,20,6,ZONE1,0.44833381307581566
1,20,7,ZONE1,0.10269937095783399
1,20,8,ZONE1,0.6472216066488258
1,20,9,ZONE1,0.12997403453612644
1,20,10,ZONE1,0.28899510663237626
1,20,11,ZONE1,0.9622333602662924
1,20,12,ZONE1,0.7518441240279079
1,20,13,ZONE1,0.08215741797562981
1,20,14,ZONE1,0.694584052777416
1,20,15,ZONE1,0.742907280583677
1,20,16,ZONE1,0.7797084854437322
1,20,17,ZONE1,0.8669142349173024
1,20,18,ZONE1,0.8252512231157466
1,20,19,ZONE1,0.049639979212984686
1,20,20,ZONE1,0.6026302688511967
1,20,21,ZONE1,0.32499026832027367
1,20,22,ZONE1,0.2865276614716552
1,20,23,ZONE1,0.13259527379470082
1,21,0,ZONE1,0.9592085187670804
1,21,1,ZONE1,0.1745005615108386
1,21,2,ZONE1,0.8290461568024926
1,21,3,ZONE1,0.5092578474301024
1,21,4,ZONE1,0.31545225808629496
1,21,5,ZONE1,0.5633194239186609
1,21,6,ZONE1,0.7240653709457169
1,21,7,ZONE1,0.8838115486830628
1,21,8,ZONE1,0.5128024402341054
1,21,9,ZONE1,0.901713944258005
1,21,10,ZONE1,0.7479359180863863
1,21,11,ZONE1,0.5845588736377146
1,21,12,ZONE1,0.824872161060674
1,21,13,ZONE1,0.47688263601621894
1,21,14,ZONE1,0.773478299006473
1,21,15,ZONE1,0.1747485028503275
1,21,16,ZONE1,0.8894870412214012
1,21,17,ZONE1,0.21597915566281856
1,21,18,ZONE1,0.6319723982286806
1,21,19,ZONE1,0.29232891072723155
1,21,20,ZONE1,0.06492247891512049
1,21,21,ZONE1,0.8642673726952326
1,21,22,ZONE1,0.6967856234202967
1,21,23,ZONE1,0.5239203458781901
1,22,0,ZONE1,0.30681911336188816
1,22,1,ZONE1,0.7227610106695627
1,22,2,ZONE1,0.6584047930243699
1,22,3,ZONE1,0.30768607897737965
1,22,4,ZONE1,0.11327600482408062
1,22,5,ZONE1,0.39749255313665666
1,22,6,ZONE1,0.5306490659783816
1,22,7,ZONE1,0.17408963556476875
1,22,8,ZONE1,0.6695763636371505
1,22,9,ZONE1,0.8325069717860217
1,22,10,ZONE1,0.43170503181885
1,22,11,ZONE1,0.612532352904062
1,22,12,ZONE1,0.5264380664683128
1,22,13,ZONE1,0.244386765909956
1,22,14,ZONE1,0.005131672578954971
1,22,15,ZONE1,0.5949305001438897
1,22,16,ZONE1,0.4864051246811445
1,22,17,ZONE1,0.7139052957249533
1,22,18,ZONE1,0.3434161324439483
1,22,19,ZONE1,0.9075886664178
1,22,20,ZONE1,0.14579393610444935
1,22,21,ZONE1,0.8061183812455059
1,22,22,ZONE1,0.2410499496892352
1,22,23,ZONE1,0.2615749435269922
1,23,0,ZONE1,0.985359137234328
1,23,1,ZONE1,0.3226334190510862
1,23,2,ZONE1,0.9041673260804247
1,23,3,ZONE1,0.39784072879347376
1,23,4,ZONE1,0.46514894188192246
1,23,5,ZONE1,0.6302542665020658
1,23,6,ZONE1,0.6764779878903514
1,23,7,ZONE1,0.4216347202007227
1,23,8,ZONE1,0.16610838674828188
1,23,9,ZONE1,0.8493413550866038
1,23,10,ZONE1,0.9516702724673262
1,23,11,ZONE1,0.7526071363341795
1,23,12,ZONE1,0.29006568497359875
1,23,13,ZONE1,0.699408623291107
1,23,14,ZONE1,0.9240622693921245
1,23,15,ZONE1,0.6949299743211308
1,23,16,ZONE1,0.725769174440511
1,23,17,ZONE1,0.21674453837322738
1,23,18,ZONE1,0.38530273475108767
1,23,19,ZONE1,0.4195292810917989
1,23,20,ZONE1,0.37012718169853986
1,23,21,ZONE1,0.70036486983035
1,23,22,ZONE1,0.8370522357226534
1,23,23,ZONE1,0.6575254622108685
1,24,0,ZONE1,0.33673783209052244
1,24,1,ZONE1,0.4328461875824018
1,24,2,ZONE1,0.634930293113722
1,24,3,ZONE1,0.9923022877721575
1,24,4,ZONE1,0.8168728127253083
1,24,5,ZONE1,0.9059721921237319
1,24,6,ZONE1,0.5985734315350624
1,24,7,ZONE1,0.43526488855847567
1,24,8,ZONE1,0.4242440587848728
1,24,9,ZONE1,0.5977347705624168
1,24,10,ZONE1,0.2550640128916243
1,24,11,ZONE1,0.15533684012185134
1,24,12,ZONE1,0.6274417318499169
1,24,13,ZONE1,0.6253420818088824
1,24,14,ZONE1,0.46982545339001247
1,24,15,ZONE1,0.412126720125347
1,24,16,ZONE1,0.08337548727399746
1,24,17,ZONE1,0.5437218564753832
1,24,18,ZONE1,0.31585933512970876
1,24,19,ZONE1,0.110541889057723
1,24,20,ZONE1,0.7998304642096863
1,24,21,ZONE1,0.6078951031469236
1,24,22,ZONE1,0.8540438860711087
1,24,23,ZONE1,0.5563308919514456
1,25,0,ZONE1,0.002135099171530208
1,25,1,ZONE1,0.23951714032722216
1,25,2,ZONE1,0.5739692107498601
1,25,3,ZONE1,0.0009452115542538664
1,25,4,ZONE1,0.9092463843050123
1,25,5,ZONE1,0.5355577744859695
1,25,6,ZONE1,0.9422003172938896
1,25,7,ZONE1,0.9173844698990195
1,25,8,ZONE1,0.8463452523752261
1,25,9,ZONE1,0.752412633927126
1,25,10,ZONE1,0.3927447104714188
1,25,11,ZONE1,0.05956341080961702
1,25,12,ZONE1,0.5571623511030098
1,25,13,ZONE1,0.6442429044385131
1,25,14,ZONE1,0.5992917457213376
1,25,15,ZONE1,0.5793353228131833
1,25,16,ZONE1,0.9103173823473297
1,25,17,ZONE1,0.08981844508822745
1,25,18,ZONE1,0.9262885524777351
1,25,19,ZONE1,0.9385402672013727
1,25,20,ZONE1,0.8087807736719452
1,25,21,ZONE1,0.7922124551800007
1,25,22,ZONE1,0.5965516221112034
1,25,23,ZONE1,0.29821870496837166
1,26,0,ZONE1,0.21840814610686077
1,26,1,ZONE1,0.8913129828141325
1,26,2,ZONE1,0.4614420078108209
1,26,3,ZONE1,0.5810725229282858
1,26,4,ZONE1,0.7131732373847912
1,26,5,ZONE1,0.3326470063239627
1,26,6,ZONE1,0.21516683681789328
1,26,7,ZONE1,0.7879928798608966
1,26,8,ZONE1,0.4239119831554323
1,26,9,ZONE1,0.8937222414490218
1,26,10,ZONE1,0.6104350374943179
1,26,11,ZONE1,0.43926247774822624
1,26,12,ZONE1,0.05028810736806433
1,26,13,ZONE1,0.4522034151068446
1,26,14,ZONE1,0.8658222561756813
1,26,15,ZONE1,0.4121072062291594
1,26,16,ZONE1,0.011303548907707572
1,26,17,ZONE1,0.032010024007590676
1,26,18,ZONE1,0.3171857707698178
1,26,19,ZONE1,0.41295359970334167
1,26,20,ZONE1,0.8876646011717958
1,26,21,ZONE1,0.3822893928862413
1,26,22,ZONE1,0.07923768201381354
1,26,23,ZONE1,0.6071432951202164
1,27,0,ZONE1,0.7704382408464981
1,27,1,ZONE1,0.6938346911335198
1,27,2,ZONE1,0.672083822735376
1,27,3,ZONE1,0.3631295795010385
1,27,4,ZONE1,0.7665433939886116
1,27,5,ZONE1,0.43457729016359525
1,27,6,ZONE1,0.7941085226051772
1,27,7,ZONE1,0.05043530470008806
1,27,8,ZONE1,0.119459125568113
1,27,9,ZONE1,0.7754694926706006
1,27,10,ZONE1,0.031232639620033087
1,27,11,ZONE1,0.5104116300139984
1,27,12,ZONE1,0.6620481466747828
1,27,13,ZONE1,0.3081774742662887
1,27,14,ZONE1,0.16821638073898904
1,27,15,ZONE1,0.9518652910912238
1,27,16,ZONE1,0.4427529634107741
1,27,17,ZONE1,0.4748299085634905
1,27,18,ZONE1,0.26417891318650943
1,27,19,ZONE1,0.3384502916317472
1,27,20,ZONE1,0.5545151389109315
1,27,21,ZONE1,0.5217285536893236
1,27,22,ZONE1,0.27242391693789836
1,27,23,ZONE1,0.45905029323335733
1,28,0,ZONE1,0.7946394106946223
1,28,1,ZONE1,0.8742180338035099
1,28,2,ZONE1,0.3075175851456379
1,28,3,ZONE1,0.9210123245412958
1,28,4,ZONE1,0.45673240547198457
1,28,5,ZONE1,0.19692442062172077
1,28,6,ZONE1,0.7323026612495583
1,28,7,ZONE1,0.036648920464938395
1,28,8,ZONE1,0.260930558887412
1,28,9,ZONE1,0.8856052912493152
1,28,10,ZONE1,0.8525638816602669
1,28,11,ZONE1,0.08405648286838563
1,28,12,ZONE1,0.22361672034590796
1,28,13,ZONE1,0.9501802341908417
1,28,14,ZONE1,0.8193357299836005
1,28,15,ZONE1,0.3093929324901491
1,28,16,ZONE1,0.31838227489260573
1,28,17,ZONE1,0.7380459933215805
1,28,18,ZONE1,0.6642382089168053
1,28,19,ZONE1,0.4210146748598669
