gen,Q1,Q2,Q3,Q4
SACCGTNG2045_TH_ZAF,0.85,0.85,0.85,0.85
AnixasII_TH_NAM,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2031,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2032,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2033,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2034,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2035,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2036,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2037,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2038,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2039,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2040,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2041,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2042,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2043,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2044,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2045,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2046,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2047,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2048,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2049,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_CCGT_2050,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2031,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2036,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2041,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2042,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2043,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2044,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2045,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2046,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2047,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2048,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2049,0.85,0.85,0.85,0.85
SA_IRP_New_Gas_GT_2050,0.85,0.85,0.85,0.85
SA_IRP_New_PV_2031,1,1,1,1
SA_IRP_New_PV_2032,1,1,1,1
SA_IRP_New_PV_2033,1,1,1,1
SA_IRP_New_PV_2034,1,1,1,1
SA_IRP_New_PV_2035,1,1,1,1
SA_IRP_New_PV_2036,1,1,1,1
SA_IRP_New_PV_2037,1,1,1,1
SA_IRP_New_PV_2038,1,1,1,1
SA_IRP_New_PV_2039,1,1,1,1
SA_IRP_New_PV_2040,1,1,1,1
SA_IRP_New_PV_2041,1,1,1,1
SA_IRP_New_PV_2042,1,1,1,1
SA_IRP_New_PV_2043,1,1,1,1
SA_IRP_New_PV_2044,1,1,1,1
SA_IRP_New_PV_2045,1,1,1,1
SA_IRP_New_PV_2046,1,1,1,1
SA_IRP_New_PV_2047,1,1,1,1
SA_IRP_New_PV_2048,1,1,1,1
SA_IRP_New_PV_2049,1,1,1,1
SA_IRP_New_PV_2050,1,1,1,1
SA_IRP_New_Wind_2031,1,1,1,1
SA_IRP_New_Wind_2032,1,1,1,1
SA_IRP_New_Wind_2033,1,1,1,1
SA_IRP_New_Wind_2034,1,1,1,1
SA_IRP_New_Wind_2035,1,1,1,1
SA_IRP_New_Wind_2036,1,1,1,1
SA_IRP_New_Wind_2037,1,1,1,1
SA_IRP_New_Wind_2038,1,1,1,1
SA_IRP_New_Wind_2039,1,1,1,1
SA_IRP_New_Wind_2040,1,1,1,1
SA_IRP_New_Wind_2041,1,1,1,1
SA_IRP_New_Wind_2042,1,1,1,1
SA_IRP_New_Wind_2043,1,1,1,1
SA_IRP_New_Wind_2044,1,1,1,1
SA_IRP_New_Wind_2045,1,1,1,1
SA_IRP_New_Wind_2046,1,1,1,1
SA_IRP_New_Wind_2047,1,1,1,1
SA_IRP_New_Wind_2048,1,1,1,1
SA_IRP_New_Wind_2049,1,1,1,1
SA_IRP_New_Wind_2050,1,1,1,1
SA_IRP_New_BESS_2031,1,1,1,1
SA_IRP_New_BESS_2032,1,1,1,1
SA_IRP_New_BESS_2033,1,1,1,1
SA_IRP_New_BESS_2034,1,1,1,1
SA_IRP_New_BESS_2035,1,1,1,1
SA_IRP_New_BESS_2036,1,1,1,1
SA_IRP_New_BESS_2037,1,1,1,1
SA_IRP_New_BESS_2038,1,1,1,1
SA_IRP_New_BESS_2039,1,1,1,1
SA_IRP_New_BESS_2040,1,1,1,1
SA_IRP_New_BESS_2041,1,1,1,1
SA_IRP_New_BESS_2042,1,1,1,1
SA_IRP_New_BESS_2043,1,1,1,1
SA_IRP_New_BESS_2044,1,1,1,1
SA_IRP_New_BESS_2045,1,1,1,1
SA_IRP_New_BESS_2046,1,1,1,1
SA_IRP_New_BESS_2047,1,1,1,1
SA_IRP_New_BESS_2048,1,1,1,1
SA_IRP_New_BESS_2049,1,1,1,1
SA_IRP_New_BESS_2050,1,1,1,1
PV_Caraculo_OffGrid,1,1,1,1
CT_Biocom,0.85,0.85,0.85,0.85
CT_PV_Diesel_Hybrid,1,1,1,1
Kiwaba_Nzogi,1,1,1,1
New_PV_NAM_2031,1,1,1,1
New_PV_ZMB_2031,1,1,1,1
New_PV_ZWE_2031,1,1,1,1
New_PV_NAM_2036,1,1,1,1
New_PV_ZMB_2040,1,1,1,1
New_PV_ZWE_2036,1,1,1,1
Mpatamanga_Opt,0.619706705,0.684349392,0.680922219,0.615215007
PV_2030_MWI,1,1,1,1
Sto_MWI_2030,1,1,1,1
Wind_2030_MWI,1,1,1,1
Mulanje_Ruo_Ndiza,0.619706705,0.684349392,0.680922219,0.615215007
Cedar_Muloza,0.619706705,0.684349392,0.680922219,0.615215007
Serengeti_Nkhotakota,1,1,1,1
Kiejo_Mbaka_II,0.85,0.85,0.85,0.85
Kisaki,0.85,0.85,0.85,0.85
Natron,0.85,0.85,0.85,0.85
Ngozi_I,0.85,0.85,0.85,0.85
Ngozi_II,0.85,0.85,0.85,0.85
Kishapu_II,1,1,1,1
Kishapu_III,1,1,1,1
PV_Tanzania,1,1,1,1
Bagamoyo,0.85,0.85,0.85,0.85
Kinyerezi_IV,0.85,0.85,0.85,0.85
Mkuranga,0.85,0.85,0.85,0.85
Mtwara_I,0.85,0.85,0.85,0.85
Mtwara_II,0.85,0.85,0.85,0.85
Somanga_Mtama,0.85,0.85,0.85,0.85
Somanga_PPP,0.85,0.85,0.85,0.85
Somanga_Tanesco,0.85,0.85,0.85,0.85
