c,z,y,uni,value
Armenia,Armenia,2031,Demand: GWh,7154.999999999986
Armenia,Armenia,2031,Exports exchange: GWh,8540.043272719216
Armenia,Armenia,2031,Imports exchange: GWh,1.2218294727436072
Armenia,Armenia,2031,Net interchange Ratio: GWh,-1.1934062114949668
Armenia,Armenia,2031,Net interchange: GWh,-8538.821443246472
Armenia,Armenia,2031,Total Demand: GWh,7154.999999999986
Armenia,Armenia,2031,Total production: GWh,15693.845585244264
Armenia,Armenia,2032,Demand: GWh,7234.999999999995
Armenia,Armenia,2032,Exports exchange: GWh,8460.037927203743
Armenia,Armenia,2032,Imports exchange: GWh,1.6542538440818344
Armenia,Armenia,2032,Net interchange Ratio: GWh,-1.1690924220262149
Armenia,Armenia,2032,Net interchange: GWh,-8458.38367335966
Armenia,Armenia,2032,Total Demand: GWh,7234.999999999995
Armenia,Armenia,2032,Total production: GWh,15693.416359584346
Armenia,Armenia,2033,Demand: GWh,7314.999999999995
Armenia,Armenia,2033,Exports exchange: GWh,8402.460398699854
Armenia,Armenia,2033,Imports exchange: GWh,1.9863800876216475
Armenia,Armenia,2033,Net interchange Ratio: GWh,-1.1483901597556032
Armenia,Armenia,2033,Net interchange: GWh,-8400.474018612233
Armenia,Armenia,2033,Total Demand: GWh,7314.999999999995
Armenia,Armenia,2033,Total production: GWh,15715.51326728382
Armenia,Armenia,2034,Demand: GWh,7393.999999999999
Armenia,Armenia,2034,Exports exchange: GWh,8404.150084162458
Armenia,Armenia,2034,Imports exchange: GWh,2.1570983914272457
Armenia,Armenia,2034,Net interchange Ratio: GWh,-1.1363258027821248
Armenia,Armenia,2034,Net interchange: GWh,-8401.99298577103
Armenia,Armenia,2034,Total Demand: GWh,7393.999999999999
Armenia,Armenia,2034,Total production: GWh,15796.035607647333
Armenia,Armenia,2035,Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Exports exchange: GWh,8367.29777373961
Armenia,Armenia,2035,Imports exchange: GWh,2.4725037017906177
Armenia,Armenia,2035,Net interchange Ratio: GWh,-1.1191898943053016
Armenia,Armenia,2035,Net interchange: GWh,-8364.82527003782
Armenia,Armenia,2035,Total Demand: GWh,7473.999999999996
Armenia,Armenia,2035,Total production: GWh,15838.874123973892
Armenia,Armenia,2036,Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Exports exchange: GWh,8332.387351998233
Armenia,Armenia,2036,Imports exchange: GWh,2.537099978102658
Armenia,Armenia,2036,Net interchange Ratio: GWh,-1.101832043918007
Armenia,Armenia,2036,Net interchange: GWh,-8329.850252020131
Armenia,Armenia,2036,Total Demand: GWh,7559.999999999999
Armenia,Armenia,2036,Total production: GWh,15889.900382307114
Armenia,Armenia,2037,Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Exports exchange: GWh,7422.889152924106
Armenia,Armenia,2037,Imports exchange: GWh,33.57734505933137
Armenia,Armenia,2037,Net interchange Ratio: GWh,-0.966554847333522
Armenia,Armenia,2037,Net interchange: GWh,-7389.311807864775
Armenia,Armenia,2037,Total Demand: GWh,7644.999999999998
Armenia,Armenia,2037,Total production: GWh,15034.97525903302
Armenia,Armenia,2038,Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Exports exchange: GWh,7362.369666346244
Armenia,Armenia,2038,Imports exchange: GWh,40.33151081903167
Armenia,Armenia,2038,Net interchange Ratio: GWh,-0.9471010419773914
Armenia,Armenia,2038,Net interchange: GWh,-7322.038155527212
Armenia,Armenia,2038,Total Demand: GWh,7730.999999999999
Armenia,Armenia,2038,Total production: GWh,15053.835061534006
Armenia,Armenia,2039,Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Exports exchange: GWh,7332.559333840039
Armenia,Armenia,2039,Imports exchange: GWh,79.8353896723804
Armenia,Armenia,2039,Net interchange Ratio: GWh,-0.9279329508914615
Armenia,Armenia,2039,Net interchange: GWh,-7252.723944167659
Armenia,Armenia,2039,Total Demand: GWh,7815.999999999994
Armenia,Armenia,2039,Total production: GWh,15070.301403089796
Armenia,Armenia,2040,Demand: GWh,7902.000000000007
Armenia,Armenia,2040,Exports exchange: GWh,5758.067941978022
Armenia,Armenia,2040,Imports exchange: GWh,269.697747375324
Armenia,Armenia,2040,Net interchange Ratio: GWh,-0.6945545677806495
Armenia,Armenia,2040,Net interchange: GWh,-5488.370194602698
Armenia,Armenia,2040,Total Demand: GWh,7902.000000000007
Armenia,Armenia,2040,Total production: GWh,13395.699123535422
Azerbaijan,AzerbaijanMain,2025,Demand: GWh,26660.53999999996
Azerbaijan,AzerbaijanMain,2025,Exports exchange: GWh,4451.680974775505
Azerbaijan,AzerbaijanMain,2025,Net interchange Ratio: GWh,-0.1669763993818397
Azerbaijan,AzerbaijanMain,2025,Net interchange: GWh,-4451.680974775505
Azerbaijan,AzerbaijanMain,2025,Total Demand: GWh,26660.53999999996
Azerbaijan,AzerbaijanMain,2025,Total production: GWh,31112.220974775515
Azerbaijan,AzerbaijanMain,2026,Demand: GWh,27164.82999999997
Azerbaijan,AzerbaijanMain,2026,Exports exchange: GWh,3997.815495762096
Azerbaijan,AzerbaijanMain,2026,Imports exchange: GWh,10.878179802361553
Azerbaijan,AzerbaijanMain,2026,Net interchange Ratio: GWh,-0.1467683514293938
Azerbaijan,AzerbaijanMain,2026,Net interchange: GWh,-3986.937315959735
Azerbaijan,AzerbaijanMain,2026,Total Demand: GWh,27164.82999999997
Azerbaijan,AzerbaijanMain,2026,Total production: GWh,31151.98225675048
Azerbaijan,AzerbaijanMain,2027,Demand: GWh,27678.66000000001
Azerbaijan,AzerbaijanMain,2027,Exports exchange: GWh,3833.895115602673
Azerbaijan,AzerbaijanMain,2027,Imports exchange: GWh,40.24639490889197
Azerbaijan,AzerbaijanMain,2027,Net interchange Ratio: GWh,-0.1370604184123718
Azerbaijan,AzerbaijanMain,2027,Net interchange: GWh,-3793.648720693781
Azerbaijan,AzerbaijanMain,2027,Total Demand: GWh,27678.66000000001
Azerbaijan,AzerbaijanMain,2027,Total production: GWh,31473.10394490446
Azerbaijan,AzerbaijanMain,2028,Demand: GWh,28202.19000000001
Azerbaijan,AzerbaijanMain,2028,Exports exchange: GWh,4570.999126331609
Azerbaijan,AzerbaijanMain,2028,Net interchange Ratio: GWh,-0.1620795805691546
Azerbaijan,AzerbaijanMain,2028,Net interchange: GWh,-4570.999126331609
Azerbaijan,AzerbaijanMain,2028,Total Demand: GWh,28202.19000000001
Azerbaijan,AzerbaijanMain,2028,Total production: GWh,32773.18912633164
Azerbaijan,AzerbaijanMain,2029,Demand: GWh,28735.639999999938
Azerbaijan,AzerbaijanMain,2029,Exports exchange: GWh,834.8702754007611
Azerbaijan,AzerbaijanMain,2029,Imports exchange: GWh,965.7205361937496
Azerbaijan,AzerbaijanMain,2029,Net interchange Ratio: GWh,0.0045535878370201
Azerbaijan,AzerbaijanMain,2029,Net interchange: GWh,130.8502607929886
Azerbaijan,AzerbaijanMain,2029,Total Demand: GWh,28735.639999999938
Azerbaijan,AzerbaijanMain,2029,Total production: GWh,28623.87130794952
Azerbaijan,AzerbaijanMain,2030,Demand: GWh,29279.180000000066
Azerbaijan,AzerbaijanMain,2030,Exports exchange: GWh,584.1886197538774
Azerbaijan,AzerbaijanMain,2030,Imports exchange: GWh,3420.122994115101
Azerbaijan,AzerbaijanMain,2030,Net interchange Ratio: GWh,0.0968583947488016
Azerbaijan,AzerbaijanMain,2030,Net interchange: GWh,2835.9343743612235
Azerbaijan,AzerbaijanMain,2030,Total Demand: GWh,29279.180000000066
Azerbaijan,AzerbaijanMain,2030,Total production: GWh,26510.8234699264
Azerbaijan,AzerbaijanMain,2031,Demand: GWh,29833.000000000007
Azerbaijan,AzerbaijanMain,2031,Exports exchange: GWh,545.0500368413119
Azerbaijan,AzerbaijanMain,2031,Imports exchange: GWh,3007.019841360352
Azerbaijan,AzerbaijanMain,2031,Net interchange Ratio: GWh,0.082525049593371
Azerbaijan,AzerbaijanMain,2031,Net interchange: GWh,2461.9698045190403
Azerbaijan,AzerbaijanMain,2031,Total Demand: GWh,29833.000000000007
Azerbaijan,AzerbaijanMain,2031,Total production: GWh,27430.44557877529
Azerbaijan,AzerbaijanMain,2032,Demand: GWh,30397.300000000025
Azerbaijan,AzerbaijanMain,2032,Imports exchange: GWh,4106.98948085978
Azerbaijan,AzerbaijanMain,2032,Net interchange Ratio: GWh,0.1351103381175228
Azerbaijan,AzerbaijanMain,2032,Net interchange: GWh,4106.98948085978
Azerbaijan,AzerbaijanMain,2032,Total Demand: GWh,30397.300000000025
Azerbaijan,AzerbaijanMain,2032,Total production: GWh,26371.460084844675
Azerbaijan,AzerbaijanMain,2033,Demand: GWh,30972.26000000001
Azerbaijan,AzerbaijanMain,2033,Imports exchange: GWh,3563.204330693072
Azerbaijan,AzerbaijanMain,2033,Net interchange Ratio: GWh,0.1150450219226195
Azerbaijan,AzerbaijanMain,2033,Net interchange: GWh,3563.204330693072
Azerbaijan,AzerbaijanMain,2033,Total Demand: GWh,30972.26000000001
Azerbaijan,AzerbaijanMain,2033,Total production: GWh,27479.46064241421
Azerbaijan,AzerbaijanMain,2034,Demand: GWh,31558.099999999995
Azerbaijan,AzerbaijanMain,2034,Exports exchange: GWh,100.03528081251616
Azerbaijan,AzerbaijanMain,2034,Imports exchange: GWh,3277.562991452231
Azerbaijan,AzerbaijanMain,2034,Net interchange Ratio: GWh,0.100688181818288
Azerbaijan,AzerbaijanMain,2034,Net interchange: GWh,3177.5277106397148
Azerbaijan,AzerbaijanMain,2034,Total Demand: GWh,31558.099999999995
Azerbaijan,AzerbaijanMain,2034,Total production: GWh,28445.33330580913
Azerbaijan,AzerbaijanMain,2035,Demand: GWh,32155.03000000001
Azerbaijan,AzerbaijanMain,2035,Exports exchange: GWh,300.09719532274704
Azerbaijan,AzerbaijanMain,2035,Imports exchange: GWh,3090.273324987035
Azerbaijan,AzerbaijanMain,2035,Net interchange Ratio: GWh,0.0867726178350412
Azerbaijan,AzerbaijanMain,2035,Net interchange: GWh,2790.176129664288
Azerbaijan,AzerbaijanMain,2035,Total Demand: GWh,32155.03000000001
Azerbaijan,AzerbaijanMain,2035,Total production: GWh,29425.91425030488
Azerbaijan,AzerbaijanMain,2036,Demand: GWh,32763.250000000025
Azerbaijan,AzerbaijanMain,2036,Exports exchange: GWh,539.6782316280842
Azerbaijan,AzerbaijanMain,2036,Imports exchange: GWh,1992.3404702516573
Azerbaijan,AzerbaijanMain,2036,Net interchange Ratio: GWh,0.044338160549505
Azerbaijan,AzerbaijanMain,2036,Net interchange: GWh,1452.662238623573
Azerbaijan,AzerbaijanMain,2036,Total Demand: GWh,32763.250000000025
Azerbaijan,AzerbaijanMain,2036,Total production: GWh,31349.95420354775
Azerbaijan,AzerbaijanMain,2037,Demand: GWh,33382.96
Azerbaijan,AzerbaijanMain,2037,Exports exchange: GWh,694.1109386345545
Azerbaijan,AzerbaijanMain,2037,Imports exchange: GWh,1584.7559805425071
Azerbaijan,AzerbaijanMain,2037,Net interchange Ratio: GWh,0.0266796306231668
Azerbaijan,AzerbaijanMain,2037,Net interchange: GWh,890.6450419079526
Azerbaijan,AzerbaijanMain,2037,Total Demand: GWh,33382.96
Azerbaijan,AzerbaijanMain,2037,Total production: GWh,32523.62798194271
Azerbaijan,AzerbaijanMain,2038,Demand: GWh,34014.40000000001
Azerbaijan,AzerbaijanMain,2038,Exports exchange: GWh,826.8395305224021
Azerbaijan,AzerbaijanMain,2038,Imports exchange: GWh,2774.0315855722283
Azerbaijan,AzerbaijanMain,2038,Net interchange Ratio: GWh,0.0572461091493551
Azerbaijan,AzerbaijanMain,2038,Net interchange: GWh,1947.1920550498264
Azerbaijan,AzerbaijanMain,2038,Total Demand: GWh,34014.40000000001
Azerbaijan,AzerbaijanMain,2038,Total production: GWh,32006.863670328203
Azerbaijan,AzerbaijanMain,2038,Unmet demand: GWh,115.15606789996122
Azerbaijan,AzerbaijanMain,2039,Demand: GWh,34657.780000000086
Azerbaijan,AzerbaijanMain,2039,Exports exchange: GWh,460.1348095855044
Azerbaijan,AzerbaijanMain,2039,Imports exchange: GWh,2504.9236475015573
Azerbaijan,AzerbaijanMain,2039,Net interchange Ratio: GWh,0.0589994176752246
Azerbaijan,AzerbaijanMain,2039,Net interchange: GWh,2044.788837916053
Azerbaijan,AzerbaijanMain,2039,Total Demand: GWh,34657.780000000086
Azerbaijan,AzerbaijanMain,2039,Total production: GWh,31595.9399470438
Azerbaijan,AzerbaijanMain,2039,Unmet demand: GWh,1066.5457333643303
Azerbaijan,AzerbaijanMain,2040,Demand: GWh,35313.34999999994
Azerbaijan,AzerbaijanMain,2040,Exports exchange: GWh,458.5878593829822
Azerbaijan,AzerbaijanMain,2040,Imports exchange: GWh,2272.9941798070963
Azerbaijan,AzerbaijanMain,2040,Net interchange Ratio: GWh,0.0513801811616319
Azerbaijan,AzerbaijanMain,2040,Net interchange: GWh,1814.4063204241145
Azerbaijan,AzerbaijanMain,2040,Total Demand: GWh,35313.34999999994
Azerbaijan,AzerbaijanMain,2040,Total production: GWh,29727.767713184603
Azerbaijan,AzerbaijanMain,2040,Unmet demand: GWh,3816.087815179696
Azerbaijan,Nakhchivan,2025,Demand: GWh,509.46000000000055
Azerbaijan,Nakhchivan,2025,Exports exchange: GWh,428.95
Azerbaijan,Nakhchivan,2025,Imports exchange: GWh,7.798696588007199
Azerbaijan,Nakhchivan,2025,Net interchange Ratio: GWh,-0.8266621587798695
Azerbaijan,Nakhchivan,2025,Net interchange: GWh,-421.1513034119928
Azerbaijan,Nakhchivan,2025,Total Demand: GWh,509.46000000000055
Azerbaijan,Nakhchivan,2025,Total production: GWh,930.765397023414
Azerbaijan,Nakhchivan,2026,Demand: GWh,519.0899999999999
Azerbaijan,Nakhchivan,2026,Exports exchange: GWh,430.35
Azerbaijan,Nakhchivan,2026,Imports exchange: GWh,7.65
Azerbaijan,Nakhchivan,2026,Net interchange Ratio: GWh,-0.8143096572848642
Azerbaijan,Nakhchivan,2026,Net interchange: GWh,-422.7000000000001
Azerbaijan,Nakhchivan,2026,Total Demand: GWh,519.0899999999999
Azerbaijan,Nakhchivan,2026,Total production: GWh,941.9411555314488
Azerbaijan,Nakhchivan,2027,Demand: GWh,528.9099999999995
Azerbaijan,Nakhchivan,2027,Exports exchange: GWh,261.9248678363964
Azerbaijan,Nakhchivan,2027,Imports exchange: GWh,7.939770048820285
Azerbaijan,Nakhchivan,2027,Net interchange Ratio: GWh,-0.4802047565513534
Azerbaijan,Nakhchivan,2027,Net interchange: GWh,-253.9850977875761
Azerbaijan,Nakhchivan,2027,Total Demand: GWh,528.9099999999995
Azerbaijan,Nakhchivan,2027,Total production: GWh,783.0519788544153
Azerbaijan,Nakhchivan,2028,Demand: GWh,538.9200000000001
Azerbaijan,Nakhchivan,2028,Exports exchange: GWh,154.9130641116418
Azerbaijan,Nakhchivan,2028,Imports exchange: GWh,14.7
Azerbaijan,Nakhchivan,2028,Net interchange Ratio: GWh,-0.2601741707705073
Azerbaijan,Nakhchivan,2028,Net interchange: GWh,-140.2130641116418
Azerbaijan,Nakhchivan,2028,Total Demand: GWh,538.9200000000001
Azerbaijan,Nakhchivan,2028,Total production: GWh,679.4235198387414
Azerbaijan,Nakhchivan,2029,Demand: GWh,549.1099999999998
Azerbaijan,Nakhchivan,2029,Imports exchange: GWh,392.09708413834176
Azerbaijan,Nakhchivan,2029,Net interchange Ratio: GWh,0.7140592670655095
Azerbaijan,Nakhchivan,2029,Net interchange: GWh,392.09708413834176
Azerbaijan,Nakhchivan,2029,Total Demand: GWh,549.1099999999998
Azerbaijan,Nakhchivan,2029,Total production: GWh,164.7603201927598
Azerbaijan,Nakhchivan,2030,Demand: GWh,559.4999999999992
Azerbaijan,Nakhchivan,2030,Imports exchange: GWh,397.1107892001169
Azerbaijan,Nakhchivan,2030,Net interchange Ratio: GWh,0.7097601236820688
Azerbaijan,Nakhchivan,2030,Net interchange: GWh,397.1107892001169
Azerbaijan,Nakhchivan,2030,Total Demand: GWh,559.4999999999992
Azerbaijan,Nakhchivan,2030,Total production: GWh,170.23568039283333
Azerbaijan,Nakhchivan,2031,Demand: GWh,570.080000000001
Azerbaijan,Nakhchivan,2031,Imports exchange: GWh,402.2268991248055
Azerbaijan,Nakhchivan,2031,Net interchange Ratio: GWh,0.7055622002610245
Azerbaijan,Nakhchivan,2031,Net interchange: GWh,402.2268991248055
Azerbaijan,Nakhchivan,2031,Total Demand: GWh,570.080000000001
Azerbaijan,Nakhchivan,2031,Total production: GWh,175.80065913672397
Azerbaijan,Nakhchivan,2032,Demand: GWh,580.8600000000008
Azerbaijan,Nakhchivan,2032,Imports exchange: GWh,407.4249477309377
Azerbaijan,Nakhchivan,2032,Net interchange Ratio: GWh,0.7014167746633219
Azerbaijan,Nakhchivan,2032,Net interchange: GWh,407.4249477309377
Azerbaijan,Nakhchivan,2032,Total Demand: GWh,580.8600000000008
Azerbaijan,Nakhchivan,2032,Total production: GWh,181.4853182168094
Azerbaijan,Nakhchivan,2033,Demand: GWh,591.8499999999999
Azerbaijan,Nakhchivan,2033,Imports exchange: GWh,412.3561601871125
Azerbaijan,Nakhchivan,2033,Net interchange Ratio: GWh,0.696724102706957
Azerbaijan,Nakhchivan,2033,Net interchange: GWh,412.3561601871125
Azerbaijan,Nakhchivan,2033,Total Demand: GWh,591.8499999999999
Azerbaijan,Nakhchivan,2033,Total production: GWh,187.64154105991577
Azerbaijan,Nakhchivan,2034,Demand: GWh,603.0500000000003
Azerbaijan,Nakhchivan,2034,Imports exchange: GWh,415.0041575494998
Azerbaijan,Nakhchivan,2034,Net interchange Ratio: GWh,0.6881753711126766
Azerbaijan,Nakhchivan,2034,Net interchange: GWh,415.0041575494998
Azerbaijan,Nakhchivan,2034,Total Demand: GWh,603.0500000000003
Azerbaijan,Nakhchivan,2034,Total production: GWh,196.2458651940757
Azerbaijan,Nakhchivan,2035,Demand: GWh,614.4499999999987
Azerbaijan,Nakhchivan,2035,Imports exchange: GWh,417.6958205830931
Azerbaijan,Nakhchivan,2035,Net interchange Ratio: GWh,0.6797881366801107
Azerbaijan,Nakhchivan,2035,Net interchange: GWh,417.6958205830931
Azerbaijan,Nakhchivan,2035,Total Demand: GWh,614.4499999999987
Azerbaijan,Nakhchivan,2035,Total production: GWh,205.00738644235497
Azerbaijan,Nakhchivan,2036,Demand: GWh,626.0700000000005
Azerbaijan,Nakhchivan,2036,Imports exchange: GWh,420.4433994018132
Azerbaijan,Nakhchivan,2036,Net interchange Ratio: GWh,0.6715597287872168
Azerbaijan,Nakhchivan,2036,Net interchange: GWh,420.4433994018132
Azerbaijan,Nakhchivan,2036,Total Demand: GWh,626.0700000000005
Azerbaijan,Nakhchivan,2036,Total production: GWh,213.9340967395236
Azerbaijan,Nakhchivan,2037,Demand: GWh,637.9199999999989
Azerbaijan,Nakhchivan,2037,Imports exchange: GWh,423.2445724053339
Azerbaijan,Nakhchivan,2037,Net interchange Ratio: GWh,0.66347594119221
Azerbaijan,Nakhchivan,2037,Net interchange: GWh,423.2445724053339
Azerbaijan,Nakhchivan,2037,Total Demand: GWh,637.9199999999989
Azerbaijan,Nakhchivan,2037,Total production: GWh,223.03827181365315
Azerbaijan,Nakhchivan,2038,Demand: GWh,649.9800000000002
Azerbaijan,Nakhchivan,2038,Imports exchange: GWh,426.0927205845928
Azerbaijan,Nakhchivan,2038,Net interchange Ratio: GWh,0.6555474331280848
Azerbaijan,Nakhchivan,2038,Net interchange: GWh,426.0927205845928
Azerbaijan,Nakhchivan,2038,Total Demand: GWh,649.9800000000002
Azerbaijan,Nakhchivan,2038,Total production: GWh,135.24997885441528
Azerbaijan,Nakhchivan,2038,Unmet demand: GWh,97.0564210351022
Azerbaijan,Nakhchivan,2039,Demand: GWh,662.2800000000011
Azerbaijan,Nakhchivan,2039,Imports exchange: GWh,429.0034035580411
Azerbaijan,Nakhchivan,2039,Net interchange Ratio: GWh,0.6477674149272821
Azerbaijan,Nakhchivan,2039,Net interchange: GWh,429.0034035580411
Azerbaijan,Nakhchivan,2039,Total Demand: GWh,662.2800000000011
Azerbaijan,Nakhchivan,2039,Total production: GWh,135.24997885441542
Azerbaijan,Nakhchivan,2039,Unmet demand: GWh,106.50324993508306
Azerbaijan,Nakhchivan,2040,Demand: GWh,674.7999999999992
Azerbaijan,Nakhchivan,2040,Imports exchange: GWh,431.9587401069016
Azerbaijan,Nakhchivan,2040,Net interchange Ratio: GWh,0.6401285419485806
Azerbaijan,Nakhchivan,2040,Net interchange: GWh,431.9587401069016
Azerbaijan,Nakhchivan,2040,Total Demand: GWh,674.7999999999992
Azerbaijan,Nakhchivan,2040,Total production: GWh,135.24997885441533
Azerbaijan,Nakhchivan,2040,Unmet demand: GWh,116.12630756486948
Georgia,Georgia,2025,Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Exports exchange: GWh,6024.7557172683455
Georgia,Georgia,2025,Imports exchange: GWh,4557.272269924485
Georgia,Georgia,2025,Net interchange Ratio: GWh,-0.0930221770758988
Georgia,Georgia,2025,Net interchange: GWh,-1467.4834473438605
Georgia,Georgia,2025,Total Demand: GWh,15775.629999999986
Georgia,Georgia,2025,Total production: GWh,17333.160102497135
Georgia,Georgia,2026,Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Exports exchange: GWh,6035.778179802359
Georgia,Georgia,2026,Imports exchange: GWh,4069.5340202616617
Georgia,Georgia,2026,Net interchange Ratio: GWh,-0.1205255487056878
Georgia,Georgia,2026,Net interchange: GWh,-1966.2441595406967
Georgia,Georgia,2026,Total Demand: GWh,16313.920000000013
Georgia,Georgia,2026,Total production: GWh,18360.57364680693
Georgia,Georgia,2027,Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Exports exchange: GWh,5884.487739306445
Georgia,Georgia,2027,Imports exchange: GWh,3910.746678888249
Georgia,Georgia,2027,Net interchange Ratio: GWh,-0.1168976632454433
Georgia,Georgia,2027,Net interchange: GWh,-1973.741060418196
Georgia,Georgia,2027,Total Demand: GWh,16884.34999999996
Georgia,Georgia,2027,Total production: GWh,18935.36308559643
Georgia,Georgia,2028,Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Exports exchange: GWh,5095.476116476373
Georgia,Georgia,2028,Imports exchange: GWh,4658.181088054991
Georgia,Georgia,2028,Net interchange Ratio: GWh,-0.0250055197136645
Georgia,Georgia,2028,Net interchange: GWh,-437.2950284213821
Georgia,Georgia,2028,Total Demand: GWh,17487.939999999988
Georgia,Georgia,2028,Total production: GWh,18017.275530114897
Georgia,Georgia,2029,Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Exports exchange: GWh,3750.1514406356655
Georgia,Georgia,2029,Imports exchange: GWh,2999.946015546345
Georgia,Georgia,2029,Net interchange Ratio: GWh,-0.0413764677089572
Georgia,Georgia,2029,Net interchange: GWh,-750.2054250893216
Georgia,Georgia,2029,Total Demand: GWh,18131.209999999992
Georgia,Georgia,2029,Total production: GWh,18940.69103741629
Georgia,Georgia,2030,Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Exports exchange: GWh,5448.84267637526
Georgia,Georgia,2030,Imports exchange: GWh,3747.976729761992
Georgia,Georgia,2030,Net interchange Ratio: GWh,-0.0903532205739644
Georgia,Georgia,2030,Net interchange: GWh,-1700.865946613269
Georgia,Georgia,2030,Total Demand: GWh,18824.630000000016
Georgia,Georgia,2030,Total production: GWh,20599.551817783155
Georgia,Georgia,2031,Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Exports exchange: GWh,4552.1570201546
Georgia,Georgia,2031,Imports exchange: GWh,4624.582030459358
Georgia,Georgia,2031,Net interchange Ratio: GWh,0.0037777258070279
Georgia,Georgia,2031,Net interchange: GWh,72.42501030475796
Georgia,Georgia,2031,Total Demand: GWh,19171.58999999998
Georgia,Georgia,2031,Total production: GWh,19190.5416112048
Georgia,Georgia,2032,Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Exports exchange: GWh,5650.462567637338
Georgia,Georgia,2032,Imports exchange: GWh,4587.31879062826
Georgia,Georgia,2032,Net interchange Ratio: GWh,-0.0539166589078294
Georgia,Georgia,2032,Net interchange: GWh,-1063.143777009078
Georgia,Georgia,2032,Total Demand: GWh,19718.28000000004
Georgia,Georgia,2032,Total production: GWh,20872.06411815002
Georgia,Georgia,2033,Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Exports exchange: GWh,5105.304330693067
Georgia,Georgia,2033,Imports exchange: GWh,4588.881429702239
Georgia,Georgia,2033,Net interchange Ratio: GWh,-0.0254835265480693
Georgia,Georgia,2033,Net interchange: GWh,-516.4229009908277
Georgia,Georgia,2033,Total Demand: GWh,20264.969999999983
Georgia,Georgia,2033,Total production: GWh,20872.06411815002
Georgia,Georgia,2034,Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Exports exchange: GWh,4819.662991452231
Georgia,Georgia,2034,Imports exchange: GWh,4688.792543467823
Georgia,Georgia,2034,Net interchange Ratio: GWh,-0.0062883233718217
Georgia,Georgia,2034,Net interchange: GWh,-130.8704479844082
Georgia,Georgia,2034,Total Demand: GWh,20811.66000000006
Georgia,Georgia,2034,Total production: GWh,21035.17579815002
Georgia,Georgia,2035,Demand: GWh,21358.35000000004
Georgia,Georgia,2035,Exports exchange: GWh,4632.3733249870365
Georgia,Georgia,2035,Imports exchange: GWh,4889.037822035619
Georgia,Georgia,2035,Net interchange Ratio: GWh,0.0120170564228314
Georgia,Georgia,2035,Net interchange: GWh,256.66449704858223
Georgia,Georgia,2035,Total Demand: GWh,21358.35000000004
