zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Libya,PV,m11,d1,0,0,0,0,0,0.0163,0.25147,0.48527,0.64087,0.7328,0.76683,0.7551,0.69437,0.57947,0.40533,0.1733,0,0,0,0,0,0,0,0
Libya,PV,m12,d1,0,0,0,0,0,0.00039,0.212,0.45839,0.62655,0.73842,0.7839,0.76174,0.68165,0.55597,0.3699,0.12377,0,0,0,0,0,0,0,0
Libya,OnshoreWind,m1,d1,0.49106,0.48568,0.48658,0.48668,0.48871,0.48781,0.43168,0.35523,0.38829,0.38168,0.38274,0.3931,0.40481,0.42261,0.45648,0.53403,0.63181,0.62358,0.58355,0.55655,0.54455,0.53123,0.51965,0.51371
Libya,OnshoreWind,m2,d1,0.54429,0.53118,0.51882,0.50607,0.49482,0.47925,0.41296,0.45271,0.48161,0.46379,0.43911,0.42914,0.45632,0.50843,0.56286,0.62304,0.72986,0.75107,0.71625,0.6705,0.63064,0.60118,0.58096,0.5615
Libya,OnshoreWind,m3,d1,0.55461,0.54071,0.53448,0.53797,0.54132,0.52,0.46813,0.44232,0.42426,0.42052,0.43039,0.44781,0.48061,0.52087,0.5731,0.64132,0.73358,0.78681,0.77794,0.74942,0.71113,0.65961,0.61061,0.5759
Libya,OnshoreWind,m4,d1,0.65827,0.61807,0.57473,0.54373,0.537,0.5097,0.4776,0.43783,0.3957,0.36353,0.3552,0.37,0.4047,0.4631,0.5422,0.61983,0.69487,0.7644,0.75063,0.72947,0.72287,0.71817,0.7018,0.68547
Libya,OnshoreWind,m5,d1,0.65916,0.62803,0.60645,0.60094,0.60316,0.57339,0.5811,0.56845,0.54735,0.5211,0.51287,0.51977,0.52365,0.54255,0.5911,0.62987,0.692,0.7921,0.83303,0.82184,0.81019,0.78442,0.74274,0.69355
Libya,OnshoreWind,m6,d1,0.6143,0.54783,0.49047,0.45677,0.4185,0.41063,0.40827,0.38003,0.3847,0.39523,0.41607,0.4467,0.50497,0.57283,0.63583,0.687,0.71613,0.75747,0.8041,0.81947,0.818,0.7941,0.75033,0.68113
Libya,OnshoreWind,m7,d1,0.47603,0.41074,0.36561,0.32255,0.26639,0.2149,0.25939,0.34719,0.40829,0.45255,0.48568,0.53123,0.59548,0.66148,0.70726,0.73829,0.7579,0.77739,0.80152,0.80481,0.78116,0.72716,0.648,0.5519
Libya,OnshoreWind,m8,d1,0.52245,0.45784,0.41394,0.38071,0.35239,0.31558,0.28377,0.25155,0.22581,0.20803,0.21232,0.25519,0.33877,0.44832,0.52506,0.58239,0.61368,0.65994,0.6839,0.69455,0.69619,0.69594,0.66329,0.60765
Libya,OnshoreWind,m9,d1,0.51777,0.47343,0.43477,0.39547,0.3611,0.30567,0.2967,0.2889,0.26713,0.26773,0.29053,0.3191,0.3483,0.4088,0.53197,0.6327,0.732,0.79847,0.79557,0.7656,0.72263,0.674,0.61597,0.55677
Libya,OnshoreWind,m10,d1,0.45381,0.42868,0.405,0.38568,0.37432,0.36332,0.31584,0.22919,0.16958,0.12761,0.11035,0.12123,0.1709,0.25865,0.37197,0.46923,0.59123,0.64087,0.61977,0.58539,0.55332,0.52429,0.49861,0.47565
Libya,OnshoreWind,m11,d1,0.5196,0.5212,0.525,0.5307,0.54047,0.55803,0.51743,0.4124,0.349,0.3117,0.29863,0.30203,0.31787,0.3548,0.41207,0.52133,0.6672,0.67353,0.6194,0.5664,0.54057,0.53313,0.53213,0.5327
Libya,OnshoreWind,m12,d1,0.65129,0.65845,0.66042,0.65842,0.65184,0.64545,0.61394,0.52726,0.51461,0.48829,0.45684,0.43874,0.42803,0.42177,0.43565,0.51197,0.61368,0.64381,0.63694,0.61852,0.60619,0.604,0.61739,0.63926
